PdfType: error
Format: lhagrid1
---
9.9999997E-10 1.4508288E-09 2.1049043E-09 3.0538556E-09 4.4306216E-09 6.4280732E-09 9.3260333E-09 1.3530478E-08 1.9630406E-08 2.8480359E-08 4.1320124E-08 5.9948427E-08 8.6974900E-08 1.2618568E-07 1.8307382E-07 2.6560878E-07 3.8535285E-07 5.5908100E-07 8.1113080E-07 1.1768119E-06 1.7073527E-06 2.4770764E-06 3.5938137E-06 5.2140081E-06 7.5646331E-06 1.0974988E-05 1.5922828E-05 2.3101296E-05 3.3516026E-05 4.8626014E-05 7.0548020E-05 1.0235310E-04 1.4849682E-04 2.1544346E-04 3.1257159E-04 4.5348785E-04 6.5793324E-04 9.5454848E-04 1.3848863E-03 2.0092330E-03 2.9150532E-03 4.2292429E-03 6.1359075E-03 8.9021511E-03 1.2915497E-02 1.8738175E-02 2.7185882E-02 3.9442062E-02 5.7223678E-02 8.3021760E-02 1.0000000E-01 1.1836734E-01 1.3673469E-01 1.5510204E-01 1.7346939E-01 1.9183673E-01 2.1020408E-01 2.2857143E-01 2.4693878E-01 2.6530612E-01 2.8367347E-01 3.0204082E-01 3.2040817E-01 3.3877552E-01 3.5714287E-01 3.7551022E-01 3.9387757E-01 4.1224489E-01 4.3061224E-01 4.4897959E-01 4.6734694E-01 4.8571429E-01 5.0408161E-01 5.2244896E-01 5.4081631E-01 5.5918366E-01 5.7755101E-01 5.9591836E-01 6.1428571E-01 6.3265306E-01 6.5102041E-01 6.6938776E-01 6.8775511E-01 7.0612246E-01 7.2448981E-01 7.4285716E-01 7.6122451E-01 7.7959186E-01 7.9795921E-01 8.1632656E-01 8.3469385E-01 8.5306120E-01 8.7142855E-01 8.8979590E-01 9.0816325E-01 9.2653060E-01 9.4489795E-01 9.6326530E-01 9.8163265E-01 1.0000000E+00 
1.0000000E+00 1.0796795E+00 1.1706605E+00 1.2750000E+00 
-5 -4 -3 -2 -1 1 2 3 4 5 21 
  1.0612039E-08  3.1009824E-08  3.6758698E+00  1.7491589E+00  4.6025835E+00  4.6025818E+00  1.7485157E+00  3.6760807E+00  3.1009787E-08  1.0612146E-08  2.1271625E+03
  6.9369385E-08  8.3602513E-09  8.1246297E+00  5.6258248E+00  8.4350776E+00  8.4350500E+00  5.6251387E+00  8.1070420E+00  8.3601638E-09  6.9369451E-08  2.9736760E+03
  1.0883219E-07  6.2040061E-08  1.1565598E+07  9.3757824E+00  1.2142918E+01  1.2142774E+01  9.3741633E+00  1.2969184E+07  6.2040096E-08  1.0883227E-07  8.1945137E+03
  1.6881697E-07 -1.9785342E+00  3.2570908E+05  1.3271525E+01  1.5994547E+01  1.5994218E+01  1.3268755E+01  2.8869216E+05 -1.9785341E+00  1.6881709E-07  8.2965625E+04
 -3.4633534E-08 -2.3060761E-08  3.3578697E+00  1.6998578E+00  4.1490622E+00  4.1490651E+00  1.6992716E+00  3.3580447E+00 -2.3060603E-08 -3.4633339E-08  1.4472891E+03
 -2.0202769E-08  3.5372085E-08  6.9964095E+00  4.9420504E+00  7.3609752E+00  7.3609560E+00  4.9414533E+00  6.9849058E+00  3.5372002E-08 -2.0202846E-08  1.9608384E+03
 -8.0889172E-08 -5.5550422E-08  3.1906842E+06  8.0515474E+00  1.0432467E+01  1.0432349E+01  8.0501803E+00  3.5524243E+06 -5.5550279E-08 -8.0889237E-08  4.6681081E+03
  7.3092432E-08 -1.6595705E+00  1.1013714E+05  1.1294193E+01  1.3635349E+01  1.3635080E+01  1.1291906E+01  9.8266314E+04 -1.6595704E+00  7.3092272E-08  3.7109723E+04
  2.3139231E-08  4.1910094E-09  3.0601686E+00  1.6485115E+00  3.7450394E+00  3.7450485E+00  1.6479771E+00  3.0603095E+00  4.1912894E-09  2.3139367E-08  9.9976279E+02
  3.0019472E-08  3.1087637E-08  6.0391730E+00  4.3600673E+00  6.4224190E+00  6.4224094E+00  4.3595482E+00  6.0316710E+00  3.1087676E-08  3.0019820E-08  1.3088867E+03
  3.1476521E-08  4.6695153E-08  8.8094900E+05  6.9350878E+00  8.9650242E+00  8.9649319E+00  6.9339359E+00  9.7376087E+05  4.6695098E-08  3.1476617E-08  2.7182448E+03
 -3.6041951E-08 -1.3865391E+00  3.7247910E+04  9.6331690E+00  1.1629130E+01  1.1628915E+01  9.6312821E+00  3.3453772E+04 -1.3865391E+00 -3.6041476E-08  1.6808955E+04
 -3.1131709E-09 -1.5142872E-08  2.7889802E+00  1.5973241E+00  3.3868940E+00  3.3869102E+00  1.5968478E+00  2.7890881E+00 -1.5142757E-08 -3.1135450E-09  6.9936097E+02
  4.9772580E-08 -9.7320587E-10  5.2339326E+00  3.8603258E+00  5.6203239E+00  5.6203245E+00  3.8598844E+00  5.2290543E+00 -9.7343643E-10  4.9772341E-08  8.8772474E+02
 -1.7088197E-08 -4.1542583E-08  2.4346973E+05  5.9866051E+00  7.7186556E+00  7.7185870E+00  5.9856441E+00  2.6715919E+05 -4.1542710E-08 -1.7088592E-08  1.6252508E+03
  6.5435136E-08 -1.1417446E+00  1.2601423E+04  8.2280308E+00  9.9307297E+00  9.9305605E+00  8.2264829E+00  1.1393296E+04 -1.1417447E+00  6.5435373E-08  7.7556963E+03
  4.0147412E-09 -1.8519693E-09  2.5431593E+00  1.5468050E+00  3.0699585E+00  3.0699846E+00  1.5463817E+00  2.5432354E+00 -1.8515458E-09  4.0146099E-09  4.9394376E+02
 -1.1366520E-08  2.3671774E-09  4.5504032E+00  3.4308145E+00  4.9284757E+00  4.9284888E+00  3.4304398E+00  4.5472379E+00  2.3668706E-09 -1.1366252E-08  6.0985142E+02
  9.1557332E-09 -2.2447339E-08  6.7369698E+04  5.1807942E+00  6.6543439E+00  6.6542988E+00  5.1799943E+00  7.3379730E+04 -2.2447671E-08  9.1558207E-09  9.9885833E+02
  3.2319035E-08 -9.3226110E-01  4.2666976E+03  7.0387768E+00  8.4869590E+00  8.4868323E+00  7.0375098E+00  3.8836451E+03 -9.3226110E-01  3.2319255E-08  3.6738510E+03
  8.3020820E-09 -3.6681443E-08  2.3279237E+00  1.4958482E+00  2.7885497E+00  2.7885840E+00  1.4954718E+00  2.3279687E+00 -3.6681559E-08  8.3020261E-09  3.5105393E+02
 -2.2309945E-08 -1.1792961E-08  3.9740310E+00  3.0601575E+00  4.3310482E+00  4.3310723E+00  3.0598396E+00  3.9719779E+00 -1.1793019E-08 -2.2309786E-08  4.2337375E+02
