PdfType: error
Format: lhagrid1
---
9.9999997E-10 1.4508288E-09 2.1049043E-09 3.0538556E-09 4.4306216E-09 6.4280732E-09 9.3260333E-09 1.3530478E-08 1.9630406E-08 2.8480359E-08 4.1320124E-08 5.9948427E-08 8.6974900E-08 1.2618568E-07 1.8307382E-07 2.6560878E-07 3.8535285E-07 5.5908100E-07 8.1113080E-07 1.1768119E-06 1.7073527E-06 2.4770764E-06 3.5938137E-06 5.2140081E-06 7.5646331E-06 1.0974988E-05 1.5922828E-05 2.3101296E-05 3.3516026E-05 4.8626014E-05 7.0548020E-05 1.0235310E-04 1.4849682E-04 2.1544346E-04 3.1257159E-04 4.5348785E-04 6.5793324E-04 9.5454848E-04 1.3848863E-03 2.0092330E-03 2.9150532E-03 4.2292429E-03 6.1359075E-03 8.9021511E-03 1.2915497E-02 1.8738175E-02 2.7185882E-02 3.9442062E-02 5.7223678E-02 8.3021760E-02 1.0000000E-01 1.1836734E-01 1.3673469E-01 1.5510204E-01 1.7346939E-01 1.9183673E-01 2.1020408E-01 2.2857143E-01 2.4693878E-01 2.6530612E-01 2.8367347E-01 3.0204082E-01 3.2040817E-01 3.3877552E-01 3.5714287E-01 3.7551022E-01 3.9387757E-01 4.1224489E-01 4.3061224E-01 4.4897959E-01 4.6734694E-01 4.8571429E-01 5.0408161E-01 5.2244896E-01 5.4081631E-01 5.5918366E-01 5.7755101E-01 5.9591836E-01 6.1428571E-01 6.3265306E-01 6.5102041E-01 6.6938776E-01 6.8775511E-01 7.0612246E-01 7.2448981E-01 7.4285716E-01 7.6122451E-01 7.7959186E-01 7.9795921E-01 8.1632656E-01 8.3469385E-01 8.5306120E-01 8.7142855E-01 8.8979590E-01 9.0816325E-01 9.2653060E-01 9.4489795E-01 9.6326530E-01 9.8163265E-01 1.0000000E+00 
1.0000000E+00 1.0796795E+00 1.1706605E+00 1.2750000E+00 
-5 -4 -3 -2 -1 1 2 3 4 5 21 
 -2.7454492E-09 -3.2896522E-09  3.3535217E+00  3.5121081E+00  3.3169962E+00  3.3166478E+00  3.5103408E+00  3.3546754E+00 -3.2899378E-09 -2.7450614E-09  2.9698433E+05
  1.1501473E-09  4.8462577E-09  2.5573505E+04  5.0637482E+00  4.8717684E+00  4.8707549E+00  5.0589692E+00  2.7172542E+04  4.8465256E-09  1.1499753E-09  5.0826162E+05
 -1.1982999E-08 -2.7327015E-09  6.0045008E+02  7.8726923E+00  7.6827758E+00  7.6805464E+00  7.8628020E+00  6.5495874E+02 -2.7328641E-09 -1.1982789E-08  4.1104287E+10
  5.6953027E-09  1.3310439E-08  3.4657947E+06  1.1642805E+01  1.1451988E+01  1.1448194E+01  1.1626830E+01  3.9351790E+06  1.3310394E-08  5.6948916E-09  2.7524134E+04
  4.1423821E-12  2.4098081E-09  3.0458281E+00  3.2847319E+00  3.1039777E+00  3.1036826E+00  3.2831793E+00  3.0467767E+00  2.4098396E-09  4.5576278E-12  1.1350775E+05
  2.9098643E-09 -3.1403722E-09  9.8408851E+03  4.6350027E+00  4.4649693E+00  4.4641261E+00  4.6309756E+00  1.0430751E+04 -3.1401849E-09  2.9103876E-09  1.8796289E+05
 -5.3575704E-10 -1.0610444E-08  2.7722332E+02  6.9860706E+00  6.8178686E+00  6.8160594E+00  6.9780003E+00  3.0026868E+02 -1.0610554E-08 -5.3580358E-10  7.4943313E+09
  4.2038395E-10  1.6440301E-08  1.0041996E+06  1.0089321E+01  9.9205318E+00  9.9175037E+00  1.0076533E+01  1.1323496E+06  1.6440255E-08  4.2038318E-10  1.2541897E+04
 -1.9392732E-09  2.5752421E-10  2.7717250E+00  3.0677260E+00  2.9116962E+00  2.9114541E+00  3.0663679E+00  2.7724974E+00  2.5744780E-10 -1.9390506E-09  4.3626227E+04
