PdfType: central
Format: lhagrid1
---
9.9999997E-10 1.4508288E-09 2.1049043E-09 3.0538556E-09 4.4306216E-09 6.4280732E-09 9.3260333E-09 1.3530478E-08 1.9630406E-08 2.8480359E-08 4.1320124E-08 5.9948427E-08 8.6974900E-08 1.2618568E-07 1.8307382E-07 2.6560878E-07 3.8535285E-07 5.5908100E-07 8.1113080E-07 1.1768119E-06 1.7073527E-06 2.4770764E-06 3.5938137E-06 5.2140081E-06 7.5646331E-06 1.0974988E-05 1.5922828E-05 2.3101296E-05 3.3516026E-05 4.8626014E-05 7.0548020E-05 1.0235310E-04 1.4849682E-04 2.1544346E-04 3.1257159E-04 4.5348785E-04 6.5793324E-04 9.5454848E-04 1.3848863E-03 2.0092330E-03 2.9150532E-03 4.2292429E-03 6.1359075E-03 8.9021511E-03 1.2915497E-02 1.8738175E-02 2.7185882E-02 3.9442062E-02 5.7223678E-02 8.3021760E-02 1.0000000E-01 1.1836734E-01 1.3673469E-01 1.5510204E-01 1.7346939E-01 1.9183673E-01 2.1020408E-01 2.2857143E-01 2.4693878E-01 2.6530612E-01 2.8367347E-01 3.0204082E-01 3.2040817E-01 3.3877552E-01 3.5714287E-01 3.7551022E-01 3.9387757E-01 4.1224489E-01 4.3061224E-01 4.4897959E-01 4.6734694E-01 4.8571429E-01 5.0408161E-01 5.2244896E-01 5.4081631E-01 5.5918366E-01 5.7755101E-01 5.9591836E-01 6.1428571E-01 6.3265306E-01 6.5102041E-01 6.6938776E-01 6.8775511E-01 7.0612246E-01 7.2448981E-01 7.4285716E-01 7.6122451E-01 7.7959186E-01 7.9795921E-01 8.1632656E-01 8.3469385E-01 8.5306120E-01 8.7142855E-01 8.8979590E-01 9.0816325E-01 9.2653060E-01 9.4489795E-01 9.6326530E-01 9.8163265E-01 1.0000000E+00
1.0000000E+00 1.0796795E+00 1.1706605E+00 1.2750000E+00
-5 -4 -3 -2 -1 1 2 3 4 5 21
  9.9871956E-08  1.0542887E-07  9.7763808E+00  9.2699299E+00  1.5989973E+01  1.5990487E+01  9.2705344E+00  9.7762964E+00  1.0542941E-07  9.9865059E-08  2.3116973E+01
  1.1509871E-07  4.8663392E-08  9.7430162E+00  9.2476715E+00  1.5876000E+01  1.5876520E+01  9.2482832E+00  9.7429315E+00  1.3386230E-07  8.4263236E-08  3.4496155E+01
  1.8598550E-07  7.1946941E-08  9.7480325E+00  9.2597510E+00  1.5796949E+01  1.5797469E+01  9.2603699E+00  9.7479470E+00  8.3314562E-08  1.5610770E-07  4.9031186E+01
  5.7719299E-08  1.8549966E-07  9.8035775E+00  9.3176997E+00  1.5778996E+01  1.5779520E+01  9.3183250E+00  9.8034927E+00  1.0253999E-07  5.3750656E-08  6.7389634E+01
  5.7984068E-08  1.2625830E-07  9.1376856E+00  8.6338780E+00  1.4116975E+01  1.4117548E+01  8.6345520E+00  9.1375950E+00  1.2626074E-07  5.7984463E-08  2.1617967E+01
  7.6951732E-08  1.3480798E-07  9.1114018E+00  8.6190492E+00  1.4057394E+01  1.4057971E+01  8.6197289E+00  9.1113109E+00  1.0779920E-07  4.8980284E-08  3.2076992E+01
  4.9613067E-08  6.4241074E-08  9.1151140E+00  8.6295146E+00  1.3986731E+01  1.3987314E+01  8.6302024E+00  9.1150222E+00  6.8846500E-08  1.7104960E-07  4.5398337E+01
  7.2502252E-08  1.1732495E-07  9.1617171E+00  8.6807979E+00  1.3969396E+01  1.3969978E+01  8.6814929E+00  9.1616265E+00  2.1178045E-07  7.2262834E-08  6.2202341E+01
  1.3538895E-07  5.3223274E-08  8.5413182E+00  8.0438263E+00  1.2481384E+01  1.2482020E+01  8.0445779E+00  8.5412200E+00  5.3218839E-08  1.3539202E-07  2.0221779E+01
  3.8488866E-08  9.6664002E-08  8.5120682E+00  8.0247046E+00  1.2395193E+01  1.2395837E+01  8.0254653E+00  8.5119696E+00  7.9498863E-08  1.5229601E-07  2.9806304E+01
  2.0442821E-07  4.6759043E-08  8.5156103E+00  8.0348204E+00  1.2342155E+01  1.2342819E+01  8.0355900E+00  8.5155104E+00  1.4132275E-07  1.3448709E-07  4.2020503E+01
  7.0599903E-08  4.2625455E-08  8.5565251E+00  8.0818223E+00  1.2336460E+01  1.2337124E+01  8.0826011E+00  8.5564243E+00  5.4100284E-08  1.2976245E-07  5.7381379E+01
  7.6025390E-08  1.3492339E-07  7.9841491E+00  7.4959258E+00  1.1066919E+01  1.1067639E+01  7.4967637E+00  7.9840421E+00  1.3492286E-07  7.6027873E-08  1.8921078E+01
  8.7125259E-08  1.3544976E-07  7.9570184E+00  7.4783885E+00  1.0996736E+01  1.0997464E+01  7.4792363E+00  7.9569105E+00  6.9326337E-08  7.3778817E-08  2.7703213E+01
  6.1216106E-08  5.1685362E-08  7.9600919E+00  7.4878182E+00  1.0954588E+01  1.0955324E+01  7.4886755E+00  7.9599830E+00  9.4428763E-08  2.9590905E-08  3.8896374E+01
  6.8685555E-08  1.5269037E-07  7.9975652E+00  7.5311207E+00  1.0953810E+01  1.0954546E+01  7.5319882E+00  7.9974549E+00  1.3139564E-07  9.9526025E-08  5.2908412E+01
  7.4741517E-08  5.8300901E-08  7.4632559E+00  6.9867000E+00  9.8433020E+00  9.8441054E+00  6.9876380E+00  7.4631377E+00  5.8299654E-08  7.4741699E-08  1.7709083E+01
  8.1716106E-08  5.4072547E-08  7.4379461E+00  6.9706103E+00  9.7835906E+00  9.7843986E+00  6.9715550E+00  7.4378272E+00  7.7596516E-08  4.8656394E-08  2.5743825E+01
  7.5047383E-08  7.7905408E-08  7.4404710E+00  6.9792627E+00  9.7501626E+00  9.7509799E+00  6.9802187E+00  7.4403510E+00  5.2796982E-08  8.8392824E-08  3.5986303E+01
  7.9499865E-08  1.1367420E-07  7.4746400E+00  7.0189992E+00  9.7529007E+00  9.7537168E+00  7.0199666E+00  7.4745185E+00  4.6912989E-08  8.3468507E-08  4.8755858E+01
  8.9927635E-08  4.1457872E-08  6.9759033E+00  6.5135165E+00  8.7862594E+00  8.7871721E+00  6.5145756E+00  6.9757723E+00  4.1455352E-08  8.9929498E-08  1.6579504E+01
  1.2877604E-07  6.1062160E-08  6.9523645E+00  6.4984093E+00  8.7363743E+00  8.7372914E+00  6.4994624E+00  6.9522330E+00  5.0894634E-08  1.7041582E-07  2.3917761E+01
  7.2818143E-08  1.8185691E-07  6.9543605E+00  6.5063212E+00  8.7103542E+00  8.7112617E+00  6.5073870E+00  6.9542271E+00  4.7075936E-08  6.7728880E-08  3.3276575E+01
  8.6170585E-08  7.4093710E-08  6.9854335E+00  6.5427207E+00  8.7158522E+00  8.7167581E+00  6.5437993E+00  6.9852985E+00  7.6639841E-08  1.0080259E-07  4.4918229E+01
  1.1758975E-07  4.5986222E-08  6.5195385E+00  6.0736020E+00  7.8763641E+00  7.8773770E+00  6.0747836E+00  6.5193924E+00  4.5988442E-08  1.1758561E-07  1.5526512E+01
