PdfType: replica
Format: lhagrid1
---
9.9999997E-10 1.4508288E-09 2.1049043E-09 3.0538556E-09 4.4306216E-09 6.4280732E-09 9.3260333E-09 1.3530478E-08 1.9630406E-08 2.8480359E-08 4.1320124E-08 5.9948427E-08 8.6974900E-08 1.2618568E-07 1.8307382E-07 2.6560878E-07 3.8535285E-07 5.5908100E-07 8.1113080E-07 1.1768119E-06 1.7073527E-06 2.4770764E-06 3.5938137E-06 5.2140081E-06 7.5646331E-06 1.0974988E-05 1.5922828E-05 2.3101296E-05 3.3516026E-05 4.8626014E-05 7.0548020E-05 1.0235310E-04 1.4849682E-04 2.1544346E-04 3.1257159E-04 4.5348785E-04 6.5793324E-04 9.5454848E-04 1.3848863E-03 2.0092330E-03 2.9150532E-03 4.2292429E-03 6.1359075E-03 8.9021511E-03 1.2915497E-02 1.8738175E-02 2.7185882E-02 3.9442062E-02 5.7223678E-02 8.3021760E-02 1.0000000E-01 1.1836734E-01 1.3673469E-01 1.5510204E-01 1.7346939E-01 1.9183673E-01 2.1020408E-01 2.2857143E-01 2.4693878E-01 2.6530612E-01 2.8367347E-01 3.0204082E-01 3.2040817E-01 3.3877552E-01 3.5714287E-01 3.7551022E-01 3.9387757E-01 4.1224489E-01 4.3061224E-01 4.4897959E-01 4.6734694E-01 4.8571429E-01 5.0408161E-01 5.2244896E-01 5.4081631E-01 5.5918366E-01 5.7755101E-01 5.9591836E-01 6.1428571E-01 6.3265306E-01 6.5102041E-01 6.6938776E-01 6.8775511E-01 7.0612246E-01 7.2448981E-01 7.4285716E-01 7.6122451E-01 7.7959186E-01 7.9795921E-01 8.1632656E-01 8.3469385E-01 8.5306120E-01 8.7142855E-01 8.8979590E-01 9.0816325E-01 9.2653060E-01 9.4489795E-01 9.6326530E-01 9.8163265E-01 1.0000000E+00
1.0000000E+00 1.0796795E+00 1.1706605E+00 1.2750000E+00
-5 -4 -3 -2 -1 1 2 3 4 5 21
  1.9073778E-07  6.3575378E-08  8.1340418E+00 -7.1663494E+00  2.3549431E+01  2.3548994E+01 -7.1667767E+00  8.1355715E+00  6.3581197E-08  1.9073195E-07 -1.7501106E+00
  5.0862633E-07  0.0000000E+00  8.0834475E+00 -7.0974507E+00  2.3379677E+01  2.3379236E+01 -7.0978789E+00  8.0849895E+00 -2.5431316E-07  0.0000000E+00  4.9458084E+00
  0.0000000E+00 -2.5431316E-07  8.0581522E+00 -7.0034809E+00  2.3235445E+01  2.3235004E+01 -7.0039091E+00  8.0597076E+00  0.0000000E+00  0.0000000E+00  1.3925852E+01
  2.5431316E-07  0.0000000E+00  8.0669699E+00 -6.8762789E+00  2.3126209E+01  2.3125769E+01 -6.8767080E+00  8.0685377E+00  0.0000000E+00 -2.5431316E-07  2.5884995E+01
  1.9073487E-07  6.3574404E-08  7.4178152E+00 -6.3304195E+00  2.1284748E+01  2.1284292E+01 -6.3308659E+00  7.4194803E+00  6.3582171E-08  1.9073487E-07 -1.6457441E+00
  2.5431316E-07  0.0000000E+00  7.3827748E+00 -6.2754617E+00  2.1160048E+01  2.1159588E+01 -6.2759113E+00  7.3844543E+00  0.0000000E+00  2.5431316E-07  4.5516248E+00
  5.0862633E-07  0.0000000E+00  7.3589244E+00 -6.1880279E+00  2.1025251E+01  2.1024794E+01 -6.1884785E+00  7.3606181E+00  0.0000000E+00 -5.0862633E-07  1.2880672E+01
  2.5431316E-07 -2.5431316E-07  7.3668880E+00 -6.0698166E+00  2.0923309E+01  2.0922852E+01 -6.0702677E+00  7.3685956E+00  2.5431316E-07 -2.5431316E-07  2.3980530E+01
  1.9073195E-07 -6.3577318E-08  6.7704773E+00 -5.5684609E+00  1.9231939E+01  1.9231468E+01 -5.5689249E+00  6.7722902E+00 -6.3579257E-08  1.9073778E-07 -1.5474750E+00
