0.1 898.2919 923.4104 1046.543 0.817541
0.12 0.6025416 0.5662444 0.5654884 0.5657873
0.14 0.6025465 1.536649 1.222325 -4.499425
0.16 0.602544 1.256231 1.180451 -1.035461
0.18 0.6025433 1.14706 1.142311 -0.1809634
0.2 0.602543 1.083047 1.11267 0.1959874
0.22 0.6025429 1.039531 1.088961 0.4013104
0.25 0.6025429 0.9943206 1.060926 0.5721846
0.28 0.6025431 0.9626244 1.039015 0.666907
0.3 0.6025431 0.9461111 1.02681 0.7082953
0.32 0.6025432 0.9388074 1.026108 0.7325424
0.34 0.6025433 0.927672 1.018064 0.7568643
0.36 0.6025434 0.9179043 1.010734 0.7761461
0.38 0.6025434 0.9092486 1.004019 0.7916498
0.4 0.6025435 0.9015112 0.9978398 0.8042624
0.5 0.6025436 0.8723102 0.9729833 0.8264563
0.6 0.6025437 0.8526856 0.954869 0.8386056
0.7 0.6025437 0.838349 0.9408954 0.8462739
0.8 0.6025437 0.8272853 0.9296733 0.8511776
0.9 0.6025437 0.8184101 0.9203888 0.8543055
1 0.6025437 0.8119814 0.9143069 0.8570579
1.2 0.6025437 0.8015041 0.9037337 0.8600524
1.4 0.6025437 0.7934645 0.8952957 0.8612277
1.6 0.6025437 0.7870289 0.8883358 0.8613979
1.8 0.6025436 0.7817163 0.8824521 0.8609867
2 0.6025436 0.7772269 0.8773814 0.8602348
2.4 0.6025435 0.7699865 0.8690128 0.8582173
3 0.6025432 0.7619297 0.8594206 0.8547815
4 0.6025432 0.7526552 0.8480098 0.8492475
5 0.6025434 0.7461949 0.8398252 0.844402
6 0.6025431 0.7413269 0.8335294 0.8402245
7 0.6025429 0.7374686 0.8284597 0.8365994
8 0.6025428 0.7343007 0.8242444 0.83342
9 0.6025427 0.7316308 0.8206549 0.8306016
10 0.6025426 0.7293351 0.817541 0.8280784
