PdfType: error
Format: lhagrid1
---
6.144210e-06 7.504560e-06 9.166090e-06 1.119550e-05 1.367420e-05 1.670170e-05 2.039950e-05 2.491600e-05 3.043250e-05 3.717030e-05 4.539990e-05 5.545160e-05 6.772870e-05 8.272410e-05 1.010390e-04 1.234100e-04 1.507330e-04 1.841060e-04 2.248670e-04 2.746540e-04 3.354630e-04 4.097350e-04 5.004510e-04 6.112530e-04 7.465860e-04 9.118820e-04 1.113780e-03 1.360370e-03 1.661560e-03 2.029430e-03 2.478750e-03 3.027550e-03 3.697860e-03 4.516580e-03 5.516560e-03 6.737950e-03 8.229750e-03 1.005180e-02 1.116455e-02 1.227730e-02 1.363645e-02 1.499560e-02 1.665560e-02 1.831560e-02 2.034320e-02 2.237080e-02 2.484725e-02 2.732370e-02 3.034850e-02 3.337330e-02 3.706775e-02 4.076220e-02 4.527465e-02 4.978710e-02 5.529860e-02 6.081010e-02 6.754185e-02 7.427360e-02 8.249580e-02 9.071800e-02 1.007605e-01 1.108030e-01 1.230690e-01 1.353350e-01 1.400000e-01 1.446650e-01 1.496515e-01 1.546380e-01 1.599685e-01 1.652990e-01 1.709965e-01 1.766940e-01 1.827850e-01 1.888760e-01 1.953865e-01 2.018970e-01 2.088560e-01 2.158150e-01 2.232540e-01 2.306930e-01 2.386450e-01 2.465970e-01 2.550970e-01 2.635970e-01 2.726830e-01 2.817690e-01 2.914815e-01 3.011940e-01 3.115760e-01 3.219580e-01 3.330560e-01 3.441540e-01 3.560165e-01 3.678790e-01 3.805600e-01 3.932410e-01 4.067955e-01 4.203500e-01 4.348395e-01 4.493290e-01 4.648170e-01 4.803050e-01 4.968610e-01 5.134170e-01 5.311145e-01 5.488120e-01 5.549780e-01 5.611440e-01 5.674485e-01 5.737530e-01 5.801995e-01 5.866460e-01 5.932375e-01 5.998290e-01 6.065680e-01 6.133070e-01 6.201980e-01 6.270890e-01 6.341345e-01 6.411800e-01 6.483840e-01 6.555880e-01 6.629540e-01 6.703200e-01 6.778515e-01 6.853830e-01 6.930835e-01 7.007840e-01 7.086575e-01 7.165310e-01 7.245815e-01 7.326320e-01 7.408635e-01 7.490950e-01 7.575115e-01 7.659280e-01 7.745335e-01 7.831390e-01 7.919380e-01 8.007370e-01 8.097340e-01 8.187310e-01 8.217745e-01 8.248180e-01 8.278840e-01 8.309500e-01 8.340390e-01 8.371280e-01 8.402400e-01 8.433520e-01 8.464875e-01 8.496230e-01 8.527815e-01 8.559400e-01 8.591215e-01 8.623030e-01 8.655090e-01 8.687150e-01 8.719440e-01 8.751730e-01 8.784265e-01 8.816800e-01 8.849575e-01 8.882350e-01 8.915370e-01 8.948390e-01 8.981655e-01 9.014920e-01 9.048435e-01 9.081950e-01 9.115710e-01 9.149470e-01 9.183485e-01 9.217500e-01 9.251765e-01 9.286030e-01 9.320550e-01 9.355070e-01 9.389845e-01 9.424620e-01 9.459660e-01 9.494700e-01 9.529995e-01 9.565290e-01 9.600845e-01 9.636400e-01 9.672225e-01 9.708050e-01 9.744140e-01 9.780230e-01 9.816585e-01 9.852940e-01 9.889570e-01 9.926200e-01 9.963100e-01 1.000000e+00
1.400000e+00 1.464610e+00 1.659240e+00 1.890670e+00 2.167490e+00 2.500670e+00 2.904300e+00 3.396640e+00 4.001450e+00 4.750000e+00 5.767150e+00 7.070720e+00 8.758190e+00 1.096570e+01 1.388560e+01 1.779290e+01 2.308550e+01 3.034710e+01 4.044480e+01 5.468640e+01 7.507240e+01 1.047120e+02 1.485170e+02 2.143800e+02 3.152120e+02 4.725370e+02 7.229460e+02 1.129950e+03 1.806160e+03 2.955930e+03 4.958860e+03 8.538140e+03 1.510790e+04 2.751070e+04 5.162750e+04 1.000000e+05
-5 -4 -3 -2 -1 1 2 3 4 5 21
  0.00000000e+00  2.60471855e-02  8.52725311e-01  9.28536827e-01  8.90588468e-01  8.90195924e-01  8.87615410e-01  5.62773701e-01  2.60471856e-02  0.00000000e+00  6.23534769e+00
  0.00000000e+00  5.61257068e-02  8.79422076e-01  9.55944481e-01  9.18158891e-01  9.17788849e-01  9.15447905e-01  5.91984251e-01  5.61257068e-02  0.00000000e+00  6.88866100e+00
  0.00000000e+00  1.50842664e-01  9.60188268e-01  1.04028072e+00  1.00324428e+00  1.00306993e+00  1.00127283e+00  6.82730959e-01  1.50842664e-01  0.00000000e+00  8.97867913e+00
  0.00000000e+00  2.63188197e-01  1.06077550e+00  1.14411263e+00  1.10791801e+00  1.10790678e+00  1.10674112e+00  7.92897096e-01  2.63188197e-01  0.00000000e+00  1.16533497e+01
  0.00000000e+00  3.96265731e-01  1.18261097e+00  1.26896783e+00  1.23350833e+00  1.23373362e+00  1.23302787e+00  9.23590429e-01  3.96265731e-01  0.00000000e+00  1.49845197e+01
  0.00000000e+00  5.51412177e-01  1.32691267e+00  1.41622633e+00  1.38152092e+00  1.38171040e+00  1.38164714e+00  1.07649191e+00  5.51412177e-01  0.00000000e+00  1.90392083e+01
  0.00000000e+00  7.30125637e-01  1.49534050e+00  1.58736045e+00  1.55325280e+00  1.55371964e+00  1.55410614e+00  1.25293044e+00  7.30125637e-01  0.00000000e+00  2.38822152e+01
  0.00000000e+00  9.34424272e-01  1.68982699e+00  1.78422398e+00  1.75085597e+00  1.75144552e+00  1.75230340e+00  1.45480284e+00  9.34424272e-01  0.00000000e+00  2.95944449e+01
  0.00000000e+00  1.16734436e+00  1.91298663e+00  2.00996099e+00  1.97716463e+00  1.97781492e+00  1.97927029e+00  1.68553132e+00  1.16734436e+00  0.00000000e+00  3.63010286e+01
  6.97817914e-02  1.41864552e+00  2.15519575e+00  2.25442538e+00  2.22199868e+00  2.22296668e+00  2.22481591e+00  1.93450991e+00  1.41864552e+00  6.97817914e-02  4.37450404e+01
  3.91682458e-01  1.72486243e+00  2.45209372e+00  2.55357885e+00  2.52174860e+00  2.52275796e+00  2.52513561e+00  2.23841098e+00  1.72486243e+00  3.91682459e-01  5.26257117e+01
  7.48497540e-01  2.06929206e+00  2.78717827e+00  2.89092624e+00  2.85960369e+00  2.86093992e+00  2.86361320e+00  2.58036717e+00  2.06929206e+00  7.48497540e-01  6.26752520e+01
  1.14627662e+00  2.45487840e+00  3.16390171e+00  3.26990277e+00  3.23902578e+00  3.24035959e+00  3.24373185e+00  2.96376809e+00  2.45487834e+00  1.14627662e+00  7.40699840e+01
  1.58811127e+00  2.88491857e+00  3.58525135e+00  3.69308940e+00  3.66269758e+00  3.66443598e+00  3.66796906e+00  3.39139477e+00  2.88491858e+00  1.58811127e+00  8.68726283e+01
  2.07647553e+00  3.36161972e+00  4.05358152e+00  4.16328408e+00  4.13333112e+00  4.13511008e+00  4.13932627e+00  3.86583672e+00  3.36161971e+00  2.07647553e+00  1.01171083e+02
  2.61506504e+00  3.88871055e+00  4.57246990e+00  4.68409297e+00  4.65456297e+00  4.65627173e+00  4.66116058e+00  4.39059935e+00  3.88871055e+00  2.61506504e+00  1.17027752e+02
  3.20630648e+00  4.46879352e+00  5.14461431e+00  5.25780650e+00  5.22859668e+00  5.23058988e+00  5.23600662e+00  4.96842445e+00  4.46879352e+00  3.20630648e+00  1.34536661e+02
  3.85347501e+00  5.10528468e+00  5.77319727e+00  5.88786799e+00  5.85926948e+00  5.86134433e+00  5.86722635e+00  5.60238925e+00  5.10528468e+00  3.85347501e+00  1.53744225e+02
  4.56038441e+00  5.80132617e+00  6.46161638e+00  6.57789311e+00  6.54969400e+00  6.55193930e+00  6.55802619e+00  6.29612850e+00  5.80132617e+00  4.56038441e+00  1.74752675e+02
