PdfType: error
Format: lhagrid1
---
6.144210e-06 7.504560e-06 9.166090e-06 1.119550e-05 1.367420e-05 1.670170e-05 2.039950e-05 2.491600e-05 3.043250e-05 3.717030e-05 4.539990e-05 5.545160e-05 6.772870e-05 8.272410e-05 1.010390e-04 1.234100e-04 1.507330e-04 1.841060e-04 2.248670e-04 2.746540e-04 3.354630e-04 4.097350e-04 5.004510e-04 6.112530e-04 7.465860e-04 9.118820e-04 1.113780e-03 1.360370e-03 1.661560e-03 2.029430e-03 2.478750e-03 3.027550e-03 3.697860e-03 4.516580e-03 5.516560e-03 6.737950e-03 8.229750e-03 1.005180e-02 1.116455e-02 1.227730e-02 1.363645e-02 1.499560e-02 1.665560e-02 1.831560e-02 2.034320e-02 2.237080e-02 2.484725e-02 2.732370e-02 3.034850e-02 3.337330e-02 3.706775e-02 4.076220e-02 4.527465e-02 4.978710e-02 5.529860e-02 6.081010e-02 6.754185e-02 7.427360e-02 8.249580e-02 9.071800e-02 1.007605e-01 1.108030e-01 1.230690e-01 1.353350e-01 1.400000e-01 1.446650e-01 1.496515e-01 1.546380e-01 1.599685e-01 1.652990e-01 1.709965e-01 1.766940e-01 1.827850e-01 1.888760e-01 1.953865e-01 2.018970e-01 2.088560e-01 2.158150e-01 2.232540e-01 2.306930e-01 2.386450e-01 2.465970e-01 2.550970e-01 2.635970e-01 2.726830e-01 2.817690e-01 2.914815e-01 3.011940e-01 3.115760e-01 3.219580e-01 3.330560e-01 3.441540e-01 3.560165e-01 3.678790e-01 3.805600e-01 3.932410e-01 4.067955e-01 4.203500e-01 4.348395e-01 4.493290e-01 4.648170e-01 4.803050e-01 4.968610e-01 5.134170e-01 5.311145e-01 5.488120e-01 5.549780e-01 5.611440e-01 5.674485e-01 5.737530e-01 5.801995e-01 5.866460e-01 5.932375e-01 5.998290e-01 6.065680e-01 6.133070e-01 6.201980e-01 6.270890e-01 6.341345e-01 6.411800e-01 6.483840e-01 6.555880e-01 6.629540e-01 6.703200e-01 6.778515e-01 6.853830e-01 6.930835e-01 7.007840e-01 7.086575e-01 7.165310e-01 7.245815e-01 7.326320e-01 7.408635e-01 7.490950e-01 7.575115e-01 7.659280e-01 7.745335e-01 7.831390e-01 7.919380e-01 8.007370e-01 8.097340e-01 8.187310e-01 8.217745e-01 8.248180e-01 8.278840e-01 8.309500e-01 8.340390e-01 8.371280e-01 8.402400e-01 8.433520e-01 8.464875e-01 8.496230e-01 8.527815e-01 8.559400e-01 8.591215e-01 8.623030e-01 8.655090e-01 8.687150e-01 8.719440e-01 8.751730e-01 8.784265e-01 8.816800e-01 8.849575e-01 8.882350e-01 8.915370e-01 8.948390e-01 8.981655e-01 9.014920e-01 9.048435e-01 9.081950e-01 9.115710e-01 9.149470e-01 9.183485e-01 9.217500e-01 9.251765e-01 9.286030e-01 9.320550e-01 9.355070e-01 9.389845e-01 9.424620e-01 9.459660e-01 9.494700e-01 9.529995e-01 9.565290e-01 9.600845e-01 9.636400e-01 9.672225e-01 9.708050e-01 9.744140e-01 9.780230e-01 9.816585e-01 9.852940e-01 9.889570e-01 9.926200e-01 9.963100e-01 1.000000e+00
1.400000e+00 1.464610e+00 1.659240e+00 1.890670e+00 2.167490e+00 2.500670e+00 2.904300e+00 3.396640e+00 4.001450e+00 4.750000e+00 5.767150e+00 7.070720e+00 8.758190e+00 1.096570e+01 1.388560e+01 1.779290e+01 2.308550e+01 3.034710e+01 4.044480e+01 5.468640e+01 7.507240e+01 1.047120e+02 1.485170e+02 2.143800e+02 3.152120e+02 4.725370e+02 7.229460e+02 1.129950e+03 1.806160e+03 2.955930e+03 4.958860e+03 8.538140e+03 1.510790e+04 2.751070e+04 5.162750e+04 1.000000e+05
-5 -4 -3 -2 -1 1 2 3 4 5 21
  0.00000000e+00  4.20225755e-02  8.10497726e-01  9.11598587e-01  8.63543158e-01  8.86962038e-01  9.26633619e-01  7.17969364e-01  4.20225756e-02  0.00000000e+00  7.41317199e+00
  0.00000000e+00  7.32369438e-02  8.38758076e-01  9.40398991e-01  8.92474395e-01  9.15726969e-01  9.55363985e-01  7.47051664e-01  7.32369438e-02  0.00000000e+00  8.07784511e+00
  0.00000000e+00  1.72441697e-01  9.25715218e-01  1.03022470e+00  9.82947741e-01  1.00566856e+00  1.04476906e+00  8.37259199e-01  1.72441697e-01  0.00000000e+00  1.02101858e+01
  0.00000000e+00  2.89034202e-01  1.03248902e+00  1.13923351e+00  1.09286199e+00  1.11471291e+00  1.15368069e+00  9.46900235e-01  2.89034202e-01  0.00000000e+00  1.29190419e+01
  0.00000000e+00  4.26120425e-01  1.15983116e+00  1.26896341e+00  1.22322551e+00  1.24464146e+00  1.28320517e+00  1.07707512e+00  4.26120425e-01  0.00000000e+00  1.62800185e+01
  0.00000000e+00  5.85069628e-01  1.30952539e+00  1.42097947e+00  1.37586082e+00  1.39665003e+00  1.43502953e+00  1.22952630e+00  5.85069628e-01  0.00000000e+00  2.03605443e+01
  0.00000000e+00  7.67364484e-01  1.48302425e+00  1.59631765e+00  1.55186659e+00  1.57240726e+00  1.61018326e+00  1.40555400e+00  7.67364484e-01  0.00000000e+00  2.52266250e+01
  0.00000000e+00  9.75079540e-01  1.68221866e+00  1.79745176e+00  1.75365126e+00  1.77355628e+00  1.81122581e+00  1.60704353e+00  9.75079540e-01  0.00000000e+00  3.09585436e+01
  0.00000000e+00  1.21124416e+00  1.91002888e+00  2.02704995e+00  1.98376609e+00  2.00332849e+00  2.04077952e+00  1.83729133e+00  1.21124416e+00  0.00000000e+00  3.76813843e+01
  6.37415748e-02  1.46552394e+00  2.15654484e+00  2.27534127e+00  2.23249144e+00  2.25173029e+00  2.28875629e+00  2.08583508e+00  1.46552394e+00  6.37415748e-02  4.51374777e+01
  3.89949333e-01  1.77490687e+00  2.45782338e+00  2.57822468e+00  2.53588844e+00  2.55464664e+00  2.59157505e+00  2.38932911e+00  1.77490687e+00  3.89949334e-01  5.40217713e+01
  7.50974360e-01  2.12232596e+00  2.79704734e+00  2.91920444e+00  2.87740693e+00  2.89581118e+00  2.93245510e+00  2.73100623e+00  2.12232596e+00  7.50974360e-01  6.40726062e+01
  1.15281855e+00  2.51079608e+00  3.17790550e+00  3.30172944e+00  3.26037445e+00  3.27831246e+00  3.31484324e+00  3.11385194e+00  2.51079602e+00  1.15281855e+00  7.54696169e+01
  1.59830960e+00  2.94342012e+00  3.60299051e+00  3.72823739e+00  3.68739861e+00  3.70505113e+00  3.74122774e+00  3.54097779e+00  2.94342013e+00  1.59830960e+00  8.82583301e+01
  2.09034262e+00  3.42261127e+00  4.07501097e+00  4.20152772e+00  4.16104493e+00  4.17837348e+00  4.21448564e+00  4.01479635e+00  3.42261126e+00  2.09034262e+00  1.02568961e+02
  2.63233564e+00  3.95206463e+00  4.59732986e+00  4.72516690e+00  4.68518387e+00  4.70212960e+00  4.73822562e+00  4.53895561e+00  3.95206463e+00  2.63233564e+00  1.18420968e+02
  3.22674796e+00  4.53437622e+00  5.17274578e+00  5.30172938e+00  5.26206969e+00  5.27883461e+00  5.31461640e+00  5.11593556e+00  4.53437622e+00  3.22674796e+00  1.35905218e+02
  3.87714687e+00  5.17293513e+00  5.80434115e+00  5.93447290e+00  5.89542769e+00  5.91176313e+00  5.94750519e+00  5.74934808e+00  5.17293513e+00  3.87714687e+00  1.55114783e+02
  4.58690684e+00  5.87088261e+00  6.49558586e+00  6.62688015e+00  6.58827160e+00  6.60421693e+00  6.63990470e+00  6.44230494e+00  5.87088261e+00  4.58690684e+00  1.76108650e+02
