PdfType: error
Format: lhagrid1
---
6.144210e-06 7.504560e-06 9.166090e-06 1.119550e-05 1.367420e-05 1.670170e-05 2.039950e-05 2.491600e-05 3.043250e-05 3.717030e-05 4.539990e-05 5.545160e-05 6.772870e-05 8.272410e-05 1.010390e-04 1.234100e-04 1.507330e-04 1.841060e-04 2.248670e-04 2.746540e-04 3.354630e-04 4.097350e-04 5.004510e-04 6.112530e-04 7.465860e-04 9.118820e-04 1.113780e-03 1.360370e-03 1.661560e-03 2.029430e-03 2.478750e-03 3.027550e-03 3.697860e-03 4.516580e-03 5.516560e-03 6.737950e-03 8.229750e-03 1.005180e-02 1.116455e-02 1.227730e-02 1.363645e-02 1.499560e-02 1.665560e-02 1.831560e-02 2.034320e-02 2.237080e-02 2.484725e-02 2.732370e-02 3.034850e-02 3.337330e-02 3.706775e-02 4.076220e-02 4.527465e-02 4.978710e-02 5.529860e-02 6.081010e-02 6.754185e-02 7.427360e-02 8.249580e-02 9.071800e-02 1.007605e-01 1.108030e-01 1.230690e-01 1.353350e-01 1.400000e-01 1.446650e-01 1.496515e-01 1.546380e-01 1.599685e-01 1.652990e-01 1.709965e-01 1.766940e-01 1.827850e-01 1.888760e-01 1.953865e-01 2.018970e-01 2.088560e-01 2.158150e-01 2.232540e-01 2.306930e-01 2.386450e-01 2.465970e-01 2.550970e-01 2.635970e-01 2.726830e-01 2.817690e-01 2.914815e-01 3.011940e-01 3.115760e-01 3.219580e-01 3.330560e-01 3.441540e-01 3.560165e-01 3.678790e-01 3.805600e-01 3.932410e-01 4.067955e-01 4.203500e-01 4.348395e-01 4.493290e-01 4.648170e-01 4.803050e-01 4.968610e-01 5.134170e-01 5.311145e-01 5.488120e-01 5.549780e-01 5.611440e-01 5.674485e-01 5.737530e-01 5.801995e-01 5.866460e-01 5.932375e-01 5.998290e-01 6.065680e-01 6.133070e-01 6.201980e-01 6.270890e-01 6.341345e-01 6.411800e-01 6.483840e-01 6.555880e-01 6.629540e-01 6.703200e-01 6.778515e-01 6.853830e-01 6.930835e-01 7.007840e-01 7.086575e-01 7.165310e-01 7.245815e-01 7.326320e-01 7.408635e-01 7.490950e-01 7.575115e-01 7.659280e-01 7.745335e-01 7.831390e-01 7.919380e-01 8.007370e-01 8.097340e-01 8.187310e-01 8.217745e-01 8.248180e-01 8.278840e-01 8.309500e-01 8.340390e-01 8.371280e-01 8.402400e-01 8.433520e-01 8.464875e-01 8.496230e-01 8.527815e-01 8.559400e-01 8.591215e-01 8.623030e-01 8.655090e-01 8.687150e-01 8.719440e-01 8.751730e-01 8.784265e-01 8.816800e-01 8.849575e-01 8.882350e-01 8.915370e-01 8.948390e-01 8.981655e-01 9.014920e-01 9.048435e-01 9.081950e-01 9.115710e-01 9.149470e-01 9.183485e-01 9.217500e-01 9.251765e-01 9.286030e-01 9.320550e-01 9.355070e-01 9.389845e-01 9.424620e-01 9.459660e-01 9.494700e-01 9.529995e-01 9.565290e-01 9.600845e-01 9.636400e-01 9.672225e-01 9.708050e-01 9.744140e-01 9.780230e-01 9.816585e-01 9.852940e-01 9.889570e-01 9.926200e-01 9.963100e-01 1.000000e+00
1.400000e+00 1.464610e+00 1.659240e+00 1.890670e+00 2.167490e+00 2.500670e+00 2.904300e+00 3.396640e+00 4.001450e+00 4.750000e+00 5.767150e+00 7.070720e+00 8.758190e+00 1.096570e+01 1.388560e+01 1.779290e+01 2.308550e+01 3.034710e+01 4.044480e+01 5.468640e+01 7.507240e+01 1.047120e+02 1.485170e+02 2.143800e+02 3.152120e+02 4.725370e+02 7.229460e+02 1.129950e+03 1.806160e+03 2.955930e+03 4.958860e+03 8.538140e+03 1.510790e+04 2.751070e+04 5.162750e+04 1.000000e+05
-5 -4 -3 -2 -1 1 2 3 4 5 21
  0.00000000e+00  1.52019495e-02  7.03028266e-01  8.34643678e-01  8.48751552e-01  9.00443226e-01  8.53120706e-01  5.87875192e-01  1.52019496e-02  0.00000000e+00  7.67841048e+00
  0.00000000e+00  4.65947618e-02  7.32194302e-01  8.63958170e-01  8.77856322e-01  9.29131159e-01  8.82342039e-01  6.18041345e-01  4.65947618e-02  0.00000000e+00  8.33106503e+00
  0.00000000e+00  1.46468871e-01  8.22714957e-01  9.55918626e-01  9.68955891e-01  1.01867147e+00  9.73681019e-01  7.12530452e-01  1.46468871e-01  0.00000000e+00  1.04162720e+01
  0.00000000e+00  2.63560841e-01  9.32696045e-01  1.06674376e+00  1.07930725e+00  1.12731053e+00  1.08422051e+00  8.26148569e-01  2.63560841e-01  0.00000000e+00  1.30823052e+01
  0.00000000e+00  4.01008704e-01  1.06286753e+00  1.19806934e+00  1.21005114e+00  1.25668894e+00  1.21528405e+00  9.60000208e-01  4.01008704e-01  0.00000000e+00  1.64000118e+01
  0.00000000e+00  5.60212255e-01  1.21527711e+00  1.35131435e+00  1.36278311e+00  1.40812801e+00  1.36824666e+00  1.11583130e+00  5.60212255e-01  0.00000000e+00  2.04405785e+01
  0.00000000e+00  7.42670851e-01  1.39113982e+00  1.52801739e+00  1.53892119e+00  1.58309700e+00  1.54466906e+00  1.29481695e+00  7.42670851e-01  0.00000000e+00  2.52699957e+01
  0.00000000e+00  9.50494349e-01  1.59272860e+00  1.73024166e+00  1.74080016e+00  1.78360442e+00  1.74663197e+00  1.49916225e+00  9.50494349e-01  0.00000000e+00  3.09659876e+01
  0.00000000e+00  1.18664326e+00  1.82263430e+00  1.96091934e+00  1.97086432e+00  2.01256279e+00  1.97714109e+00  1.73203995e+00  1.18664326e+00  0.00000000e+00  3.76539029e+01
  6.84952420e-02  1.44080191e+00  2.07101582e+00  2.20998832e+00  2.21938783e+00  2.26005865e+00  2.22588541e+00  1.98315249e+00  1.44080191e+00  6.84952420e-02  4.50768471e+01
  3.93832299e-01  1.74999234e+00  2.37407107e+00  2.51374337e+00  2.52258524e+00  2.56215650e+00  2.52953158e+00  2.28893900e+00  1.74999234e+00  3.93832300e-01  5.39307301e+01
  7.53934740e-01  2.09714763e+00  2.71507918e+00  2.85531237e+00  2.86387861e+00  2.90243755e+00  2.87112182e+00  2.63273837e+00  2.09714763e+00  7.53934740e-01  6.39512614e+01
  1.15474876e+00  2.48537481e+00  3.09745354e+00  3.23855391e+00  3.24643640e+00  3.28384970e+00  3.25406910e+00  3.01780290e+00  2.48537475e+00  1.15474876e+00  7.53183818e+01
  1.59939282e+00  2.91770326e+00  3.52420323e+00  3.66562708e+00  3.67307804e+00  3.70961264e+00  3.68093507e+00  3.44683308e+00  2.91770327e+00  1.59939282e+00  8.80948157e+01
  2.09040752e+00  3.39650035e+00  3.99751936e+00  4.13952448e+00  4.14636277e+00  4.18183911e+00  4.15460311e+00  3.92250483e+00  3.39650034e+00  2.09040752e+00  1.02354704e+02
  2.63142155e+00  3.92567201e+00  4.52103801e+00  4.66363208e+00  4.67001368e+00  4.70469837e+00  4.67872772e+00  4.44849512e+00  3.92567201e+00  2.63142155e+00  1.18178789e+02
  3.22476904e+00  4.50757017e+00  5.09766117e+00  5.24050623e+00  5.24631932e+00  5.28022147e+00  5.25547822e+00  5.02721499e+00  4.50757017e+00  3.22476904e+00  1.35655669e+02
  3.87407502e+00  5.14549769e+00  5.73038026e+00  5.87366150e+00  5.87912414e+00  5.91201979e+00  5.88858803e+00  5.66211888e+00  5.14549769e+00  3.87407502e+00  1.54841967e+02
  4.58277638e+00  5.84297283e+00  6.42263683e+00  6.56638197e+00  6.57137469e+00  6.60349091e+00  6.58122321e+00  6.35652802e+00  5.84297283e+00  4.58277638e+00  1.75813813e+02
