PdfType: error
Format: lhagrid1
---
6.144210e-06 7.504560e-06 9.166090e-06 1.119550e-05 1.367420e-05 1.670170e-05 2.039950e-05 2.491600e-05 3.043250e-05 3.717030e-05 4.539990e-05 5.545160e-05 6.772870e-05 8.272410e-05 1.010390e-04 1.234100e-04 1.507330e-04 1.841060e-04 2.248670e-04 2.746540e-04 3.354630e-04 4.097350e-04 5.004510e-04 6.112530e-04 7.465860e-04 9.118820e-04 1.113780e-03 1.360370e-03 1.661560e-03 2.029430e-03 2.478750e-03 3.027550e-03 3.697860e-03 4.516580e-03 5.516560e-03 6.737950e-03 8.229750e-03 1.005180e-02 1.116455e-02 1.227730e-02 1.363645e-02 1.499560e-02 1.665560e-02 1.831560e-02 2.034320e-02 2.237080e-02 2.484725e-02 2.732370e-02 3.034850e-02 3.337330e-02 3.706775e-02 4.076220e-02 4.527465e-02 4.978710e-02 5.529860e-02 6.081010e-02 6.754185e-02 7.427360e-02 8.249580e-02 9.071800e-02 1.007605e-01 1.108030e-01 1.230690e-01 1.353350e-01 1.400000e-01 1.446650e-01 1.496515e-01 1.546380e-01 1.599685e-01 1.652990e-01 1.709965e-01 1.766940e-01 1.827850e-01 1.888760e-01 1.953865e-01 2.018970e-01 2.088560e-01 2.158150e-01 2.232540e-01 2.306930e-01 2.386450e-01 2.465970e-01 2.550970e-01 2.635970e-01 2.726830e-01 2.817690e-01 2.914815e-01 3.011940e-01 3.115760e-01 3.219580e-01 3.330560e-01 3.441540e-01 3.560165e-01 3.678790e-01 3.805600e-01 3.932410e-01 4.067955e-01 4.203500e-01 4.348395e-01 4.493290e-01 4.648170e-01 4.803050e-01 4.968610e-01 5.134170e-01 5.311145e-01 5.488120e-01 5.549780e-01 5.611440e-01 5.674485e-01 5.737530e-01 5.801995e-01 5.866460e-01 5.932375e-01 5.998290e-01 6.065680e-01 6.133070e-01 6.201980e-01 6.270890e-01 6.341345e-01 6.411800e-01 6.483840e-01 6.555880e-01 6.629540e-01 6.703200e-01 6.778515e-01 6.853830e-01 6.930835e-01 7.007840e-01 7.086575e-01 7.165310e-01 7.245815e-01 7.326320e-01 7.408635e-01 7.490950e-01 7.575115e-01 7.659280e-01 7.745335e-01 7.831390e-01 7.919380e-01 8.007370e-01 8.097340e-01 8.187310e-01 8.217745e-01 8.248180e-01 8.278840e-01 8.309500e-01 8.340390e-01 8.371280e-01 8.402400e-01 8.433520e-01 8.464875e-01 8.496230e-01 8.527815e-01 8.559400e-01 8.591215e-01 8.623030e-01 8.655090e-01 8.687150e-01 8.719440e-01 8.751730e-01 8.784265e-01 8.816800e-01 8.849575e-01 8.882350e-01 8.915370e-01 8.948390e-01 8.981655e-01 9.014920e-01 9.048435e-01 9.081950e-01 9.115710e-01 9.149470e-01 9.183485e-01 9.217500e-01 9.251765e-01 9.286030e-01 9.320550e-01 9.355070e-01 9.389845e-01 9.424620e-01 9.459660e-01 9.494700e-01 9.529995e-01 9.565290e-01 9.600845e-01 9.636400e-01 9.672225e-01 9.708050e-01 9.744140e-01 9.780230e-01 9.816585e-01 9.852940e-01 9.889570e-01 9.926200e-01 9.963100e-01 1.000000e+00
1.400000e+00 1.464610e+00 1.659240e+00 1.890670e+00 2.167490e+00 2.500670e+00 2.904300e+00 3.396640e+00 4.001450e+00 4.750000e+00 5.767150e+00 7.070720e+00 8.758190e+00 1.096570e+01 1.388560e+01 1.779290e+01 2.308550e+01 3.034710e+01 4.044480e+01 5.468640e+01 7.507240e+01 1.047120e+02 1.485170e+02 2.143800e+02 3.152120e+02 4.725370e+02 7.229460e+02 1.129950e+03 1.806160e+03 2.955930e+03 4.958860e+03 8.538140e+03 1.510790e+04 2.751070e+04 5.162750e+04 1.000000e+05
-5 -4 -3 -2 -1 1 2 3 4 5 21
  0.00000000e+00  4.87365355e-02  5.91586717e-01  8.71426983e-01  8.53128256e-01  9.18213289e-01  8.82401684e-01  6.67653034e-01  4.87365356e-02  0.00000000e+00  4.65320214e+00
  0.00000000e+00  7.75401478e-02  6.19437509e-01  8.98117777e-01  8.79897023e-01  9.44416689e-01  9.09062634e-01  6.94839250e-01  7.75401478e-02  0.00000000e+00  5.31241827e+00
  0.00000000e+00  1.67301754e-01  7.04858657e-01  9.79860086e-01  9.61926981e-01  1.02429028e+00  9.90434739e-01  7.77647389e-01  1.67301754e-01  0.00000000e+00  7.42795949e+00
  0.00000000e+00  2.75172489e-01  8.10274327e-01  1.08132033e+00  1.06383733e+00  1.12426795e+00  1.09182036e+00  8.80516222e-01  2.75172489e-01  0.00000000e+00  1.01312728e+01
  0.00000000e+00  4.04178415e-01  9.36538690e-01  1.20413323e+00  1.18719369e+00  1.24569281e+00  1.21456976e+00  1.00451922e+00  4.04178415e-01  0.00000000e+00  1.34938872e+01
  0.00000000e+00  5.55654155e-01  1.08543178e+00  1.34962551e+00  1.33298797e+00  1.38972043e+00  1.36000606e+00  1.15121815e+00  5.55654155e-01  0.00000000e+00  1.75826782e+01
  0.00000000e+00  7.31022768e-01  1.25825502e+00  1.51911949e+00  1.50279267e+00  1.55809384e+00  1.52937148e+00  1.32190969e+00  7.31022768e-01  0.00000000e+00  2.24614687e+01
  0.00000000e+00  9.32337451e-01  1.45709808e+00  1.71474714e+00  1.69892571e+00  1.75228082e+00  1.72492391e+00  1.51866658e+00  9.32337451e-01  0.00000000e+00  2.82099478e+01
  0.00000000e+00  1.16243298e+00  1.68474305e+00  1.93944662e+00  1.92371209e+00  1.97571236e+00  1.94949751e+00  1.74428101e+00  1.16243298e+00  0.00000000e+00  3.49541517e+01
  7.90532930e-02  1.41112811e+00  1.93102799e+00  2.18292259e+00  2.16745525e+00  2.21807121e+00  2.19290782e+00  1.98878551e+00  1.41112811e+00  7.90532930e-02  4.24391167e+01
  3.98144920e-01  1.71506495e+00  2.23235073e+00  2.48128829e+00  2.46603041e+00  2.51527612e+00  2.49121902e+00  2.28829929e+00  1.71506495e+00  3.98144921e-01  5.13687837e+01
  7.52354893e-01  2.05724211e+00  2.57195547e+00  2.81795436e+00  2.80301642e+00  2.85097919e+00  2.82791489e+00  2.62610780e+00  2.05724211e+00  7.52354893e-01  6.14688306e+01
  1.14780824e+00  2.44109974e+00  2.95314804e+00  3.19657743e+00  3.18174376e+00  3.22825064e+00  3.20645078e+00  3.00569527e+00  2.44109968e+00  1.14780824e+00  7.29139238e+01
  1.58745557e+00  2.86933181e+00  3.37891941e+00  3.61954410e+00  3.60489467e+00  3.65030493e+00  3.62937776e+00  3.42966056e+00  2.86933182e+00  1.58745557e+00  8.57607790e+01
  2.07398527e+00  3.34453111e+00  3.85169917e+00  4.08972040e+00  4.07526087e+00  4.11931511e+00  4.09953176e+00  3.90074504e+00  3.34453110e+00  2.07398527e+00  1.00115567e+02
  2.61081902e+00  3.87031215e+00  4.37499158e+00  4.61054664e+00  4.59626104e+00  4.63915839e+00  4.62033710e+00  4.42253264e+00  3.87031215e+00  2.61081902e+00  1.16021648e+02
  3.20056483e+00  4.44929964e+00  4.95156695e+00  5.18450621e+00  5.17022441e+00  5.21213992e+00  5.19432811e+00  4.99754933e+00  4.44929964e+00  3.20056483e+00  1.33564612e+02
  3.84657706e+00  5.08485715e+00  5.58453531e+00  5.81500847e+00  5.80106183e+00  5.84181105e+00  5.82510518e+00  5.62906961e+00  5.08485715e+00  3.84657706e+00  1.52845465e+02
  4.55229948e+00  5.78010483e+00  6.27728689e+00  6.50537818e+00  6.49155484e+00  6.53133155e+00  6.51546485e+00  6.32053011e+00  5.78010483e+00  4.55229948e+00  1.73894712e+02
