PdfType: error
Format: lhagrid1
---
6.144210e-06 7.504560e-06 9.166090e-06 1.119550e-05 1.367420e-05 1.670170e-05 2.039950e-05 2.491600e-05 3.043250e-05 3.717030e-05 4.539990e-05 5.545160e-05 6.772870e-05 8.272410e-05 1.010390e-04 1.234100e-04 1.507330e-04 1.841060e-04 2.248670e-04 2.746540e-04 3.354630e-04 4.097350e-04 5.004510e-04 6.112530e-04 7.465860e-04 9.118820e-04 1.113780e-03 1.360370e-03 1.661560e-03 2.029430e-03 2.478750e-03 3.027550e-03 3.697860e-03 4.516580e-03 5.516560e-03 6.737950e-03 8.229750e-03 1.005180e-02 1.116455e-02 1.227730e-02 1.363645e-02 1.499560e-02 1.665560e-02 1.831560e-02 2.034320e-02 2.237080e-02 2.484725e-02 2.732370e-02 3.034850e-02 3.337330e-02 3.706775e-02 4.076220e-02 4.527465e-02 4.978710e-02 5.529860e-02 6.081010e-02 6.754185e-02 7.427360e-02 8.249580e-02 9.071800e-02 1.007605e-01 1.108030e-01 1.230690e-01 1.353350e-01 1.400000e-01 1.446650e-01 1.496515e-01 1.546380e-01 1.599685e-01 1.652990e-01 1.709965e-01 1.766940e-01 1.827850e-01 1.888760e-01 1.953865e-01 2.018970e-01 2.088560e-01 2.158150e-01 2.232540e-01 2.306930e-01 2.386450e-01 2.465970e-01 2.550970e-01 2.635970e-01 2.726830e-01 2.817690e-01 2.914815e-01 3.011940e-01 3.115760e-01 3.219580e-01 3.330560e-01 3.441540e-01 3.560165e-01 3.678790e-01 3.805600e-01 3.932410e-01 4.067955e-01 4.203500e-01 4.348395e-01 4.493290e-01 4.648170e-01 4.803050e-01 4.968610e-01 5.134170e-01 5.311145e-01 5.488120e-01 5.549780e-01 5.611440e-01 5.674485e-01 5.737530e-01 5.801995e-01 5.866460e-01 5.932375e-01 5.998290e-01 6.065680e-01 6.133070e-01 6.201980e-01 6.270890e-01 6.341345e-01 6.411800e-01 6.483840e-01 6.555880e-01 6.629540e-01 6.703200e-01 6.778515e-01 6.853830e-01 6.930835e-01 7.007840e-01 7.086575e-01 7.165310e-01 7.245815e-01 7.326320e-01 7.408635e-01 7.490950e-01 7.575115e-01 7.659280e-01 7.745335e-01 7.831390e-01 7.919380e-01 8.007370e-01 8.097340e-01 8.187310e-01 8.217745e-01 8.248180e-01 8.278840e-01 8.309500e-01 8.340390e-01 8.371280e-01 8.402400e-01 8.433520e-01 8.464875e-01 8.496230e-01 8.527815e-01 8.559400e-01 8.591215e-01 8.623030e-01 8.655090e-01 8.687150e-01 8.719440e-01 8.751730e-01 8.784265e-01 8.816800e-01 8.849575e-01 8.882350e-01 8.915370e-01 8.948390e-01 8.981655e-01 9.014920e-01 9.048435e-01 9.081950e-01 9.115710e-01 9.149470e-01 9.183485e-01 9.217500e-01 9.251765e-01 9.286030e-01 9.320550e-01 9.355070e-01 9.389845e-01 9.424620e-01 9.459660e-01 9.494700e-01 9.529995e-01 9.565290e-01 9.600845e-01 9.636400e-01 9.672225e-01 9.708050e-01 9.744140e-01 9.780230e-01 9.816585e-01 9.852940e-01 9.889570e-01 9.926200e-01 9.963100e-01 1.000000e+00
1.400000e+00 1.464610e+00 1.659240e+00 1.890670e+00 2.167490e+00 2.500670e+00 2.904300e+00 3.396640e+00 4.001450e+00 4.750000e+00 5.767150e+00 7.070720e+00 8.758190e+00 1.096570e+01 1.388560e+01 1.779290e+01 2.308550e+01 3.034710e+01 4.044480e+01 5.468640e+01 7.507240e+01 1.047120e+02 1.485170e+02 2.143800e+02 3.152120e+02 4.725370e+02 7.229460e+02 1.129950e+03 1.806160e+03 2.955930e+03 4.958860e+03 8.538140e+03 1.510790e+04 2.751070e+04 5.162750e+04 1.000000e+05
-5 -4 -3 -2 -1 1 2 3 4 5 21
  0.00000000e+00  3.80762625e-02  7.24216889e-01  8.81649916e-01  8.08217669e-01  8.76841610e-01  9.11597199e-01  7.61777814e-01  3.80762626e-02  0.00000000e+00  1.01718140e+01
  0.00000000e+00  7.17486918e-02  7.55563107e-01  9.13075633e-01  8.39894662e-01  9.07978274e-01  9.42847575e-01  7.92793645e-01  7.17486918e-02  0.00000000e+00  1.08382476e+01
  0.00000000e+00  1.80616383e-01  8.54672206e-01  1.01327950e+00  9.41170421e-01  1.00728056e+00  1.04215538e+00  8.90659574e-01  1.80616383e-01  0.00000000e+00  1.29752571e+01
  0.00000000e+00  3.06147796e-01  9.72661285e-01  1.13202337e+00  1.06111224e+00  1.12492687e+00  1.16039096e+00  1.00737065e+00  3.06147796e-01  0.00000000e+00  1.56858020e+01
  0.00000000e+00  4.51525836e-01  1.11049988e+00  1.27073222e+00  1.20078667e+00  1.26285270e+00  1.29838264e+00  1.14405545e+00  4.51525836e-01  0.00000000e+00  1.90426184e+01
  0.00000000e+00  6.18181204e-01  1.26985697e+00  1.43105721e+00  1.36216984e+00  1.42218624e+00  1.45821581e+00  1.30246756e+00  6.18181204e-01  0.00000000e+00  2.31145041e+01
  0.00000000e+00  8.07692199e-01  1.45258314e+00  1.61427242e+00  1.54632029e+00  1.60477587e+00  1.64087350e+00  1.48407497e+00  8.07692199e-01  0.00000000e+00  2.79691827e+01
  0.00000000e+00  1.02209403e+00  1.66040448e+00  1.82262916e+00  1.75574790e+00  1.81237907e+00  1.84877808e+00  1.69075773e+00  1.02209403e+00  0.00000000e+00  3.36861433e+01
  0.00000000e+00  1.26443252e+00  1.89618332e+00  2.05915350e+00  1.99296427e+00  2.04823671e+00  2.08486394e+00  1.92579338e+00  1.26443252e+00  0.00000000e+00  4.03929218e+01
  7.77058110e-02  1.52469861e+00  2.15024272e+00  2.31384059e+00  2.24838556e+00  2.30227599e+00  2.33889452e+00  2.17885635e+00  1.52469861e+00  7.77058110e-02  4.78251885e+01
  4.10672335e-01  1.83981391e+00  2.45903820e+00  2.62311016e+00  2.55849758e+00  2.61081460e+00  2.64771786e+00  2.48669446e+00  1.83981391e+00  4.10672336e-01  5.66748386e+01
  7.78199671e-01  2.19269447e+00  2.80558701e+00  2.97011978e+00  2.90634611e+00  2.95721733e+00  2.99441139e+00  2.83253725e+00  2.19269447e+00  7.78199671e-01  6.66905473e+01
  1.18613617e+00  2.58645955e+00  3.19303630e+00  3.35833613e+00  3.29525401e+00  3.34475693e+00  3.38216749e+00  3.21925398e+00  2.58645949e+00  1.18613617e+00  7.80462531e+01
  1.63739115e+00  3.02394399e+00  3.62465043e+00  3.79012791e+00  3.72785050e+00  3.77605366e+00  3.81358685e+00  3.64982971e+00  3.02394400e+00  1.63739115e+00  9.08062670e+01
  2.13482207e+00  3.50748226e+00  4.10253631e+00  4.26838179e+00  4.20686827e+00  4.25372391e+00  4.29141208e+00  4.12690664e+00  3.50748225e+00  2.13482207e+00  1.05062866e+02
  2.68178058e+00  4.04114781e+00  4.63043482e+00  4.79676367e+00  4.73587258e+00  4.78152787e+00  4.81953800e+00  4.65396351e+00  4.04114781e+00  2.68178058e+00  1.20874140e+02
  3.28085561e+00  4.62734809e+00  5.21112126e+00  5.37757314e+00  5.31728150e+00  5.36188361e+00  5.39994544e+00  5.23377522e+00  4.62734809e+00  3.28085561e+00  1.38317047e+02
  3.93563513e+00  5.26935447e+00  5.84760048e+00  6.01443494e+00  5.95482848e+00  5.99810765e+00  6.03657484e+00  5.86952378e+00  5.26935447e+00  3.93563513e+00  1.57489215e+02
  4.64948624e+00  5.97060361e+00  6.54343871e+00  6.71056335e+00  6.65166964e+00  6.69390495e+00  6.73231246e+00  6.56468972e+00  5.97060361e+00  4.64948624e+00  1.78433755e+02
