PdfType: error
Format: lhagrid1
---
6.144210e-06 7.504560e-06 9.166090e-06 1.119550e-05 1.367420e-05 1.670170e-05 2.039950e-05 2.491600e-05 3.043250e-05 3.717030e-05 4.539990e-05 5.545160e-05 6.772870e-05 8.272410e-05 1.010390e-04 1.234100e-04 1.507330e-04 1.841060e-04 2.248670e-04 2.746540e-04 3.354630e-04 4.097350e-04 5.004510e-04 6.112530e-04 7.465860e-04 9.118820e-04 1.113780e-03 1.360370e-03 1.661560e-03 2.029430e-03 2.478750e-03 3.027550e-03 3.697860e-03 4.516580e-03 5.516560e-03 6.737950e-03 8.229750e-03 1.005180e-02 1.116455e-02 1.227730e-02 1.363645e-02 1.499560e-02 1.665560e-02 1.831560e-02 2.034320e-02 2.237080e-02 2.484725e-02 2.732370e-02 3.034850e-02 3.337330e-02 3.706775e-02 4.076220e-02 4.527465e-02 4.978710e-02 5.529860e-02 6.081010e-02 6.754185e-02 7.427360e-02 8.249580e-02 9.071800e-02 1.007605e-01 1.108030e-01 1.230690e-01 1.353350e-01 1.400000e-01 1.446650e-01 1.496515e-01 1.546380e-01 1.599685e-01 1.652990e-01 1.709965e-01 1.766940e-01 1.827850e-01 1.888760e-01 1.953865e-01 2.018970e-01 2.088560e-01 2.158150e-01 2.232540e-01 2.306930e-01 2.386450e-01 2.465970e-01 2.550970e-01 2.635970e-01 2.726830e-01 2.817690e-01 2.914815e-01 3.011940e-01 3.115760e-01 3.219580e-01 3.330560e-01 3.441540e-01 3.560165e-01 3.678790e-01 3.805600e-01 3.932410e-01 4.067955e-01 4.203500e-01 4.348395e-01 4.493290e-01 4.648170e-01 4.803050e-01 4.968610e-01 5.134170e-01 5.311145e-01 5.488120e-01 5.549780e-01 5.611440e-01 5.674485e-01 5.737530e-01 5.801995e-01 5.866460e-01 5.932375e-01 5.998290e-01 6.065680e-01 6.133070e-01 6.201980e-01 6.270890e-01 6.341345e-01 6.411800e-01 6.483840e-01 6.555880e-01 6.629540e-01 6.703200e-01 6.778515e-01 6.853830e-01 6.930835e-01 7.007840e-01 7.086575e-01 7.165310e-01 7.245815e-01 7.326320e-01 7.408635e-01 7.490950e-01 7.575115e-01 7.659280e-01 7.745335e-01 7.831390e-01 7.919380e-01 8.007370e-01 8.097340e-01 8.187310e-01 8.217745e-01 8.248180e-01 8.278840e-01 8.309500e-01 8.340390e-01 8.371280e-01 8.402400e-01 8.433520e-01 8.464875e-01 8.496230e-01 8.527815e-01 8.559400e-01 8.591215e-01 8.623030e-01 8.655090e-01 8.687150e-01 8.719440e-01 8.751730e-01 8.784265e-01 8.816800e-01 8.849575e-01 8.882350e-01 8.915370e-01 8.948390e-01 8.981655e-01 9.014920e-01 9.048435e-01 9.081950e-01 9.115710e-01 9.149470e-01 9.183485e-01 9.217500e-01 9.251765e-01 9.286030e-01 9.320550e-01 9.355070e-01 9.389845e-01 9.424620e-01 9.459660e-01 9.494700e-01 9.529995e-01 9.565290e-01 9.600845e-01 9.636400e-01 9.672225e-01 9.708050e-01 9.744140e-01 9.780230e-01 9.816585e-01 9.852940e-01 9.889570e-01 9.926200e-01 9.963100e-01 1.000000e+00
1.400000e+00 1.464610e+00 1.659240e+00 1.890670e+00 2.167490e+00 2.500670e+00 2.904300e+00 3.396640e+00 4.001450e+00 4.750000e+00 5.767150e+00 7.070720e+00 8.758190e+00 1.096570e+01 1.388560e+01 1.779290e+01 2.308550e+01 3.034710e+01 4.044480e+01 5.468640e+01 7.507240e+01 1.047120e+02 1.485170e+02 2.143800e+02 3.152120e+02 4.725370e+02 7.229460e+02 1.129950e+03 1.806160e+03 2.955930e+03 4.958860e+03 8.538140e+03 1.510790e+04 2.751070e+04 5.162750e+04 1.000000e+05
-5 -4 -3 -2 -1 1 2 3 4 5 21
  0.00000000e+00  4.03736855e-02  4.46131186e-02  9.00564542e-01  8.83181821e-01  8.95049344e-01  9.14630979e-01  5.09451171e-01  4.03736856e-02  0.00000000e+00  9.21740455e+00
  0.00000000e+00  7.26870478e-02  8.06478359e-02  9.30535551e-01  9.13077428e-01  9.24898719e-01  9.44557645e-01  5.41397858e-01  7.26870478e-02  0.00000000e+00  9.86074868e+00
  0.00000000e+00  1.76108347e-01  1.98229429e-01  1.02486491e+00  1.00725322e+00  1.01890959e+00  1.03855864e+00  6.42844689e-01  1.76108347e-01  0.00000000e+00  1.19066767e+01
  0.00000000e+00  2.96320192e-01  3.33396584e-01  1.13779090e+00  1.12026863e+00  1.13152893e+00  1.15132077e+00  7.62895564e-01  2.96320192e-01  0.00000000e+00  1.45330404e+01
  0.00000000e+00  4.36524940e-01  4.87294082e-01  1.27088802e+00  1.25345953e+00  1.26437565e+00  1.28435048e+00  9.02361935e-01  4.36524940e-01  0.00000000e+00  1.78106896e+01
  0.00000000e+00  5.98131396e-01  6.61890704e-01  1.42575955e+00  1.40825778e+00  1.41904183e+00  1.43899699e+00  1.06337814e+00  5.98131396e-01  0.00000000e+00  2.18083940e+01
  0.00000000e+00  7.82722462e-01  8.58622636e-01  1.60362028e+00  1.58615233e+00  1.59672597e+00  1.61672598e+00  1.24727146e+00  7.82722462e-01  0.00000000e+00  2.65936142e+01
  0.00000000e+00  9.92297230e-01  1.07990742e+00  1.80684300e+00  1.78933074e+00  1.79975025e+00  1.81986955e+00  1.45613812e+00  9.92297230e-01  0.00000000e+00  3.22438131e+01
  0.00000000e+00  1.22994902e+00  1.32833650e+00  2.03824635e+00  2.02072786e+00  2.03106924e+00  2.05119508e+00  1.69301844e+00  1.22994902e+00  0.00000000e+00  3.88863764e+01
  8.16929253e-02  1.48557061e+00  1.59426177e+00  2.28786093e+00  2.27031809e+00  2.28051429e+00  2.30070054e+00  1.94767138e+00  1.48557061e+00  8.16929253e-02  4.62610793e+01
  4.09060304e-01  1.79593734e+00  1.91488352e+00  2.59206777e+00  2.57433505e+00  2.58434841e+00  2.60473576e+00  2.25711055e+00  1.79593734e+00  4.09060305e-01  5.50614613e+01
  7.70966974e-01  2.14412213e+00  2.27289207e+00  2.93399388e+00  2.91630125e+00  2.92621265e+00  2.94669398e+00  2.60439055e+00  2.14412213e+00  7.70966974e-01  6.50287877e+01
  1.17335499e+00  2.53302073e+00  2.67155755e+00  3.31725293e+00  3.29922643e+00  3.30900896e+00  3.32978284e+00  2.99238041e+00  2.53302067e+00  1.17335499e+00  7.63394202e+01
  1.61934885e+00  2.96611883e+00  3.11357686e+00  3.74412412e+00  3.72629967e+00  3.73595647e+00  3.75666238e+00  3.42411117e+00  2.96611884e+00  1.61934885e+00  8.90538906e+01
  2.11140709e+00  3.44519253e+00  3.60169961e+00  4.21759009e+00  4.19960353e+00  4.20910157e+00  4.22997729e+00  3.90233921e+00  3.44519252e+00  2.11140709e+00  1.03270465e+02
  2.65331825e+00  3.97458102e+00  4.13931058e+00  4.74133817e+00  4.72319134e+00  4.73257953e+00  4.75370676e+00  4.43047534e+00  3.97458102e+00  2.65331825e+00  1.19046610e+02
  3.24755411e+00  4.55646030e+00  4.72919405e+00  5.31759009e+00  5.29935244e+00  5.30874669e+00  5.33003817e+00  5.01114748e+00  4.55646030e+00  3.24755411e+00  1.36455091e+02
  3.89744307e+00  5.19436730e+00  5.37473570e+00  5.95000817e+00  5.93173816e+00  5.94098137e+00  5.96244881e+00  5.64776516e+00  5.19436730e+00  3.89744307e+00  1.55586704e+02
  4.60645826e+00  5.89155293e+00  6.07922574e+00  6.64172956e+00  6.62350065e+00  6.63265381e+00  6.65416867e+00  6.34382095e+00  5.89155293e+00  4.60645826e+00  1.76499923e+02
