PdfType: error
Format: lhagrid1
---
6.144210e-06 7.504560e-06 9.166090e-06 1.119550e-05 1.367420e-05 1.670170e-05 2.039950e-05 2.491600e-05 3.043250e-05 3.717030e-05 4.539990e-05 5.545160e-05 6.772870e-05 8.272410e-05 1.010390e-04 1.234100e-04 1.507330e-04 1.841060e-04 2.248670e-04 2.746540e-04 3.354630e-04 4.097350e-04 5.004510e-04 6.112530e-04 7.465860e-04 9.118820e-04 1.113780e-03 1.360370e-03 1.661560e-03 2.029430e-03 2.478750e-03 3.027550e-03 3.697860e-03 4.516580e-03 5.516560e-03 6.737950e-03 8.229750e-03 1.005180e-02 1.116455e-02 1.227730e-02 1.363645e-02 1.499560e-02 1.665560e-02 1.831560e-02 2.034320e-02 2.237080e-02 2.484725e-02 2.732370e-02 3.034850e-02 3.337330e-02 3.706775e-02 4.076220e-02 4.527465e-02 4.978710e-02 5.529860e-02 6.081010e-02 6.754185e-02 7.427360e-02 8.249580e-02 9.071800e-02 1.007605e-01 1.108030e-01 1.230690e-01 1.353350e-01 1.400000e-01 1.446650e-01 1.496515e-01 1.546380e-01 1.599685e-01 1.652990e-01 1.709965e-01 1.766940e-01 1.827850e-01 1.888760e-01 1.953865e-01 2.018970e-01 2.088560e-01 2.158150e-01 2.232540e-01 2.306930e-01 2.386450e-01 2.465970e-01 2.550970e-01 2.635970e-01 2.726830e-01 2.817690e-01 2.914815e-01 3.011940e-01 3.115760e-01 3.219580e-01 3.330560e-01 3.441540e-01 3.560165e-01 3.678790e-01 3.805600e-01 3.932410e-01 4.067955e-01 4.203500e-01 4.348395e-01 4.493290e-01 4.648170e-01 4.803050e-01 4.968610e-01 5.134170e-01 5.311145e-01 5.488120e-01 5.549780e-01 5.611440e-01 5.674485e-01 5.737530e-01 5.801995e-01 5.866460e-01 5.932375e-01 5.998290e-01 6.065680e-01 6.133070e-01 6.201980e-01 6.270890e-01 6.341345e-01 6.411800e-01 6.483840e-01 6.555880e-01 6.629540e-01 6.703200e-01 6.778515e-01 6.853830e-01 6.930835e-01 7.007840e-01 7.086575e-01 7.165310e-01 7.245815e-01 7.326320e-01 7.408635e-01 7.490950e-01 7.575115e-01 7.659280e-01 7.745335e-01 7.831390e-01 7.919380e-01 8.007370e-01 8.097340e-01 8.187310e-01 8.217745e-01 8.248180e-01 8.278840e-01 8.309500e-01 8.340390e-01 8.371280e-01 8.402400e-01 8.433520e-01 8.464875e-01 8.496230e-01 8.527815e-01 8.559400e-01 8.591215e-01 8.623030e-01 8.655090e-01 8.687150e-01 8.719440e-01 8.751730e-01 8.784265e-01 8.816800e-01 8.849575e-01 8.882350e-01 8.915370e-01 8.948390e-01 8.981655e-01 9.014920e-01 9.048435e-01 9.081950e-01 9.115710e-01 9.149470e-01 9.183485e-01 9.217500e-01 9.251765e-01 9.286030e-01 9.320550e-01 9.355070e-01 9.389845e-01 9.424620e-01 9.459660e-01 9.494700e-01 9.529995e-01 9.565290e-01 9.600845e-01 9.636400e-01 9.672225e-01 9.708050e-01 9.744140e-01 9.780230e-01 9.816585e-01 9.852940e-01 9.889570e-01 9.926200e-01 9.963100e-01 1.000000e+00
1.400000e+00 1.464610e+00 1.659240e+00 1.890670e+00 2.167490e+00 2.500670e+00 2.904300e+00 3.396640e+00 4.001450e+00 4.750000e+00 5.767150e+00 7.070720e+00 8.758190e+00 1.096570e+01 1.388560e+01 1.779290e+01 2.308550e+01 3.034710e+01 4.044480e+01 5.468640e+01 7.507240e+01 1.047120e+02 1.485170e+02 2.143800e+02 3.152120e+02 4.725370e+02 7.229460e+02 1.129950e+03 1.806160e+03 2.955930e+03 4.958860e+03 8.538140e+03 1.510790e+04 2.751070e+04 5.162750e+04 1.000000e+05
-5 -4 -3 -2 -1 1 2 3 4 5 21
  0.00000000e+00  5.14050085e-02  6.20497235e-01  8.97366427e-01  8.50233976e-01  8.60992181e-01  9.17155419e-01  7.03576107e-01  5.14050086e-02  0.00000000e+00  9.73109268e+00
  0.00000000e+00  8.41717218e-02  6.51835785e-01  9.27839021e-01  8.80826923e-01  8.91482049e-01  9.47516755e-01  7.34217916e-01  8.41717218e-02  0.00000000e+00  1.03783875e+01
  0.00000000e+00  1.89391418e-01  7.50863602e-01  1.02416612e+00  9.77748871e-01  9.88150718e-01  1.04325570e+00  8.30480674e-01  1.89391418e-01  0.00000000e+00  1.24395471e+01
  0.00000000e+00  3.11327319e-01  8.68582866e-01  1.13916532e+00  1.09312314e+00  1.10343906e+00  1.15795685e+00  9.45432835e-01  3.11327319e-01  0.00000000e+00  1.50768643e+01
  0.00000000e+00  4.53187081e-01  1.00592323e+00  1.27405220e+00  1.22868932e+00  1.23865254e+00  1.29264836e+00  1.08045849e+00  4.53187081e-01  0.00000000e+00  1.83653340e+01
  0.00000000e+00  6.16407373e-01  1.16505345e+00  1.43071578e+00  1.38582483e+00  1.39564128e+00  1.44901712e+00  1.23726964e+00  6.16407373e-01  0.00000000e+00  2.23757901e+01
  0.00000000e+00  8.02517242e-01  1.34721544e+00  1.61042940e+00  1.56589427e+00  1.57565074e+00  1.62843768e+00  1.41707346e+00  8.02517242e-01  0.00000000e+00  2.71717190e+01
  0.00000000e+00  1.01380006e+00  1.55451767e+00  1.81524653e+00  1.77138051e+00  1.78092859e+00  1.83310042e+00  1.62210339e+00  1.01380006e+00  0.00000000e+00  3.28339510e+01
  0.00000000e+00  1.25287515e+00  1.78974322e+00  2.04842522e+00  2.00474243e+00  2.01427130e+00  2.06605239e+00  1.85535723e+00  1.25287515e+00  0.00000000e+00  3.94893571e+01
  8.76843129e-02  1.50995925e+00  2.04324945e+00  2.29977448e+00  2.25636367e+00  2.26597142e+00  2.31703048e+00  2.10692098e+00  1.50995925e+00  8.76843129e-02  4.68783740e+01
  4.16936948e-01  1.82187875e+00  2.35141105e+00  2.60568693e+00  2.56266172e+00  2.57199210e+00  2.62274179e+00  2.41304790e+00  1.82187875e+00  4.16936949e-01  5.56907787e+01
  7.80785666e-01  2.17160133e+00  2.69714545e+00  2.94934318e+00  2.90689391e+00  2.91606731e+00  2.96636110e+00  2.75713101e+00  2.17160133e+00  7.80785666e-01  6.56718396e+01
  1.18515615e+00  2.56220941e+00  3.08426172e+00  3.33437303e+00  3.29196540e+00  3.30106886e+00  3.35104397e+00  3.14226918e+00  2.56220935e+00  1.18515615e+00  7.69991033e+01
  1.63296160e+00  2.99678409e+00  3.51501660e+00  3.76319146e+00  3.72114495e+00  3.73022735e+00  3.77960323e+00  3.57133499e+00  2.99678410e+00  1.63296160e+00  8.97379773e+01
  2.12708262e+00  3.47766539e+00  3.99250299e+00  4.23848603e+00  4.19672026e+00  4.20578812e+00  4.25477541e+00  4.04691287e+00  3.47766538e+00  2.12708262e+00  1.03965051e+02
  2.67086396e+00  4.00856186e+00  4.51996011e+00  4.76399567e+00  4.72258621e+00  4.73147756e+00  4.78025557e+00  4.57258444e+00  4.00856186e+00  2.67086396e+00  1.19765084e+02
  3.26698199e+00  4.59216040e+00  5.10013554e+00  5.34210102e+00  5.30091179e+00  5.30983403e+00  5.35814502e+00  5.15103989e+00  4.59216040e+00  3.26698199e+00  1.37195282e+02
  3.91889157e+00  5.23177157e+00  5.73631300e+00  5.97623187e+00  5.93546866e+00  5.94429258e+00  5.99229162e+00  5.78565992e+00  5.23177157e+00  3.91889157e+00  1.56353268e+02
  4.62996723e+00  5.93062219e+00  6.43185969e+00  6.66999666e+00  6.62945380e+00  6.63816675e+00  6.68588507e+00  6.47976043e+00  5.93062219e+00  4.62996723e+00  1.77292854e+02
  5.40330232e+00  6.69204279e+00  7.18994891e+00  7.42620382e+00  7.38584428e+00  7.39463637e+00  7.44196456e+00  7.23625775e+00  6.69204279e+00  5.40330232e+00  2.00089592e+02
  6.24255049e+00  7.51948709e+00  8.01397702e+00  8.24834865e+00  8.20796476e+00  8.21748410e+00  8.26437517e+00  8.05896336e+00  7.51948710e+00  6.24255049e+00  2.24800523e+02
  7.15048527e+00  8.41592555e+00  8.90667854e+00  9.14032311e+00  9.09998139e+00  9.11042823e+00  9.15668199e+00  8.95159639e+00  8.41592552e+00  7.15048524e+00  2.51468546e+02
  8.13138137e+00  9.38519270e+00  9.87478980e+00  1.01053170e+01  1.00650231e+01  1.00742448e+01  1.01200583e+01  9.91609800e+00  9.38519269e+00  8.13138136e+00  2.80198083e+02
  9.18836014e+00  1.04308035e+01  1.09154055e+01  1.11457103e+01  1.11054667e+01  1.11144000e+01  1.11609996e+01  1.09576682e+01  1.04308035e+01  9.18836014e+00  3.10998720e+02
  1.03253958e+01  1.15564356e+01  1.20383085e+01  1.22664154e+01  1.22272360e+01  1.22350279e+01  1.22808618e+01  1.20762918e+01  1.15564356e+01  1.03253958e+01  3.43922873e+02
  1.15432797e+01  1.27646717e+01  1.32450647e+01  1.34702087e+01  1.34300700e+01  1.34383232e+01  1.34843463e+01  1.32828708e+01  1.27646717e+01  1.15432797e+01  3.79037448e+02
  1.28487470e+01  1.40595853e+01  1.45358526e+01  1.47596681e+01  1.47204136e+01  1.47307200e+01  1.47750910e+01  1.45718296e+01  1.40595853e+01  1.28487473e+01  4.16366178e+02
  1.42440654e+01  1.54453878e+01  1.59169455e+01  1.61403857e+01  1.61011371e+01  1.61115195e+01  1.61555628e+01  1.59543411e+01  1.54453878e+01  1.42440655e+01  4.55945701e+02
  1.57336567e+01  1.69228617e+01  1.73938592e+01  1.76149136e+01  1.75764708e+01  1.75857307e+01  1.76289994e+01  1.74283488e+01  1.69228617e+01  1.57336567e+01  4.97780634e+02
  1.73187922e+01  1.84994592e+01  1.89666949e+01  1.91845323e+01  1.91465898e+01  1.91563084e+01  1.92015821e+01  1.89994175e+01  1.84994592e+01  1.73187922e+01  5.41934990e+02
  1.90057017e+01  2.01742517e+01  2.06379992e+01  2.08548327e+01  2.08168485e+01  2.08278968e+01  2.08711966e+01  2.06710706e+01  2.01742517e+01  1.90057017e+01  5.88398700e+02
  2.07942411e+01  2.19539645e+01  2.24144016e+01  2.26308215e+01  2.25930789e+01  2.26010139e+01  2.26460992e+01  2.24461640e+01  2.19539645e+01  2.07942411e+01  6.37202746e+02
  2.26897196e+01  2.38393416e+01  2.42971747e+01  2.45108664e+01  2.44739562e+01  2.44831643e+01  2.45270648e+01  2.43280307e+01  2.38393416e+01  2.26897196e+01  6.88338642e+02
  2.46931791e+01  2.58311502e+01  2.62871131e+01  2.65014903e+01  2.64622640e+01  2.64723596e+01  2.65166176e+01  2.63175202e+01  2.58311505e+01  2.46931791e+01  7.41768760e+02
  2.68400714e+01  2.79683501e+01  2.84195380e+01  2.86313905e+01  2.85937227e+01  2.86028323e+01  2.86475084e+01  2.84494974e+01  2.79683502e+01  2.68400713e+01  7.98405919e+02
  2.91712709e+01  3.02852204e+01  3.07318441e+01  3.09409575e+01  3.09033282e+01  3.09116084e+01  3.09552896e+01  3.07597068e+01  3.02852204e+01  2.91712709e+01  8.59223633e+02
  0.00000000e+00  5.11753358e-02  5.99361914e-01  8.62713023e-01  8.19602023e-01  8.28611218e-01  8.79668776e-01  6.65424723e-01  5.11753358e-02  0.00000000e+00  8.59442023e+00
