PdfType: error
Format: lhagrid1
---
6.144210e-06 7.504560e-06 9.166090e-06 1.119550e-05 1.367420e-05 1.670170e-05 2.039950e-05 2.491600e-05 3.043250e-05 3.717030e-05 4.539990e-05 5.545160e-05 6.772870e-05 8.272410e-05 1.010390e-04 1.234100e-04 1.507330e-04 1.841060e-04 2.248670e-04 2.746540e-04 3.354630e-04 4.097350e-04 5.004510e-04 6.112530e-04 7.465860e-04 9.118820e-04 1.113780e-03 1.360370e-03 1.661560e-03 2.029430e-03 2.478750e-03 3.027550e-03 3.697860e-03 4.516580e-03 5.516560e-03 6.737950e-03 8.229750e-03 1.005180e-02 1.116455e-02 1.227730e-02 1.363645e-02 1.499560e-02 1.665560e-02 1.831560e-02 2.034320e-02 2.237080e-02 2.484725e-02 2.732370e-02 3.034850e-02 3.337330e-02 3.706775e-02 4.076220e-02 4.527465e-02 4.978710e-02 5.529860e-02 6.081010e-02 6.754185e-02 7.427360e-02 8.249580e-02 9.071800e-02 1.007605e-01 1.108030e-01 1.230690e-01 1.353350e-01 1.400000e-01 1.446650e-01 1.496515e-01 1.546380e-01 1.599685e-01 1.652990e-01 1.709965e-01 1.766940e-01 1.827850e-01 1.888760e-01 1.953865e-01 2.018970e-01 2.088560e-01 2.158150e-01 2.232540e-01 2.306930e-01 2.386450e-01 2.465970e-01 2.550970e-01 2.635970e-01 2.726830e-01 2.817690e-01 2.914815e-01 3.011940e-01 3.115760e-01 3.219580e-01 3.330560e-01 3.441540e-01 3.560165e-01 3.678790e-01 3.805600e-01 3.932410e-01 4.067955e-01 4.203500e-01 4.348395e-01 4.493290e-01 4.648170e-01 4.803050e-01 4.968610e-01 5.134170e-01 5.311145e-01 5.488120e-01 5.549780e-01 5.611440e-01 5.674485e-01 5.737530e-01 5.801995e-01 5.866460e-01 5.932375e-01 5.998290e-01 6.065680e-01 6.133070e-01 6.201980e-01 6.270890e-01 6.341345e-01 6.411800e-01 6.483840e-01 6.555880e-01 6.629540e-01 6.703200e-01 6.778515e-01 6.853830e-01 6.930835e-01 7.007840e-01 7.086575e-01 7.165310e-01 7.245815e-01 7.326320e-01 7.408635e-01 7.490950e-01 7.575115e-01 7.659280e-01 7.745335e-01 7.831390e-01 7.919380e-01 8.007370e-01 8.097340e-01 8.187310e-01 8.217745e-01 8.248180e-01 8.278840e-01 8.309500e-01 8.340390e-01 8.371280e-01 8.402400e-01 8.433520e-01 8.464875e-01 8.496230e-01 8.527815e-01 8.559400e-01 8.591215e-01 8.623030e-01 8.655090e-01 8.687150e-01 8.719440e-01 8.751730e-01 8.784265e-01 8.816800e-01 8.849575e-01 8.882350e-01 8.915370e-01 8.948390e-01 8.981655e-01 9.014920e-01 9.048435e-01 9.081950e-01 9.115710e-01 9.149470e-01 9.183485e-01 9.217500e-01 9.251765e-01 9.286030e-01 9.320550e-01 9.355070e-01 9.389845e-01 9.424620e-01 9.459660e-01 9.494700e-01 9.529995e-01 9.565290e-01 9.600845e-01 9.636400e-01 9.672225e-01 9.708050e-01 9.744140e-01 9.780230e-01 9.816585e-01 9.852940e-01 9.889570e-01 9.926200e-01 9.963100e-01 1.000000e+00
1.400000e+00 1.464610e+00 1.659240e+00 1.890670e+00 2.167490e+00 2.500670e+00 2.904300e+00 3.396640e+00 4.001450e+00 4.750000e+00 5.767150e+00 7.070720e+00 8.758190e+00 1.096570e+01 1.388560e+01 1.779290e+01 2.308550e+01 3.034710e+01 4.044480e+01 5.468640e+01 7.507240e+01 1.047120e+02 1.485170e+02 2.143800e+02 3.152120e+02 4.725370e+02 7.229460e+02 1.129950e+03 1.806160e+03 2.955930e+03 4.958860e+03 8.538140e+03 1.510790e+04 2.751070e+04 5.162750e+04 1.000000e+05
-5 -4 -3 -2 -1 1 2 3 4 5 21
  0.00000000e+00  4.07422915e-02  1.26089706e+00  8.75182343e-01  8.82639051e-01  8.91566353e-01  8.66413749e-01  1.25023756e+00  4.07422916e-02  0.00000000e+00  1.38302622e+01
  0.00000000e+00  7.85108098e-02  1.29509279e+00  9.10491546e-01  9.17670561e-01  9.26481889e-01  9.01837864e-01  1.28450025e+00  7.85108098e-02  0.00000000e+00  1.45474053e+01
  0.00000000e+00  2.03793249e-01  1.40555824e+00  1.02627059e+00  1.03244912e+00  1.04098006e+00  1.01795085e+00  1.39538846e+00  2.03793249e-01  0.00000000e+00  1.68860217e+01
  0.00000000e+00  3.45266919e-01  1.53461820e+00  1.16017230e+00  1.16531183e+00  1.17373592e+00  1.15238373e+00  1.52483319e+00  3.45266919e-01  0.00000000e+00  1.97874775e+01
  0.00000000e+00  5.06122807e-01  1.68316082e+00  1.31342039e+00  1.31775033e+00  1.32607911e+00  1.30631426e+00  1.67370618e+00  5.06122807e-01  0.00000000e+00  2.33280502e+01
  0.00000000e+00  6.87891409e-01  1.85312408e+00  1.48810529e+00  1.49160899e+00  1.49977009e+00  1.48130613e+00  1.84404505e+00  6.87891409e-01  0.00000000e+00  2.75822030e+01
  0.00000000e+00  8.92180178e-01  2.04618642e+00  1.68548322e+00  1.68813351e+00  1.69616174e+00  1.67914490e+00  2.03735133e+00  8.92180178e-01  0.00000000e+00  3.26138449e+01
  0.00000000e+00  1.12115043e+00  2.26404812e+00  1.90758592e+00  1.90956298e+00  1.91739524e+00  1.90170896e+00  2.25539967e+00  1.12115043e+00  0.00000000e+00  3.85043091e+01
  0.00000000e+00  1.37773708e+00  2.51001498e+00  2.15762933e+00  2.15879670e+00  2.16654853e+00  2.15228185e+00  2.50164414e+00  1.37773708e+00  0.00000000e+00  4.53821216e+01
  7.13082010e-02  1.65186518e+00  2.77401060e+00  2.42563326e+00  2.42602569e+00  2.43378352e+00  2.42056675e+00  2.76581962e+00  1.65186518e+00  7.13082010e-02  5.29743201e+01
  4.21454194e-01  1.98152615e+00  3.09299172e+00  2.74877216e+00  2.74842321e+00  2.75604167e+00  2.74412268e+00  3.08507187e+00  1.98152615e+00  4.21454195e-01  6.19670170e+01
  8.06283636e-01  2.34913901e+00  3.44993445e+00  3.10988981e+00  3.10896211e+00  3.11643058e+00  3.10574160e+00  3.44252448e+00  2.34913901e+00  8.06283636e-01  7.21300972e+01
  1.23132804e+00  2.75732147e+00  3.84783638e+00  3.51203096e+00  3.51024273e+00  3.51758003e+00  3.50821518e+00  3.84060603e+00  2.75732141e+00  1.23132804e+00  8.36349351e+01
  1.69947907e+00  3.20927292e+00  4.28955985e+00  3.95765076e+00  3.95514654e+00  3.96255503e+00  3.95420239e+00  4.28246277e+00  3.20927293e+00  1.69947907e+00  9.65466480e+01
  2.21342375e+00  3.70706496e+00  4.77767600e+00  4.44961169e+00  4.44636999e+00  4.45373682e+00  4.44650160e+00  4.77071214e+00  3.70706495e+00  2.21342375e+00  1.10944436e+02
  2.77693971e+00  4.25478641e+00  5.31571773e+00  4.99143521e+00  4.98754458e+00  4.99486670e+00  4.98889748e+00  5.30888095e+00  4.25478641e+00  2.77693971e+00  1.26916102e+02
  3.39237629e+00  4.85491853e+00  5.90639401e+00  5.58573447e+00  5.58103191e+00  5.58844310e+00  5.58357636e+00  5.89975799e+00  4.85491853e+00  3.39237629e+00  1.44508671e+02
  4.06317578e+00  5.51087679e+00  6.55295979e+00  6.23587340e+00  6.23079403e+00  6.23799993e+00  6.23416623e+00  6.54641066e+00  5.51087679e+00  4.06317578e+00  1.63831155e+02
  4.79299519e+00  6.22601264e+00  7.25865832e+00  6.94534573e+00  6.93965694e+00  6.94691775e+00  6.94396428e+00  7.25234955e+00  6.22601264e+00  4.79299519e+00  1.84926598e+02
  5.58505863e+00  7.00321080e+00  8.02686459e+00  7.71717528e+00  7.71073305e+00  7.71803970e+00  7.71615627e+00  8.02083574e+00  7.00321080e+00  5.58505863e+00  2.07889271e+02
  6.44238596e+00  7.84650937e+00  8.86063027e+00  8.55454084e+00  8.54773730e+00  8.55523636e+00  8.55406070e+00  8.85586511e+00  7.84650938e+00  6.44238596e+00  2.32757565e+02
  7.36843862e+00  8.75846925e+00  9.76315796e+00  9.46081329e+00  9.45394010e+00  9.46237514e+00  9.46185950e+00  9.75854255e+00  8.75846922e+00  7.36843859e+00  2.59573071e+02
