PdfType: error
Format: lhagrid1
---
6.144210e-06 7.504560e-06 9.166090e-06 1.119550e-05 1.367420e-05 1.670170e-05 2.039950e-05 2.491600e-05 3.043250e-05 3.717030e-05 4.539990e-05 5.545160e-05 6.772870e-05 8.272410e-05 1.010390e-04 1.234100e-04 1.507330e-04 1.841060e-04 2.248670e-04 2.746540e-04 3.354630e-04 4.097350e-04 5.004510e-04 6.112530e-04 7.465860e-04 9.118820e-04 1.113780e-03 1.360370e-03 1.661560e-03 2.029430e-03 2.478750e-03 3.027550e-03 3.697860e-03 4.516580e-03 5.516560e-03 6.737950e-03 8.229750e-03 1.005180e-02 1.116455e-02 1.227730e-02 1.363645e-02 1.499560e-02 1.665560e-02 1.831560e-02 2.034320e-02 2.237080e-02 2.484725e-02 2.732370e-02 3.034850e-02 3.337330e-02 3.706775e-02 4.076220e-02 4.527465e-02 4.978710e-02 5.529860e-02 6.081010e-02 6.754185e-02 7.427360e-02 8.249580e-02 9.071800e-02 1.007605e-01 1.108030e-01 1.230690e-01 1.353350e-01 1.400000e-01 1.446650e-01 1.496515e-01 1.546380e-01 1.599685e-01 1.652990e-01 1.709965e-01 1.766940e-01 1.827850e-01 1.888760e-01 1.953865e-01 2.018970e-01 2.088560e-01 2.158150e-01 2.232540e-01 2.306930e-01 2.386450e-01 2.465970e-01 2.550970e-01 2.635970e-01 2.726830e-01 2.817690e-01 2.914815e-01 3.011940e-01 3.115760e-01 3.219580e-01 3.330560e-01 3.441540e-01 3.560165e-01 3.678790e-01 3.805600e-01 3.932410e-01 4.067955e-01 4.203500e-01 4.348395e-01 4.493290e-01 4.648170e-01 4.803050e-01 4.968610e-01 5.134170e-01 5.311145e-01 5.488120e-01 5.549780e-01 5.611440e-01 5.674485e-01 5.737530e-01 5.801995e-01 5.866460e-01 5.932375e-01 5.998290e-01 6.065680e-01 6.133070e-01 6.201980e-01 6.270890e-01 6.341345e-01 6.411800e-01 6.483840e-01 6.555880e-01 6.629540e-01 6.703200e-01 6.778515e-01 6.853830e-01 6.930835e-01 7.007840e-01 7.086575e-01 7.165310e-01 7.245815e-01 7.326320e-01 7.408635e-01 7.490950e-01 7.575115e-01 7.659280e-01 7.745335e-01 7.831390e-01 7.919380e-01 8.007370e-01 8.097340e-01 8.187310e-01 8.217745e-01 8.248180e-01 8.278840e-01 8.309500e-01 8.340390e-01 8.371280e-01 8.402400e-01 8.433520e-01 8.464875e-01 8.496230e-01 8.527815e-01 8.559400e-01 8.591215e-01 8.623030e-01 8.655090e-01 8.687150e-01 8.719440e-01 8.751730e-01 8.784265e-01 8.816800e-01 8.849575e-01 8.882350e-01 8.915370e-01 8.948390e-01 8.981655e-01 9.014920e-01 9.048435e-01 9.081950e-01 9.115710e-01 9.149470e-01 9.183485e-01 9.217500e-01 9.251765e-01 9.286030e-01 9.320550e-01 9.355070e-01 9.389845e-01 9.424620e-01 9.459660e-01 9.494700e-01 9.529995e-01 9.565290e-01 9.600845e-01 9.636400e-01 9.672225e-01 9.708050e-01 9.744140e-01 9.780230e-01 9.816585e-01 9.852940e-01 9.889570e-01 9.926200e-01 9.963100e-01 1.000000e+00
1.400000e+00 1.464610e+00 1.659240e+00 1.890670e+00 2.167490e+00 2.500670e+00 2.904300e+00 3.396640e+00 4.001450e+00 4.750000e+00 5.767150e+00 7.070720e+00 8.758190e+00 1.096570e+01 1.388560e+01 1.779290e+01 2.308550e+01 3.034710e+01 4.044480e+01 5.468640e+01 7.507240e+01 1.047120e+02 1.485170e+02 2.143800e+02 3.152120e+02 4.725370e+02 7.229460e+02 1.129950e+03 1.806160e+03 2.955930e+03 4.958860e+03 8.538140e+03 1.510790e+04 2.751070e+04 5.162750e+04 1.000000e+05
-5 -4 -3 -2 -1 1 2 3 4 5 21
  0.00000000e+00  3.58874275e-02  6.03105576e-01  9.72542467e-01  1.11870110e+00  7.23890488e-01  8.45319873e-01  5.60504106e-01  3.58874276e-02  0.00000000e+00  9.83879396e+00
  0.00000000e+00  6.87633588e-02  6.34772755e-01  1.00246905e+00  1.14708386e+00  7.55650184e-01  8.76415201e-01  5.92548128e-01  6.87633588e-02  0.00000000e+00  1.04879023e+01
  0.00000000e+00  1.74419997e-01  7.35090559e-01  1.09678915e+00  1.23522635e+00  8.57222167e-01  9.75098859e-01  6.94377292e-01  1.74419997e-01  0.00000000e+00  1.25552375e+01
  0.00000000e+00  2.96764191e-01  8.53980341e-01  1.20978572e+00  1.34248215e+00  9.77256752e-01  1.09239384e+00  8.14783637e-01  2.96764191e-01  0.00000000e+00  1.51969513e+01
  0.00000000e+00  4.38991575e-01  9.92549957e-01  1.34276042e+00  1.47029014e+00  1.11712603e+00  1.22950483e+00  9.54659418e-01  4.38991575e-01  0.00000000e+00  1.84886063e+01
  0.00000000e+00  6.02524813e-01  1.15254867e+00  1.49763512e+00  1.62023349e+00  1.27830146e+00  1.38807981e+00  1.11622935e+00  6.02524813e-01  0.00000000e+00  2.24986504e+01
  0.00000000e+00  7.88934644e-01  1.33573436e+00  1.67562537e+00  1.79330327e+00  1.46240613e+00  1.56971088e+00  1.30043697e+00  7.88934644e-01  0.00000000e+00  2.72934765e+01
  0.00000000e+00  1.00044508e+00  1.54385699e+00  1.87875049e+00  1.99207494e+00  1.67137445e+00  1.77638909e+00  1.50973797e+00  1.00044508e+00  0.00000000e+00  3.29559698e+01
  0.00000000e+00  1.23978707e+00  1.78001857e+00  2.11030199e+00  2.21919014e+00  1.90849433e+00  2.01124833e+00  1.74689925e+00  1.23978707e+00  0.00000000e+00  3.96090785e+01
  7.61283120e-02  1.49702712e+00  2.03418389e+00  2.36008332e+00  2.46475063e+00  2.16352732e+00  2.26405802e+00  2.00207257e+00  1.49702712e+00  7.61283120e-02  4.69941537e+01
  4.05657474e-01  1.80919097e+00  2.34300079e+00  2.66435618e+00  2.76479597e+00  2.47292956e+00  2.57160980e+00  2.31197722e+00  1.80919097e+00  4.05657475e-01  5.57994124e+01
  7.69732892e-01  2.15897333e+00  2.68947253e+00  3.00643435e+00  3.10280137e+00  2.82029580e+00  2.91694596e+00  2.65965519e+00  2.15897333e+00  7.69732892e-01  6.57717775e+01
  1.17429520e+00  2.54972957e+00  3.07696961e+00  3.38981213e+00  3.48205810e+00  3.20848893e+00  3.30328317e+00  3.04816325e+00  2.54972951e+00  1.17429520e+00  7.70901801e+01
  1.62222166e+00  2.98434771e+00  3.50830051e+00  3.81682612e+00  3.90551798e+00  3.64046542e+00  3.73332044e+00  3.48045787e+00  2.98434772e+00  1.62222166e+00  8.98101251e+01
  2.11638688e+00  3.46516160e+00  3.98623962e+00  4.29051548e+00  4.37541005e+00  4.11888211e+00  4.20994809e+00  3.95913660e+00  3.46516159e+00  2.11638688e+00  1.04041981e+02
  2.66022715e+00  3.99600535e+00  4.51407821e+00  4.81442577e+00  4.89587229e+00  4.64727297e+00  4.73659480e+00  4.48774213e+00  3.99600535e+00  2.66022715e+00  1.19814564e+02
  3.25633898e+00  4.57952634e+00  5.09448385e+00  5.39105771e+00  5.46879697e+00  5.22824260e+00  5.31591872e+00  5.06896962e+00  4.57952634e+00  3.25633898e+00  1.37244600e+02
  3.90825705e+00  5.21908086e+00  5.73093962e+00  6.02355588e+00  6.09829993e+00  5.86505278e+00  5.95109767e+00  5.70615519e+00  5.21908086e+00  3.90825705e+00  1.56393818e+02
  4.61924275e+00  5.91769656e+00  6.42661414e+00  6.71577438e+00  6.78714240e+00  6.56140821e+00  6.64571310e+00  6.40275162e+00  5.91769656e+00  4.61924275e+00  1.77313319e+02
