PdfType: error
Format: lhagrid1
---
6.144210e-06 7.504560e-06 9.166090e-06 1.119550e-05 1.367420e-05 1.670170e-05 2.039950e-05 2.491600e-05 3.043250e-05 3.717030e-05 4.539990e-05 5.545160e-05 6.772870e-05 8.272410e-05 1.010390e-04 1.234100e-04 1.507330e-04 1.841060e-04 2.248670e-04 2.746540e-04 3.354630e-04 4.097350e-04 5.004510e-04 6.112530e-04 7.465860e-04 9.118820e-04 1.113780e-03 1.360370e-03 1.661560e-03 2.029430e-03 2.478750e-03 3.027550e-03 3.697860e-03 4.516580e-03 5.516560e-03 6.737950e-03 8.229750e-03 1.005180e-02 1.116455e-02 1.227730e-02 1.363645e-02 1.499560e-02 1.665560e-02 1.831560e-02 2.034320e-02 2.237080e-02 2.484725e-02 2.732370e-02 3.034850e-02 3.337330e-02 3.706775e-02 4.076220e-02 4.527465e-02 4.978710e-02 5.529860e-02 6.081010e-02 6.754185e-02 7.427360e-02 8.249580e-02 9.071800e-02 1.007605e-01 1.108030e-01 1.230690e-01 1.353350e-01 1.400000e-01 1.446650e-01 1.496515e-01 1.546380e-01 1.599685e-01 1.652990e-01 1.709965e-01 1.766940e-01 1.827850e-01 1.888760e-01 1.953865e-01 2.018970e-01 2.088560e-01 2.158150e-01 2.232540e-01 2.306930e-01 2.386450e-01 2.465970e-01 2.550970e-01 2.635970e-01 2.726830e-01 2.817690e-01 2.914815e-01 3.011940e-01 3.115760e-01 3.219580e-01 3.330560e-01 3.441540e-01 3.560165e-01 3.678790e-01 3.805600e-01 3.932410e-01 4.067955e-01 4.203500e-01 4.348395e-01 4.493290e-01 4.648170e-01 4.803050e-01 4.968610e-01 5.134170e-01 5.311145e-01 5.488120e-01 5.549780e-01 5.611440e-01 5.674485e-01 5.737530e-01 5.801995e-01 5.866460e-01 5.932375e-01 5.998290e-01 6.065680e-01 6.133070e-01 6.201980e-01 6.270890e-01 6.341345e-01 6.411800e-01 6.483840e-01 6.555880e-01 6.629540e-01 6.703200e-01 6.778515e-01 6.853830e-01 6.930835e-01 7.007840e-01 7.086575e-01 7.165310e-01 7.245815e-01 7.326320e-01 7.408635e-01 7.490950e-01 7.575115e-01 7.659280e-01 7.745335e-01 7.831390e-01 7.919380e-01 8.007370e-01 8.097340e-01 8.187310e-01 8.217745e-01 8.248180e-01 8.278840e-01 8.309500e-01 8.340390e-01 8.371280e-01 8.402400e-01 8.433520e-01 8.464875e-01 8.496230e-01 8.527815e-01 8.559400e-01 8.591215e-01 8.623030e-01 8.655090e-01 8.687150e-01 8.719440e-01 8.751730e-01 8.784265e-01 8.816800e-01 8.849575e-01 8.882350e-01 8.915370e-01 8.948390e-01 8.981655e-01 9.014920e-01 9.048435e-01 9.081950e-01 9.115710e-01 9.149470e-01 9.183485e-01 9.217500e-01 9.251765e-01 9.286030e-01 9.320550e-01 9.355070e-01 9.389845e-01 9.424620e-01 9.459660e-01 9.494700e-01 9.529995e-01 9.565290e-01 9.600845e-01 9.636400e-01 9.672225e-01 9.708050e-01 9.744140e-01 9.780230e-01 9.816585e-01 9.852940e-01 9.889570e-01 9.926200e-01 9.963100e-01 1.000000e+00
1.400000e+00 1.464610e+00 1.659240e+00 1.890670e+00 2.167490e+00 2.500670e+00 2.904300e+00 3.396640e+00 4.001450e+00 4.750000e+00 5.767150e+00 7.070720e+00 8.758190e+00 1.096570e+01 1.388560e+01 1.779290e+01 2.308550e+01 3.034710e+01 4.044480e+01 5.468640e+01 7.507240e+01 1.047120e+02 1.485170e+02 2.143800e+02 3.152120e+02 4.725370e+02 7.229460e+02 1.129950e+03 1.806160e+03 2.955930e+03 4.958860e+03 8.538140e+03 1.510790e+04 2.751070e+04 5.162750e+04 1.000000e+05
-5 -4 -3 -2 -1 1 2 3 4 5 21
  0.00000000e+00  4.00476625e-02  8.59890953e-01  7.43634144e-01  9.79607960e-01  8.93551052e-01  9.35106019e-01  7.21773316e-01  4.00476626e-02  0.00000000e+00  9.31402105e+00
  0.00000000e+00  7.23068938e-02  8.88737264e-01  7.74908792e-01  1.00861599e+00  9.23321969e-01  9.64827635e-01  7.51860181e-01  7.23068938e-02  0.00000000e+00  9.95654665e+00
  0.00000000e+00  1.75518515e-01  9.77941308e-01  8.74380951e-01  1.09927006e+00  1.01716519e+00  1.05800333e+00  8.45945239e-01  1.75518515e-01  0.00000000e+00  1.20003816e+01
  0.00000000e+00  2.95567214e-01  1.08649849e+00  9.92293352e-01  1.20895329e+00  1.12981928e+00  1.17020138e+00  9.58886995e-01  2.95567214e-01  0.00000000e+00  1.46239588e+01
  0.00000000e+00  4.35649907e-01  1.21508315e+00  1.13001746e+00  1.33893850e+00  1.26257286e+00  1.30243853e+00  1.09187071e+00  4.35649907e-01  0.00000000e+00  1.79000956e+01
  0.00000000e+00  5.97184656e-01  1.36588656e+00  1.28926168e+00  1.49098697e+00  1.41718937e+00  1.45655377e+00  1.24678804e+00  5.97184656e-01  0.00000000e+00  2.18978470e+01
  0.00000000e+00  7.81746996e-01  1.54028928e+00  1.47152771e+00  1.66621658e+00  1.59506653e+00  1.63388092e+00  1.42488611e+00  7.81746996e-01  0.00000000e+00  2.66846742e+01
  0.00000000e+00  9.91384020e-01  1.74008734e+00  1.67893167e+00  1.86687714e+00  1.79804276e+00  1.83659952e+00  1.62822694e+00  9.91384020e-01  0.00000000e+00  3.23405511e+01
  0.00000000e+00  1.22916535e+00  1.96817335e+00  1.91428909e+00  2.09594826e+00  2.02955640e+00  2.06763573e+00  1.85996739e+00  1.22916535e+00  0.00000000e+00  3.89879036e+01
  8.05749101e-02  1.48479476e+00  2.21485568e+00  2.16775995e+00  2.34339914e+00  2.27912015e+00  2.31686826e+00  2.10982278e+00  1.48479476e+00  8.05749101e-02  4.63710312e+01
  4.08169010e-01  1.79541823e+00  2.51614552e+00  2.47595337e+00  2.64536009e+00  2.58332193e+00  2.62075382e+00  2.41439374e+00  1.79541823e+00  4.08169011e-01  5.51793059e+01
  7.70398082e-01  2.14379623e+00  2.85519160e+00  2.82188398e+00  2.98542497e+00  2.92552433e+00  2.96253298e+00  2.75694601e+00  2.14379623e+00  7.70398082e-01  6.51562145e+01
  1.17320338e+00  2.53317730e+00  3.23576869e+00  3.20899791e+00  3.36654856e+00  3.30882796e+00  3.34563047e+00  3.14058482e+00  2.53317724e+00  1.17320338e+00  7.64803795e+01
  1.61960445e+00  2.96652294e+00  3.66044864e+00  3.63971548e+00  3.79182916e+00  3.73613390e+00  3.77256905e+00  3.56823534e+00  2.96652295e+00  1.61960445e+00  8.92101088e+01
  2.11219941e+00  3.44617912e+00  4.13174699e+00  4.11704328e+00  4.26367301e+00  4.20996614e+00  4.24608493e+00  4.04252667e+00  3.44617911e+00  2.11219941e+00  1.03442378e+02
  2.65461179e+00  3.97604095e+00  4.65350486e+00  4.64460128e+00  4.78584864e+00  4.73397638e+00  4.77007204e+00  4.56689746e+00  3.97604095e+00  2.65461179e+00  1.19240865e+02
  3.24940461e+00  4.55860279e+00  5.22818705e+00  5.22461582e+00  5.36073129e+00  5.31081139e+00  5.34671146e+00  5.14417572e+00  4.55860279e+00  3.24940461e+00  1.36664943e+02
  3.90014610e+00  5.19725460e+00  5.85890354e+00  5.86051202e+00  5.99219885e+00  5.94384360e+00  5.97941244e+00  5.77760358e+00  5.19725460e+00  3.90014610e+00  1.55816808e+02
  4.61001757e+00  5.89525696e+00  6.54929669e+00  6.55606889e+00  6.68285203e+00  6.63643745e+00  6.67171794e+00  6.47047034e+00  5.89525696e+00  4.61001757e+00  1.76776012e+02
