PdfType: error
Format: lhagrid1
---
6.144210e-06 7.504560e-06 9.166090e-06 1.119550e-05 1.367420e-05 1.670170e-05 2.039950e-05 2.491600e-05 3.043250e-05 3.717030e-05 4.539990e-05 5.545160e-05 6.772870e-05 8.272410e-05 1.010390e-04 1.234100e-04 1.507330e-04 1.841060e-04 2.248670e-04 2.746540e-04 3.354630e-04 4.097350e-04 5.004510e-04 6.112530e-04 7.465860e-04 9.118820e-04 1.113780e-03 1.360370e-03 1.661560e-03 2.029430e-03 2.478750e-03 3.027550e-03 3.697860e-03 4.516580e-03 5.516560e-03 6.737950e-03 8.229750e-03 1.005180e-02 1.116455e-02 1.227730e-02 1.363645e-02 1.499560e-02 1.665560e-02 1.831560e-02 2.034320e-02 2.237080e-02 2.484725e-02 2.732370e-02 3.034850e-02 3.337330e-02 3.706775e-02 4.076220e-02 4.527465e-02 4.978710e-02 5.529860e-02 6.081010e-02 6.754185e-02 7.427360e-02 8.249580e-02 9.071800e-02 1.007605e-01 1.108030e-01 1.230690e-01 1.353350e-01 1.400000e-01 1.446650e-01 1.496515e-01 1.546380e-01 1.599685e-01 1.652990e-01 1.709965e-01 1.766940e-01 1.827850e-01 1.888760e-01 1.953865e-01 2.018970e-01 2.088560e-01 2.158150e-01 2.232540e-01 2.306930e-01 2.386450e-01 2.465970e-01 2.550970e-01 2.635970e-01 2.726830e-01 2.817690e-01 2.914815e-01 3.011940e-01 3.115760e-01 3.219580e-01 3.330560e-01 3.441540e-01 3.560165e-01 3.678790e-01 3.805600e-01 3.932410e-01 4.067955e-01 4.203500e-01 4.348395e-01 4.493290e-01 4.648170e-01 4.803050e-01 4.968610e-01 5.134170e-01 5.311145e-01 5.488120e-01 5.549780e-01 5.611440e-01 5.674485e-01 5.737530e-01 5.801995e-01 5.866460e-01 5.932375e-01 5.998290e-01 6.065680e-01 6.133070e-01 6.201980e-01 6.270890e-01 6.341345e-01 6.411800e-01 6.483840e-01 6.555880e-01 6.629540e-01 6.703200e-01 6.778515e-01 6.853830e-01 6.930835e-01 7.007840e-01 7.086575e-01 7.165310e-01 7.245815e-01 7.326320e-01 7.408635e-01 7.490950e-01 7.575115e-01 7.659280e-01 7.745335e-01 7.831390e-01 7.919380e-01 8.007370e-01 8.097340e-01 8.187310e-01 8.217745e-01 8.248180e-01 8.278840e-01 8.309500e-01 8.340390e-01 8.371280e-01 8.402400e-01 8.433520e-01 8.464875e-01 8.496230e-01 8.527815e-01 8.559400e-01 8.591215e-01 8.623030e-01 8.655090e-01 8.687150e-01 8.719440e-01 8.751730e-01 8.784265e-01 8.816800e-01 8.849575e-01 8.882350e-01 8.915370e-01 8.948390e-01 8.981655e-01 9.014920e-01 9.048435e-01 9.081950e-01 9.115710e-01 9.149470e-01 9.183485e-01 9.217500e-01 9.251765e-01 9.286030e-01 9.320550e-01 9.355070e-01 9.389845e-01 9.424620e-01 9.459660e-01 9.494700e-01 9.529995e-01 9.565290e-01 9.600845e-01 9.636400e-01 9.672225e-01 9.708050e-01 9.744140e-01 9.780230e-01 9.816585e-01 9.852940e-01 9.889570e-01 9.926200e-01 9.963100e-01 1.000000e+00
1.400000e+00 1.464610e+00 1.659240e+00 1.890670e+00 2.167490e+00 2.500670e+00 2.904300e+00 3.396640e+00 4.001450e+00 4.750000e+00 5.767150e+00 7.070720e+00 8.758190e+00 1.096570e+01 1.388560e+01 1.779290e+01 2.308550e+01 3.034710e+01 4.044480e+01 5.468640e+01 7.507240e+01 1.047120e+02 1.485170e+02 2.143800e+02 3.152120e+02 4.725370e+02 7.229460e+02 1.129950e+03 1.806160e+03 2.955930e+03 4.958860e+03 8.538140e+03 1.510790e+04 2.751070e+04 5.162750e+04 1.000000e+05
-5 -4 -3 -2 -1 1 2 3 4 5 21
  0.00000000e+00  1.41043755e-01  1.76495628e-01  5.85149729e-01  5.82133817e-01  6.30227717e-01  5.89761512e-01  4.58845871e-01  1.41043755e-01  0.00000000e+00  2.17631756e+01
  0.00000000e+00  1.80290998e-01  2.19135475e-01  6.25559979e-01  6.22337112e-01  6.70065488e-01  6.30171757e-01  4.99008160e-01  1.80290998e-01  0.00000000e+00  2.22977716e+01
  0.00000000e+00  3.10365444e-01  3.62059079e-01  7.60473456e-01  7.56554826e-01  8.02903287e-01  7.64885982e-01  6.32146470e-01  3.10365444e-01  0.00000000e+00  2.38984288e+01
  0.00000000e+00  4.53906951e-01  5.19331191e-01  9.09846747e-01  9.05561558e-01  9.50380292e-01  9.14498490e-01  7.80098789e-01  4.53906951e-01  0.00000000e+00  2.60733772e+01
  0.00000000e+00  6.14538309e-01  6.92493713e-01  1.07556451e+00  1.07090089e+00  1.11449682e+00  1.08049235e+00  9.44675888e-01  6.14538309e-01  0.00000000e+00  2.89013119e+01
  0.00000000e+00  7.94005007e-01  8.83971019e-01  1.26005819e+00  1.25482194e+00  1.29719401e+00  1.26494483e+00  1.12792354e+00  7.94005007e-01  0.00000000e+00  3.24562584e+01
  0.00000000e+00  9.94227373e-01  1.09536102e+00  1.46470324e+00  1.45925878e+00  1.50035325e+00  1.46974278e+00  1.33137580e+00  9.94227373e-01  0.00000000e+00  3.68058155e+01
  0.00000000e+00  1.21758569e+00  1.32913917e+00  1.69222387e+00  1.68622106e+00  1.72624558e+00  1.69734948e+00  1.55770481e+00  1.21758569e+00  0.00000000e+00  4.20325630e+01
  0.00000000e+00  1.46703065e+00  1.58861994e+00  1.94563275e+00  1.93920180e+00  1.97813143e+00  1.95091941e+00  1.81000274e+00  1.46703065e+00  0.00000000e+00  4.82634277e+01
  1.79493058e-01  1.73296726e+00  1.86403060e+00  2.21519635e+00  2.20832547e+00  2.24639725e+00  2.22052669e+00  2.07862608e+00  1.73296726e+00  1.79493058e-01  5.52297807e+01
  5.20646355e-01  2.05271961e+00  2.19312287e+00  2.53844640e+00  2.53112966e+00  2.56815231e+00  2.54387733e+00  2.40097515e+00  2.05271961e+00  5.20646356e-01  6.35903077e+01
  8.95014103e-01  2.40903144e+00  2.55847533e+00  2.89816005e+00  2.89043443e+00  2.92649518e+00  2.90369603e+00  2.75980118e+00  2.40903144e+00  8.95014103e-01  7.31259641e+01
  1.30856684e+00  2.80498144e+00  2.96318874e+00  3.29730092e+00  3.28920879e+00  3.32433327e+00  3.30297849e+00  3.15811943e+00  2.80498138e+00  1.30856684e+00  8.40191253e+01
  1.76409003e+00  3.24345016e+00  3.41007229e+00  3.73879833e+00  3.73038643e+00  3.76459110e+00  3.74453932e+00  3.59870093e+00  3.24345017e+00  1.76409003e+00  9.63415247e+01
  2.26470300e+00  3.72722222e+00  3.90200721e+00  4.22540575e+00  4.21644718e+00  4.24980294e+00  4.23138649e+00  4.08449894e+00  3.72722221e+00  2.26470300e+00  1.10184016e+02
  2.81400742e+00  4.26012053e+00  4.44248191e+00  4.76093311e+00  4.75155598e+00  4.78407828e+00  4.76707521e+00  4.61926740e+00  4.26012053e+00  2.81400742e+00  1.25602982e+02
  3.41449441e+00  4.84482414e+00  5.03441440e+00  5.34785915e+00  5.33805936e+00  5.36991695e+00  5.35416916e+00  5.20551052e+00  4.84482414e+00  3.41449441e+00  1.42667474e+02
  4.06983085e+00  5.48465423e+00  5.68123001e+00  5.98986173e+00  5.97997675e+00  6.01095116e+00  5.99645743e+00  5.84699311e+00  5.48465423e+00  4.06983085e+00  1.61474884e+02
  4.78363867e+00  6.18305232e+00  6.38625641e+00  6.69044826e+00  6.68011981e+00  6.71039233e+00  6.69704480e+00  6.54703276e+00  6.18305232e+00  4.78363867e+00  1.82091809e+02
  5.55891903e+00  6.94344899e+00  7.15292456e+00  7.45265465e+00  7.44182403e+00  7.47148399e+00  7.45934691e+00  7.30863122e+00  6.94344899e+00  5.55891903e+00  2.04583872e+02
