PdfType: error
Format: lhagrid1
---
6.144210e-06 7.504560e-06 9.166090e-06 1.119550e-05 1.367420e-05 1.670170e-05 2.039950e-05 2.491600e-05 3.043250e-05 3.717030e-05 4.539990e-05 5.545160e-05 6.772870e-05 8.272410e-05 1.010390e-04 1.234100e-04 1.507330e-04 1.841060e-04 2.248670e-04 2.746540e-04 3.354630e-04 4.097350e-04 5.004510e-04 6.112530e-04 7.465860e-04 9.118820e-04 1.113780e-03 1.360370e-03 1.661560e-03 2.029430e-03 2.478750e-03 3.027550e-03 3.697860e-03 4.516580e-03 5.516560e-03 6.737950e-03 8.229750e-03 1.005180e-02 1.116455e-02 1.227730e-02 1.363645e-02 1.499560e-02 1.665560e-02 1.831560e-02 2.034320e-02 2.237080e-02 2.484725e-02 2.732370e-02 3.034850e-02 3.337330e-02 3.706775e-02 4.076220e-02 4.527465e-02 4.978710e-02 5.529860e-02 6.081010e-02 6.754185e-02 7.427360e-02 8.249580e-02 9.071800e-02 1.007605e-01 1.108030e-01 1.230690e-01 1.353350e-01 1.400000e-01 1.446650e-01 1.496515e-01 1.546380e-01 1.599685e-01 1.652990e-01 1.709965e-01 1.766940e-01 1.827850e-01 1.888760e-01 1.953865e-01 2.018970e-01 2.088560e-01 2.158150e-01 2.232540e-01 2.306930e-01 2.386450e-01 2.465970e-01 2.550970e-01 2.635970e-01 2.726830e-01 2.817690e-01 2.914815e-01 3.011940e-01 3.115760e-01 3.219580e-01 3.330560e-01 3.441540e-01 3.560165e-01 3.678790e-01 3.805600e-01 3.932410e-01 4.067955e-01 4.203500e-01 4.348395e-01 4.493290e-01 4.648170e-01 4.803050e-01 4.968610e-01 5.134170e-01 5.311145e-01 5.488120e-01 5.549780e-01 5.611440e-01 5.674485e-01 5.737530e-01 5.801995e-01 5.866460e-01 5.932375e-01 5.998290e-01 6.065680e-01 6.133070e-01 6.201980e-01 6.270890e-01 6.341345e-01 6.411800e-01 6.483840e-01 6.555880e-01 6.629540e-01 6.703200e-01 6.778515e-01 6.853830e-01 6.930835e-01 7.007840e-01 7.086575e-01 7.165310e-01 7.245815e-01 7.326320e-01 7.408635e-01 7.490950e-01 7.575115e-01 7.659280e-01 7.745335e-01 7.831390e-01 7.919380e-01 8.007370e-01 8.097340e-01 8.187310e-01 8.217745e-01 8.248180e-01 8.278840e-01 8.309500e-01 8.340390e-01 8.371280e-01 8.402400e-01 8.433520e-01 8.464875e-01 8.496230e-01 8.527815e-01 8.559400e-01 8.591215e-01 8.623030e-01 8.655090e-01 8.687150e-01 8.719440e-01 8.751730e-01 8.784265e-01 8.816800e-01 8.849575e-01 8.882350e-01 8.915370e-01 8.948390e-01 8.981655e-01 9.014920e-01 9.048435e-01 9.081950e-01 9.115710e-01 9.149470e-01 9.183485e-01 9.217500e-01 9.251765e-01 9.286030e-01 9.320550e-01 9.355070e-01 9.389845e-01 9.424620e-01 9.459660e-01 9.494700e-01 9.529995e-01 9.565290e-01 9.600845e-01 9.636400e-01 9.672225e-01 9.708050e-01 9.744140e-01 9.780230e-01 9.816585e-01 9.852940e-01 9.889570e-01 9.926200e-01 9.963100e-01 1.000000e+00
1.400000e+00 1.464610e+00 1.659240e+00 1.890670e+00 2.167490e+00 2.500670e+00 2.904300e+00 3.396640e+00 4.001450e+00 4.750000e+00 5.767150e+00 7.070720e+00 8.758190e+00 1.096570e+01 1.388560e+01 1.779290e+01 2.308550e+01 3.034710e+01 4.044480e+01 5.468640e+01 7.507240e+01 1.047120e+02 1.485170e+02 2.143800e+02 3.152120e+02 4.725370e+02 7.229460e+02 1.129950e+03 1.806160e+03 2.955930e+03 4.958860e+03 8.538140e+03 1.510790e+04 2.751070e+04 5.162750e+04 1.000000e+05
-5 -4 -3 -2 -1 1 2 3 4 5 21
  0.00000000e+00  2.58435575e-02  4.41911435e-01  8.04794620e-01  7.96956017e-01  9.38454529e-01  8.50237817e-01  5.65629611e-01  2.58435576e-02  0.00000000e+00  9.46756169e+00
  0.00000000e+00  5.88613848e-02  4.74584223e-01  8.35987110e-01  8.28188976e-01  9.68559459e-01  8.81142356e-01  5.97220296e-01  5.88613848e-02  0.00000000e+00  1.01282113e+01
  0.00000000e+00  1.65099623e-01  5.78908650e-01  9.35207666e-01  9.27735231e-01  1.06368163e+00  9.79003119e-01  6.97273283e-01  1.65099623e-01  0.00000000e+00  1.22411590e+01
  0.00000000e+00  2.88033274e-01  7.01688366e-01  1.05304401e+00  1.04585501e+00  1.17724412e+00  1.09556187e+00  8.15978862e-01  2.88033274e-01  0.00000000e+00  1.49251312e+01
  0.00000000e+00  4.30842155e-01  8.43992405e-01  1.19072226e+00  1.18384268e+00  1.31129720e+00  1.23209104e+00  9.54482088e-01  4.30842155e-01  0.00000000e+00  1.82534493e+01
  0.00000000e+00  5.94942712e-01  1.00748350e+00  1.34996700e+00  1.34328096e+00  1.46683556e+00  1.39035084e+00  1.11449709e+00  5.94942712e-01  0.00000000e+00  2.22962229e+01
  0.00000000e+00  7.81876880e-01  1.19403571e+00  1.53201797e+00  1.52568840e+00  1.64566101e+00  1.57127817e+00  1.29743551e+00  7.81876880e-01  0.00000000e+00  2.71184402e+01
  0.00000000e+00  9.93750870e-01  1.40530781e+00  1.73920676e+00  1.73323458e+00  1.84940619e+00  1.77766042e+00  1.50542182e+00  9.93750870e-01  0.00000000e+00  3.28014479e+01
  0.00000000e+00  1.23361651e+00  1.64441469e+00  1.97443961e+00  1.96849235e+00  2.08166321e+00  2.01191351e+00  1.74140995e+00  1.23361651e+00  0.00000000e+00  3.94720946e+01
  7.90391453e-02  1.49127228e+00  1.90144551e+00  2.22775173e+00  2.22197017e+00  2.33195615e+00  2.26431942e+00  1.99540419e+00  1.49127228e+00  7.90391453e-02  4.68697095e+01
  4.08701838e-01  1.80365498e+00  2.21300590e+00  2.53551262e+00  2.52993049e+00  2.63666000e+00  2.57130447e+00  2.30405271e+00  1.80365498e+00  4.08701839e-01  5.56848644e+01
  7.72845742e-01  2.15370723e+00  2.56227100e+00  2.88099674e+00  2.87563926e+00  2.97938369e+00  2.91594447e+00  2.65051116e+00  2.15370723e+00  7.72845742e-01  6.56628033e+01
  1.17735165e+00  2.54458525e+00  2.95223234e+00  3.26748486e+00  3.26218831e+00  3.36288525e+00  3.30172876e+00  3.03768233e+00  2.54458519e+00  1.17735165e+00  7.69818396e+01
  1.62531994e+00  2.97932974e+00  3.38612538e+00  3.69771617e+00  3.69259461e+00  3.79031065e+00  3.73108372e+00  3.46871699e+00  2.97932975e+00  1.62531994e+00  8.96913693e+01
  2.11925330e+00  3.45999624e+00  3.86602420e+00  4.17413904e+00  4.16919192e+00  4.26423516e+00  4.20688714e+00  3.94605824e+00  3.45999623e+00  2.11925330e+00  1.03910676e+02
  2.66275303e+00  3.99082276e+00  4.39591506e+00  4.70077785e+00  4.69584194e+00  4.78810575e+00  4.73276674e+00  4.47323676e+00  3.99082276e+00  2.66275303e+00  1.19681537e+02
  3.25856927e+00  4.57409238e+00  4.97830034e+00  5.27961439e+00  5.27487846e+00  5.36468863e+00  5.31111437e+00  5.05311968e+00  4.57409238e+00  3.25856927e+00  1.37088068e+02
  3.90989004e+00  5.21311550e+00  5.61631122e+00  5.91448345e+00  5.91007344e+00  5.99727702e+00  5.94553928e+00  5.68887661e+00  5.21311550e+00  3.90989004e+00  1.56215868e+02
  4.62033510e+00  5.91158124e+00  6.31364507e+00  6.60880016e+00  6.60435148e+00  6.68908754e+00  6.63902638e+00  6.38400126e+00  5.91158124e+00  4.62033510e+00  1.77121244e+02
  5.39307206e+00  6.67217116e+00  7.07331674e+00  7.36533362e+00  7.36094025e+00  7.44344310e+00  7.39511034e+00  7.14129633e+00  6.67217116e+00  5.39307206e+00  1.99877335e+02
  6.23124201e+00  7.49882250e+00  7.89872901e+00  8.18711164e+00  8.18351243e+00  8.26388014e+00  8.21706711e+00  7.96477335e+00  7.49882251e+00  6.23124201e+00  2.24543580e+02
  7.13830876e+00  8.39376118e+00  8.79306630e+00  9.07835558e+00  9.07477529e+00  9.15436587e+00  9.10853176e+00  8.85684817e+00  8.39376115e+00  7.13830873e+00  2.51178244e+02
  8.11799469e+00  9.36217313e+00  9.76052261e+00  1.00438537e+01  1.00402591e+01  1.01166802e+01  1.00718394e+01  9.82161547e+00  9.36217312e+00  8.11799468e+00  2.79866430e+02
  9.17346194e+00  1.04067111e+01  1.08027089e+01  1.10839987e+01  1.10795319e+01  1.11534624e+01  1.11122840e+01  1.08638762e+01  1.04067111e+01  9.17346194e+00  3.10618361e+02
  1.03093169e+01  1.15302726e+01  1.19269375e+01  1.22043313e+01  1.22008665e+01  1.22722518e+01  1.22324404e+01  1.19839103e+01  1.15302726e+01  1.03093169e+01  3.43506367e+02
  1.15263240e+01  1.27384303e+01  1.31325073e+01  1.34076899e+01  1.34035992e+01  1.34733675e+01  1.34345676e+01  1.31890471e+01  1.27384303e+01  1.15263240e+01  3.78569514e+02
