PdfType: error
Format: lhagrid1
---
6.144210e-06 7.504560e-06 9.166090e-06 1.119550e-05 1.367420e-05 1.670170e-05 2.039950e-05 2.491600e-05 3.043250e-05 3.717030e-05 4.539990e-05 5.545160e-05 6.772870e-05 8.272410e-05 1.010390e-04 1.234100e-04 1.507330e-04 1.841060e-04 2.248670e-04 2.746540e-04 3.354630e-04 4.097350e-04 5.004510e-04 6.112530e-04 7.465860e-04 9.118820e-04 1.113780e-03 1.360370e-03 1.661560e-03 2.029430e-03 2.478750e-03 3.027550e-03 3.697860e-03 4.516580e-03 5.516560e-03 6.737950e-03 8.229750e-03 1.005180e-02 1.116455e-02 1.227730e-02 1.363645e-02 1.499560e-02 1.665560e-02 1.831560e-02 2.034320e-02 2.237080e-02 2.484725e-02 2.732370e-02 3.034850e-02 3.337330e-02 3.706775e-02 4.076220e-02 4.527465e-02 4.978710e-02 5.529860e-02 6.081010e-02 6.754185e-02 7.427360e-02 8.249580e-02 9.071800e-02 1.007605e-01 1.108030e-01 1.230690e-01 1.353350e-01 1.400000e-01 1.446650e-01 1.496515e-01 1.546380e-01 1.599685e-01 1.652990e-01 1.709965e-01 1.766940e-01 1.827850e-01 1.888760e-01 1.953865e-01 2.018970e-01 2.088560e-01 2.158150e-01 2.232540e-01 2.306930e-01 2.386450e-01 2.465970e-01 2.550970e-01 2.635970e-01 2.726830e-01 2.817690e-01 2.914815e-01 3.011940e-01 3.115760e-01 3.219580e-01 3.330560e-01 3.441540e-01 3.560165e-01 3.678790e-01 3.805600e-01 3.932410e-01 4.067955e-01 4.203500e-01 4.348395e-01 4.493290e-01 4.648170e-01 4.803050e-01 4.968610e-01 5.134170e-01 5.311145e-01 5.488120e-01 5.549780e-01 5.611440e-01 5.674485e-01 5.737530e-01 5.801995e-01 5.866460e-01 5.932375e-01 5.998290e-01 6.065680e-01 6.133070e-01 6.201980e-01 6.270890e-01 6.341345e-01 6.411800e-01 6.483840e-01 6.555880e-01 6.629540e-01 6.703200e-01 6.778515e-01 6.853830e-01 6.930835e-01 7.007840e-01 7.086575e-01 7.165310e-01 7.245815e-01 7.326320e-01 7.408635e-01 7.490950e-01 7.575115e-01 7.659280e-01 7.745335e-01 7.831390e-01 7.919380e-01 8.007370e-01 8.097340e-01 8.187310e-01 8.217745e-01 8.248180e-01 8.278840e-01 8.309500e-01 8.340390e-01 8.371280e-01 8.402400e-01 8.433520e-01 8.464875e-01 8.496230e-01 8.527815e-01 8.559400e-01 8.591215e-01 8.623030e-01 8.655090e-01 8.687150e-01 8.719440e-01 8.751730e-01 8.784265e-01 8.816800e-01 8.849575e-01 8.882350e-01 8.915370e-01 8.948390e-01 8.981655e-01 9.014920e-01 9.048435e-01 9.081950e-01 9.115710e-01 9.149470e-01 9.183485e-01 9.217500e-01 9.251765e-01 9.286030e-01 9.320550e-01 9.355070e-01 9.389845e-01 9.424620e-01 9.459660e-01 9.494700e-01 9.529995e-01 9.565290e-01 9.600845e-01 9.636400e-01 9.672225e-01 9.708050e-01 9.744140e-01 9.780230e-01 9.816585e-01 9.852940e-01 9.889570e-01 9.926200e-01 9.963100e-01 1.000000e+00
1.400000e+00 1.464610e+00 1.659240e+00 1.890670e+00 2.167490e+00 2.500670e+00 2.904300e+00 3.396640e+00 4.001450e+00 4.750000e+00 5.767150e+00 7.070720e+00 8.758190e+00 1.096570e+01 1.388560e+01 1.779290e+01 2.308550e+01 3.034710e+01 4.044480e+01 5.468640e+01 7.507240e+01 1.047120e+02 1.485170e+02 2.143800e+02 3.152120e+02 4.725370e+02 7.229460e+02 1.129950e+03 1.806160e+03 2.955930e+03 4.958860e+03 8.538140e+03 1.510790e+04 2.751070e+04 5.162750e+04 1.000000e+05
-5 -4 -3 -2 -1 1 2 3 4 5 21
  0.00000000e+00  3.10635135e-02  7.37443438e-01  9.31300387e-01  8.88337994e-01  8.39985711e-01  8.83447185e-01  9.17586939e-01  3.10635136e-02  0.00000000e+00  8.73534774e+00
  0.00000000e+00  6.32578758e-02  7.67281863e-01  9.60813401e-01  9.17923651e-01  8.70015849e-01  9.13429792e-01  9.45857736e-01  6.32578758e-02  0.00000000e+00  9.39065796e+00
  0.00000000e+00  1.66251471e-01  8.60391465e-01  1.05350894e+00  1.01097600e+00  9.64814218e-01  1.00772727e+00  1.03276984e+00  1.66251471e-01  0.00000000e+00  1.14846506e+01
  0.00000000e+00  2.86179787e-01  9.72586495e-01  1.16485596e+00  1.12302912e+00  1.07828013e+00  1.12098291e+00  1.13913075e+00  2.86179787e-01  0.00000000e+00  1.41530525e+01
  0.00000000e+00  4.26216832e-01  1.10489570e+00  1.29666137e+00  1.25523006e+00  1.21225300e+00  1.25453159e+00  1.26595145e+00  4.26216832e-01  0.00000000e+00  1.74717670e+01
  0.00000000e+00  5.87756444e-01  1.25911267e+00  1.45019159e+00  1.40939187e+00  1.36777322e+00  1.40968234e+00  1.41504775e+00  5.87756444e-01  0.00000000e+00  2.15078380e+01
  0.00000000e+00  7.72358980e-01  1.43674971e+00  1.62713872e+00  1.58686620e+00  1.54664883e+00  1.58812809e+00  1.58762835e+00  7.72358980e-01  0.00000000e+00  2.63274470e+01
  0.00000000e+00  9.82120510e-01  1.63980699e+00  1.82935119e+00  1.78954932e+00  1.75078532e+00  1.79184801e+00  1.78576291e+00  9.82120510e-01  0.00000000e+00  3.20119422e+01
  0.00000000e+00  1.21987330e+00  1.87097986e+00  2.06020543e+00  2.02057509e+00  1.98306399e+00  2.02400817e+00  2.01244963e+00  1.21987330e+00  0.00000000e+00  3.86873121e+01
  7.28323134e-02  1.47578034e+00  2.12062044e+00  2.30908271e+00  2.26980419e+00  2.23379331e+00  2.27424734e+00  2.25773073e+00  1.47578034e+00  7.28323134e-02  4.60930544e+01
  4.00486538e-01  1.78647681e+00  2.42477758e+00  2.61268162e+00  2.57382279e+00  2.53888254e+00  2.57917382e+00  2.55765286e+00  1.78647681e+00  4.00486539e-01  5.49244591e+01
  7.62765690e-01  2.13494942e+00  2.76685244e+00  2.95416352e+00  2.91571548e+00  2.88195358e+00  2.92202085e+00  2.89557647e+00  2.13494942e+00  7.62765690e-01  6.49229270e+01
  1.16558421e+00  2.52449803e+00  3.15007121e+00  3.33698913e+00  3.29873622e+00  3.26625470e+00  3.30618945e+00  3.27483308e+00  2.52449797e+00  1.16558421e+00  7.62634984e+01
  1.61207525e+00  2.95795922e+00  3.57744262e+00  3.76364254e+00  3.72574453e+00  3.69456642e+00  3.73396869e+00  3.69813179e+00  2.95795923e+00  1.61207525e+00  8.90134204e+01
  2.10482759e+00  3.43778594e+00  4.05147731e+00  4.23689537e+00  4.19947112e+00  4.16917418e+00  4.20857247e+00  4.16821472e+00  3.43778593e+00  2.10482759e+00  1.03264837e+02
  2.64738496e+00  3.96780593e+00  4.57563636e+00  4.76056600e+00  4.72328096e+00  4.69429345e+00  4.73337168e+00  4.68872985e+00  3.96780593e+00  2.64738496e+00  1.19056112e+02
  3.24221883e+00  4.55038789e+00  5.15260515e+00  5.33683047e+00  5.29979352e+00  5.27192719e+00  5.31091754e+00  5.26217037e+00  4.55038789e+00  3.24221883e+00  1.36501428e+02
  3.89295485e+00  5.18924044e+00  5.78572346e+00  5.96918594e+00  5.93264865e+00  5.90572179e+00  5.94453365e+00  5.89177677e+00  5.18924044e+00  3.89295485e+00  1.55661353e+02
  4.60276269e+00  5.88728384e+00  6.47834190e+00  6.66134477e+00  6.62493011e+00  6.59902440e+00  6.63760988e+00  6.58099891e+00  5.88728384e+00  4.60276269e+00  1.76620011e+02
