PdfType: error
Format: lhagrid1
---
6.144210e-06 7.504560e-06 9.166090e-06 1.119550e-05 1.367420e-05 1.670170e-05 2.039950e-05 2.491600e-05 3.043250e-05 3.717030e-05 4.539990e-05 5.545160e-05 6.772870e-05 8.272410e-05 1.010390e-04 1.234100e-04 1.507330e-04 1.841060e-04 2.248670e-04 2.746540e-04 3.354630e-04 4.097350e-04 5.004510e-04 6.112530e-04 7.465860e-04 9.118820e-04 1.113780e-03 1.360370e-03 1.661560e-03 2.029430e-03 2.478750e-03 3.027550e-03 3.697860e-03 4.516580e-03 5.516560e-03 6.737950e-03 8.229750e-03 1.005180e-02 1.116455e-02 1.227730e-02 1.363645e-02 1.499560e-02 1.665560e-02 1.831560e-02 2.034320e-02 2.237080e-02 2.484725e-02 2.732370e-02 3.034850e-02 3.337330e-02 3.706775e-02 4.076220e-02 4.527465e-02 4.978710e-02 5.529860e-02 6.081010e-02 6.754185e-02 7.427360e-02 8.249580e-02 9.071800e-02 1.007605e-01 1.108030e-01 1.230690e-01 1.353350e-01 1.400000e-01 1.446650e-01 1.496515e-01 1.546380e-01 1.599685e-01 1.652990e-01 1.709965e-01 1.766940e-01 1.827850e-01 1.888760e-01 1.953865e-01 2.018970e-01 2.088560e-01 2.158150e-01 2.232540e-01 2.306930e-01 2.386450e-01 2.465970e-01 2.550970e-01 2.635970e-01 2.726830e-01 2.817690e-01 2.914815e-01 3.011940e-01 3.115760e-01 3.219580e-01 3.330560e-01 3.441540e-01 3.560165e-01 3.678790e-01 3.805600e-01 3.932410e-01 4.067955e-01 4.203500e-01 4.348395e-01 4.493290e-01 4.648170e-01 4.803050e-01 4.968610e-01 5.134170e-01 5.311145e-01 5.488120e-01 5.549780e-01 5.611440e-01 5.674485e-01 5.737530e-01 5.801995e-01 5.866460e-01 5.932375e-01 5.998290e-01 6.065680e-01 6.133070e-01 6.201980e-01 6.270890e-01 6.341345e-01 6.411800e-01 6.483840e-01 6.555880e-01 6.629540e-01 6.703200e-01 6.778515e-01 6.853830e-01 6.930835e-01 7.007840e-01 7.086575e-01 7.165310e-01 7.245815e-01 7.326320e-01 7.408635e-01 7.490950e-01 7.575115e-01 7.659280e-01 7.745335e-01 7.831390e-01 7.919380e-01 8.007370e-01 8.097340e-01 8.187310e-01 8.217745e-01 8.248180e-01 8.278840e-01 8.309500e-01 8.340390e-01 8.371280e-01 8.402400e-01 8.433520e-01 8.464875e-01 8.496230e-01 8.527815e-01 8.559400e-01 8.591215e-01 8.623030e-01 8.655090e-01 8.687150e-01 8.719440e-01 8.751730e-01 8.784265e-01 8.816800e-01 8.849575e-01 8.882350e-01 8.915370e-01 8.948390e-01 8.981655e-01 9.014920e-01 9.048435e-01 9.081950e-01 9.115710e-01 9.149470e-01 9.183485e-01 9.217500e-01 9.251765e-01 9.286030e-01 9.320550e-01 9.355070e-01 9.389845e-01 9.424620e-01 9.459660e-01 9.494700e-01 9.529995e-01 9.565290e-01 9.600845e-01 9.636400e-01 9.672225e-01 9.708050e-01 9.744140e-01 9.780230e-01 9.816585e-01 9.852940e-01 9.889570e-01 9.926200e-01 9.963100e-01 1.000000e+00
1.400000e+00 1.464610e+00 1.659240e+00 1.890670e+00 2.167490e+00 2.500670e+00 2.904300e+00 3.396640e+00 4.001450e+00 4.750000e+00 5.767150e+00 7.070720e+00 8.758190e+00 1.096570e+01 1.388560e+01 1.779290e+01 2.308550e+01 3.034710e+01 4.044480e+01 5.468640e+01 7.507240e+01 1.047120e+02 1.485170e+02 2.143800e+02 3.152120e+02 4.725370e+02 7.229460e+02 1.129950e+03 1.806160e+03 2.955930e+03 4.958860e+03 8.538140e+03 1.510790e+04 2.751070e+04 5.162750e+04 1.000000e+05
-5 -4 -3 -2 -1 1 2 3 4 5 21
  0.00000000e+00  1.43039665e-02  7.46126996e-01  7.37479073e-01  7.77030969e-01  8.71123819e-01  9.31294849e-01  6.66328822e-01  1.43039666e-02  0.00000000e+00  4.23788053e+00
  0.00000000e+00  4.32043498e-02  7.72559195e-01  7.65463293e-01  8.04403665e-01  8.97670205e-01  9.57662835e-01  6.93473886e-01  4.32043498e-02  0.00000000e+00  4.90904426e+00
  0.00000000e+00  1.33433095e-01  8.52466528e-01  8.52277339e-01  8.88924715e-01  9.78944848e-01  1.03789145e+00  7.76206852e-01  1.33433095e-01  0.00000000e+00  7.07313978e+00
  0.00000000e+00  2.41957954e-01  9.52838235e-01  9.58874162e-01  9.93440795e-01  1.08038044e+00  1.13861807e+00  8.79098531e-01  2.41957954e-01  0.00000000e+00  9.82574889e+00
  0.00000000e+00  3.71786414e-01  1.07455101e+00  1.08655490e+00  1.11914259e+00  1.20326753e+00  1.26079401e+00  1.00340905e+00  3.71786414e-01  0.00000000e+00  1.32370922e+01
  0.00000000e+00  5.24235628e-01  1.21935023e+00  1.23707000e+00  1.26765980e+00  1.34912638e+00  1.40580418e+00  1.15049768e+00  5.24235628e-01  0.00000000e+00  1.73765262e+01
  0.00000000e+00  7.00737597e-01  1.38856502e+00  1.41146379e+00  1.44029268e+00  1.51913683e+00  1.57500318e+00  1.32186594e+00  7.00737597e-01  0.00000000e+00  2.23082808e+01
  0.00000000e+00  9.03263061e-01  1.58398881e+00  1.61186778e+00  1.63894796e+00  1.71548845e+00  1.77072260e+00  1.51933513e+00  9.03263061e-01  0.00000000e+00  2.81101563e+01
  0.00000000e+00  1.13476472e+00  1.80870860e+00  1.84122744e+00  1.86660054e+00  1.94084400e+00  1.99555714e+00  1.74597061e+00  1.13476472e+00  0.00000000e+00  3.49102019e+01
  3.25701183e-02  1.38500345e+00  2.05230631e+00  2.08940441e+00  2.11313644e+00  2.18531787e+00  2.23933766e+00  1.99147896e+00  1.38500345e+00  3.25701183e-02  4.24484067e+01
  3.53758933e-01  1.69060598e+00  2.35111428e+00  2.39262717e+00  2.41478559e+00  2.48471348e+00  2.53818047e+00  2.29211235e+00  1.69060598e+00  3.53758934e-01  5.14307564e+01
  7.10208233e-01  2.03465559e+00  2.68826597e+00  2.73431924e+00  2.75490792e+00  2.82276197e+00  2.87564900e+00  2.63144656e+00  2.03465559e+00  7.10208233e-01  6.15849425e+01
  1.10794055e+00  2.42026511e+00  3.06746178e+00  3.11774525e+00  3.13675752e+00  3.20245688e+00  3.25490117e+00  3.01237165e+00  2.42026505e+00  1.10794055e+00  7.30856361e+01
  1.55007522e+00  2.85066348e+00  3.49148806e+00  3.54570068e+00  3.56324242e+00  3.62708529e+00  3.67893811e+00  3.43793012e+00  2.85066349e+00  1.55007522e+00  8.59946535e+01
  2.03913571e+00  3.32794767e+00  3.96259022e+00  4.02064788e+00  4.03672246e+00  4.09870140e+00  4.15001371e+00  3.91065820e+00  3.32794766e+00  2.03913571e+00  1.00403341e+02
  2.57852638e+00  3.85597147e+00  4.48463039e+00  4.54630725e+00  4.56113486e+00  4.62121628e+00  4.67212235e+00  4.43425957e+00  3.85597147e+00  2.57852638e+00  1.16365349e+02
  3.17102003e+00  4.43728498e+00  5.05990117e+00  5.12525163e+00  5.13839732e+00  5.19694018e+00  5.24754666e+00  5.01112764e+00  4.43728498e+00  3.17102003e+00  1.33976165e+02
  3.81969234e+00  5.07524659e+00  5.69193843e+00  5.76055599e+00  5.77259273e+00  5.82937367e+00  5.87948291e+00  5.64454394e+00  5.07524659e+00  3.81969234e+00  1.53300385e+02
  4.52830452e+00  5.77287766e+00  6.38392663e+00  6.45582749e+00  6.46661508e+00  6.52180632e+00  6.57132475e+00  6.33805120e+00  5.77287766e+00  4.52830452e+00  1.74412909e+02
