PdfType: error
Format: lhagrid1
---
6.144210e-06 7.504560e-06 9.166090e-06 1.119550e-05 1.367420e-05 1.670170e-05 2.039950e-05 2.491600e-05 3.043250e-05 3.717030e-05 4.539990e-05 5.545160e-05 6.772870e-05 8.272410e-05 1.010390e-04 1.234100e-04 1.507330e-04 1.841060e-04 2.248670e-04 2.746540e-04 3.354630e-04 4.097350e-04 5.004510e-04 6.112530e-04 7.465860e-04 9.118820e-04 1.113780e-03 1.360370e-03 1.661560e-03 2.029430e-03 2.478750e-03 3.027550e-03 3.697860e-03 4.516580e-03 5.516560e-03 6.737950e-03 8.229750e-03 1.005180e-02 1.116455e-02 1.227730e-02 1.363645e-02 1.499560e-02 1.665560e-02 1.831560e-02 2.034320e-02 2.237080e-02 2.484725e-02 2.732370e-02 3.034850e-02 3.337330e-02 3.706775e-02 4.076220e-02 4.527465e-02 4.978710e-02 5.529860e-02 6.081010e-02 6.754185e-02 7.427360e-02 8.249580e-02 9.071800e-02 1.007605e-01 1.108030e-01 1.230690e-01 1.353350e-01 1.400000e-01 1.446650e-01 1.496515e-01 1.546380e-01 1.599685e-01 1.652990e-01 1.709965e-01 1.766940e-01 1.827850e-01 1.888760e-01 1.953865e-01 2.018970e-01 2.088560e-01 2.158150e-01 2.232540e-01 2.306930e-01 2.386450e-01 2.465970e-01 2.550970e-01 2.635970e-01 2.726830e-01 2.817690e-01 2.914815e-01 3.011940e-01 3.115760e-01 3.219580e-01 3.330560e-01 3.441540e-01 3.560165e-01 3.678790e-01 3.805600e-01 3.932410e-01 4.067955e-01 4.203500e-01 4.348395e-01 4.493290e-01 4.648170e-01 4.803050e-01 4.968610e-01 5.134170e-01 5.311145e-01 5.488120e-01 5.549780e-01 5.611440e-01 5.674485e-01 5.737530e-01 5.801995e-01 5.866460e-01 5.932375e-01 5.998290e-01 6.065680e-01 6.133070e-01 6.201980e-01 6.270890e-01 6.341345e-01 6.411800e-01 6.483840e-01 6.555880e-01 6.629540e-01 6.703200e-01 6.778515e-01 6.853830e-01 6.930835e-01 7.007840e-01 7.086575e-01 7.165310e-01 7.245815e-01 7.326320e-01 7.408635e-01 7.490950e-01 7.575115e-01 7.659280e-01 7.745335e-01 7.831390e-01 7.919380e-01 8.007370e-01 8.097340e-01 8.187310e-01 8.217745e-01 8.248180e-01 8.278840e-01 8.309500e-01 8.340390e-01 8.371280e-01 8.402400e-01 8.433520e-01 8.464875e-01 8.496230e-01 8.527815e-01 8.559400e-01 8.591215e-01 8.623030e-01 8.655090e-01 8.687150e-01 8.719440e-01 8.751730e-01 8.784265e-01 8.816800e-01 8.849575e-01 8.882350e-01 8.915370e-01 8.948390e-01 8.981655e-01 9.014920e-01 9.048435e-01 9.081950e-01 9.115710e-01 9.149470e-01 9.183485e-01 9.217500e-01 9.251765e-01 9.286030e-01 9.320550e-01 9.355070e-01 9.389845e-01 9.424620e-01 9.459660e-01 9.494700e-01 9.529995e-01 9.565290e-01 9.600845e-01 9.636400e-01 9.672225e-01 9.708050e-01 9.744140e-01 9.780230e-01 9.816585e-01 9.852940e-01 9.889570e-01 9.926200e-01 9.963100e-01 1.000000e+00
1.400000e+00 1.464610e+00 1.659240e+00 1.890670e+00 2.167490e+00 2.500670e+00 2.904300e+00 3.396640e+00 4.001450e+00 4.750000e+00 5.767150e+00 7.070720e+00 8.758190e+00 1.096570e+01 1.388560e+01 1.779290e+01 2.308550e+01 3.034710e+01 4.044480e+01 5.468640e+01 7.507240e+01 1.047120e+02 1.485170e+02 2.143800e+02 3.152120e+02 4.725370e+02 7.229460e+02 1.129950e+03 1.806160e+03 2.955930e+03 4.958860e+03 8.538140e+03 1.510790e+04 2.751070e+04 5.162750e+04 1.000000e+05
-5 -4 -3 -2 -1 1 2 3 4 5 21
  0.00000000e+00  2.19926515e-02  7.46022684e-01  9.14202277e-01  9.40157820e-01  9.67439579e-01  9.20474269e-01  8.28594456e-01  2.19926516e-02  0.00000000e+00  1.07540374e+01
  0.00000000e+00  5.59783648e-02  7.77793100e-01  9.45673941e-01  9.71401941e-01  9.98464059e-01  9.51934945e-01  8.59619265e-01  5.59783648e-02  0.00000000e+00  1.14206706e+01
  0.00000000e+00  1.65823256e-01  8.78299912e-01  1.04580765e+00  1.07070418e+00  1.09699340e+00  1.05174657e+00  9.57282438e-01  1.65823256e-01  0.00000000e+00  1.35482435e+01
  0.00000000e+00  2.91632491e-01  9.96881465e-01  1.16383193e+00  1.18788017e+00  1.21330951e+00  1.16981181e+00  1.07327651e+00  2.91632491e-01  0.00000000e+00  1.62237905e+01
  0.00000000e+00  4.36564369e-01  1.13463856e+00  1.30092717e+00  1.32439528e+00  1.34914926e+00  1.30707227e+00  1.20853208e+00  4.36564369e-01  0.00000000e+00  1.95194099e+01
  0.00000000e+00  6.02056123e-01  1.29326656e+00  1.45906304e+00  1.48192816e+00  1.50591273e+00  1.46526695e+00  1.36477358e+00  6.02056123e-01  0.00000000e+00  2.35065003e+01
  0.00000000e+00  7.89687223e-01  1.47427916e+00  1.63963162e+00  1.66161544e+00  1.68520877e+00  1.64572482e+00  1.54351407e+00  7.89687223e-01  0.00000000e+00  2.82498836e+01
  0.00000000e+00  1.00150663e+00  1.67977908e+00  1.84444730e+00  1.86595630e+00  1.88894887e+00  1.85060173e+00  1.74672002e+00  1.00150663e+00  0.00000000e+00  3.38321628e+01
  0.00000000e+00  1.24041028e+00  1.91246261e+00  2.07668823e+00  2.09750615e+00  2.12005371e+00  2.08286494e+00  1.97740471e+00  1.24041028e+00  0.00000000e+00  4.03759602e+01
  6.63983318e-02  1.49644734e+00  2.16266033e+00  2.32632274e+00  2.34652385e+00  2.36845246e+00  2.33252450e+00  2.22550102e+00  1.49644734e+00  6.63983318e-02  4.76261247e+01
  3.94463552e-01  1.80646385e+00  2.46643913e+00  2.62958449e+00  2.64915041e+00  2.67059370e+00  2.63590777e+00  2.52730331e+00  1.80646385e+00  3.94463553e-01  5.62677442e+01
  7.56076728e-01  2.15316380e+00  2.80692273e+00  2.96979538e+00  2.98864374e+00  3.00960281e+00  2.97612524e+00  2.86614802e+00  2.15316380e+00  7.56076728e-01  6.60438640e+01
  1.15713159e+00  2.53975099e+00  3.18762201e+00  3.34994965e+00  3.36819639e+00  3.38869076e+00  3.35644201e+00  3.24488162e+00  2.53975093e+00  1.15713159e+00  7.71364348e+01
  1.60064000e+00  2.96917639e+00  3.61128009e+00  3.77301620e+00  3.79068023e+00  3.81087900e+00  3.77947973e+00  3.66657232e+00  2.96917640e+00  1.60064000e+00  8.96102265e+01
  2.08924880e+00  3.44390487e+00  4.08036692e+00  4.24156156e+00  4.25874081e+00  4.27833809e+00  4.24816637e+00  4.13397394e+00  3.44390486e+00  2.08924880e+00  1.03550588e+02
  2.62661367e+00  3.96767671e+00  4.59862125e+00  4.75936866e+00  4.77586641e+00  4.79503117e+00  4.76604257e+00  4.65045515e+00  3.96767671e+00  2.62661367e+00  1.19036191e+02
  3.21518046e+00  4.54294930e+00  5.16850393e+00  5.32862227e+00  5.34451426e+00  5.36338037e+00  5.33549121e+00  5.21858452e+00  4.54294930e+00  3.21518046e+00  1.36126280e+02
  3.85836738e+00  5.17339401e+00  5.79326013e+00  5.95294756e+00  5.96837820e+00  5.98678303e+00  5.96000993e+00  5.84182979e+00  5.17339401e+00  3.85836738e+00  1.54911588e+02
  4.55971792e+00  5.86181541e+00  6.47658680e+00  6.63577049e+00  6.65062033e+00  6.66871098e+00  6.64274143e+00  6.52355756e+00  5.86181541e+00  4.55971792e+00  1.75479810e+02
