PdfType: error
Format: lhagrid1
---
6.144210e-06 7.504560e-06 9.166090e-06 1.119550e-05 1.367420e-05 1.670170e-05 2.039950e-05 2.491600e-05 3.043250e-05 3.717030e-05 4.539990e-05 5.545160e-05 6.772870e-05 8.272410e-05 1.010390e-04 1.234100e-04 1.507330e-04 1.841060e-04 2.248670e-04 2.746540e-04 3.354630e-04 4.097350e-04 5.004510e-04 6.112530e-04 7.465860e-04 9.118820e-04 1.113780e-03 1.360370e-03 1.661560e-03 2.029430e-03 2.478750e-03 3.027550e-03 3.697860e-03 4.516580e-03 5.516560e-03 6.737950e-03 8.229750e-03 1.005180e-02 1.116455e-02 1.227730e-02 1.363645e-02 1.499560e-02 1.665560e-02 1.831560e-02 2.034320e-02 2.237080e-02 2.484725e-02 2.732370e-02 3.034850e-02 3.337330e-02 3.706775e-02 4.076220e-02 4.527465e-02 4.978710e-02 5.529860e-02 6.081010e-02 6.754185e-02 7.427360e-02 8.249580e-02 9.071800e-02 1.007605e-01 1.108030e-01 1.230690e-01 1.353350e-01 1.400000e-01 1.446650e-01 1.496515e-01 1.546380e-01 1.599685e-01 1.652990e-01 1.709965e-01 1.766940e-01 1.827850e-01 1.888760e-01 1.953865e-01 2.018970e-01 2.088560e-01 2.158150e-01 2.232540e-01 2.306930e-01 2.386450e-01 2.465970e-01 2.550970e-01 2.635970e-01 2.726830e-01 2.817690e-01 2.914815e-01 3.011940e-01 3.115760e-01 3.219580e-01 3.330560e-01 3.441540e-01 3.560165e-01 3.678790e-01 3.805600e-01 3.932410e-01 4.067955e-01 4.203500e-01 4.348395e-01 4.493290e-01 4.648170e-01 4.803050e-01 4.968610e-01 5.134170e-01 5.311145e-01 5.488120e-01 5.549780e-01 5.611440e-01 5.674485e-01 5.737530e-01 5.801995e-01 5.866460e-01 5.932375e-01 5.998290e-01 6.065680e-01 6.133070e-01 6.201980e-01 6.270890e-01 6.341345e-01 6.411800e-01 6.483840e-01 6.555880e-01 6.629540e-01 6.703200e-01 6.778515e-01 6.853830e-01 6.930835e-01 7.007840e-01 7.086575e-01 7.165310e-01 7.245815e-01 7.326320e-01 7.408635e-01 7.490950e-01 7.575115e-01 7.659280e-01 7.745335e-01 7.831390e-01 7.919380e-01 8.007370e-01 8.097340e-01 8.187310e-01 8.217745e-01 8.248180e-01 8.278840e-01 8.309500e-01 8.340390e-01 8.371280e-01 8.402400e-01 8.433520e-01 8.464875e-01 8.496230e-01 8.527815e-01 8.559400e-01 8.591215e-01 8.623030e-01 8.655090e-01 8.687150e-01 8.719440e-01 8.751730e-01 8.784265e-01 8.816800e-01 8.849575e-01 8.882350e-01 8.915370e-01 8.948390e-01 8.981655e-01 9.014920e-01 9.048435e-01 9.081950e-01 9.115710e-01 9.149470e-01 9.183485e-01 9.217500e-01 9.251765e-01 9.286030e-01 9.320550e-01 9.355070e-01 9.389845e-01 9.424620e-01 9.459660e-01 9.494700e-01 9.529995e-01 9.565290e-01 9.600845e-01 9.636400e-01 9.672225e-01 9.708050e-01 9.744140e-01 9.780230e-01 9.816585e-01 9.852940e-01 9.889570e-01 9.926200e-01 9.963100e-01 1.000000e+00
1.400000e+00 1.464610e+00 1.659240e+00 1.890670e+00 2.167490e+00 2.500670e+00 2.904300e+00 3.396640e+00 4.001450e+00 4.750000e+00 5.767150e+00 7.070720e+00 8.758190e+00 1.096570e+01 1.388560e+01 1.779290e+01 2.308550e+01 3.034710e+01 4.044480e+01 5.468640e+01 7.507240e+01 1.047120e+02 1.485170e+02 2.143800e+02 3.152120e+02 4.725370e+02 7.229460e+02 1.129950e+03 1.806160e+03 2.955930e+03 4.958860e+03 8.538140e+03 1.510790e+04 2.751070e+04 5.162750e+04 1.000000e+05
-5 -4 -3 -2 -1 1 2 3 4 5 21
  0.00000000e+00  1.42058365e-02  4.15354505e-01  9.86621707e-01  1.08269481e+00  9.39467259e-01  9.22720539e-01  5.96751289e-01  1.42058366e-02  0.00000000e+00  7.52463119e+00
  0.00000000e+00  4.58868578e-02  4.47330249e-01  1.01506783e+00  1.11007524e+00  9.68082889e-01  9.51830535e-01  6.27153711e-01  4.58868578e-02  0.00000000e+00  8.19743564e+00
  0.00000000e+00  1.46986747e-01  5.49032482e-01  1.10359967e+00  1.19447437e+00  1.05748593e+00  1.04269864e+00  7.22676631e-01  1.46986747e-01  0.00000000e+00  1.03638077e+01
  0.00000000e+00  2.65422148e-01  6.69657986e-01  1.21152528e+00  1.29865944e+00  1.16627467e+00  1.15288974e+00  8.37447424e-01  2.65422148e-01  0.00000000e+00  1.31095325e+01
  0.00000000e+00  4.04344882e-01  8.10225736e-01  1.34022890e+00  1.42365576e+00  1.29596781e+00  1.28395927e+00  9.72395178e-01  4.04344882e-01  0.00000000e+00  1.65025060e+01
  0.00000000e+00  5.65093953e-01  9.72480973e-01  1.49134890e+00  1.57129295e+00  1.44785805e+00  1.43701308e+00  1.12952265e+00  5.65093953e-01  0.00000000e+00  2.06164459e+01
  0.00000000e+00  7.49171794e-01  1.15808410e+00  1.66602189e+00  1.74265009e+00  1.62338450e+00  1.61369654e+00  1.30994373e+00  7.49171794e-01  0.00000000e+00  2.55129224e+01
  0.00000000e+00  9.58756386e-01  1.36887409e+00  1.86632352e+00  1.93995918e+00  1.82440743e+00  1.81607859e+00  1.51600401e+00  9.58756386e-01  0.00000000e+00  3.12731214e+01
  0.00000000e+00  1.19643692e+00  1.60760126e+00  2.09543329e+00  2.16604188e+00  2.05425353e+00  2.04698677e+00  1.75039853e+00  1.19643692e+00  0.00000000e+00  3.80221381e+01
  5.32625786e-02  1.45239967e+00  1.86455020e+00  2.34309602e+00  2.41080969e+00  2.30262224e+00  2.29631456e+00  2.00298179e+00  1.45239967e+00  5.32625786e-02  4.55014156e+01
  3.81065070e-01  1.76350621e+00  2.17645135e+00  2.64551041e+00  2.71032822e+00  2.60558536e+00  2.60045672e+00  2.31047656e+00  1.76350621e+00  3.81065071e-01  5.44051658e+01
  7.43671138e-01  2.11251060e+00  2.52621462e+00  2.98593594e+00  3.04803406e+00  2.94682452e+00  2.94275524e+00  2.65603663e+00  2.11251060e+00  7.43671138e-01  6.44755230e+01
  1.14699771e+00  2.50271591e+00  2.91706358e+00  3.36798646e+00  3.42721765e+00  3.32939424e+00  3.32641095e+00  3.04279782e+00  2.50271585e+00  1.14699771e+00  7.58859026e+01
  1.59404065e+00  2.93687167e+00  3.35181081e+00  3.79405956e+00  3.85067495e+00  3.75614316e+00  3.75405336e+00  3.47365916e+00  2.93687168e+00  1.59404065e+00  8.86934378e+01
  2.08745651e+00  3.41763016e+00  3.83324684e+00  4.26694293e+00  4.32101025e+00  4.22954243e+00  4.22849163e+00  3.95109147e+00  3.41763015e+00  2.08745651e+00  1.03004504e+02
  2.63082874e+00  3.94860153e+00  4.36437837e+00  4.79024248e+00  4.84176229e+00  4.75335140e+00  4.75340831e+00  4.47869225e+00  3.94860153e+00  2.63082874e+00  1.18853872e+02
  3.22673545e+00  4.53230749e+00  4.94842890e+00  5.36629407e+00  5.41542554e+00  5.33013018e+00  5.33097785e+00  5.05907105e+00  4.53230749e+00  3.22673545e+00  1.36370678e+02
  3.87838014e+00  5.17205170e+00  5.58855824e+00  5.99855372e+00  6.04567190e+00  5.96291460e+00  5.96467732e+00  5.69568227e+00  5.17205170e+00  3.87838014e+00  1.55579079e+02
  4.58930805e+00  5.87129347e+00  6.28784113e+00  6.69053843e+00  6.73536302e+00  6.65550641e+00  6.65800897e+00  6.39167581e+00  5.87129347e+00  4.58930805e+00  1.76575733e+02
