PdfType: central
Format: lhagrid1
---
6.144210e-06 7.504560e-06 9.166090e-06 1.119550e-05 1.367420e-05 1.670170e-05 2.039950e-05 2.491600e-05 3.043250e-05 3.717030e-05 4.539990e-05 5.545160e-05 6.772870e-05 8.272410e-05 1.010390e-04 1.234100e-04 1.507330e-04 1.841060e-04 2.248670e-04 2.746540e-04 3.354630e-04 4.097350e-04 5.004510e-04 6.112530e-04 7.465860e-04 9.118820e-04 1.113780e-03 1.360370e-03 1.661560e-03 2.029430e-03 2.478750e-03 3.027550e-03 3.697860e-03 4.516580e-03 5.516560e-03 6.737950e-03 8.229750e-03 1.005180e-02 1.116455e-02 1.227730e-02 1.363645e-02 1.499560e-02 1.665560e-02 1.831560e-02 2.034320e-02 2.237080e-02 2.484725e-02 2.732370e-02 3.034850e-02 3.337330e-02 3.706775e-02 4.076220e-02 4.527465e-02 4.978710e-02 5.529860e-02 6.081010e-02 6.754185e-02 7.427360e-02 8.249580e-02 9.071800e-02 1.007605e-01 1.108030e-01 1.230690e-01 1.353350e-01 1.400000e-01 1.446650e-01 1.496515e-01 1.546380e-01 1.599685e-01 1.652990e-01 1.709965e-01 1.766940e-01 1.827850e-01 1.888760e-01 1.953865e-01 2.018970e-01 2.088560e-01 2.158150e-01 2.232540e-01 2.306930e-01 2.386450e-01 2.465970e-01 2.550970e-01 2.635970e-01 2.726830e-01 2.817690e-01 2.914815e-01 3.011940e-01 3.115760e-01 3.219580e-01 3.330560e-01 3.441540e-01 3.560165e-01 3.678790e-01 3.805600e-01 3.932410e-01 4.067955e-01 4.203500e-01 4.348395e-01 4.493290e-01 4.648170e-01 4.803050e-01 4.968610e-01 5.134170e-01 5.311145e-01 5.488120e-01 5.549780e-01 5.611440e-01 5.674485e-01 5.737530e-01 5.801995e-01 5.866460e-01 5.932375e-01 5.998290e-01 6.065680e-01 6.133070e-01 6.201980e-01 6.270890e-01 6.341345e-01 6.411800e-01 6.483840e-01 6.555880e-01 6.629540e-01 6.703200e-01 6.778515e-01 6.853830e-01 6.930835e-01 7.007840e-01 7.086575e-01 7.165310e-01 7.245815e-01 7.326320e-01 7.408635e-01 7.490950e-01 7.575115e-01 7.659280e-01 7.745335e-01 7.831390e-01 7.919380e-01 8.007370e-01 8.097340e-01 8.187310e-01 8.217745e-01 8.248180e-01 8.278840e-01 8.309500e-01 8.340390e-01 8.371280e-01 8.402400e-01 8.433520e-01 8.464875e-01 8.496230e-01 8.527815e-01 8.559400e-01 8.591215e-01 8.623030e-01 8.655090e-01 8.687150e-01 8.719440e-01 8.751730e-01 8.784265e-01 8.816800e-01 8.849575e-01 8.882350e-01 8.915370e-01 8.948390e-01 8.981655e-01 9.014920e-01 9.048435e-01 9.081950e-01 9.115710e-01 9.149470e-01 9.183485e-01 9.217500e-01 9.251765e-01 9.286030e-01 9.320550e-01 9.355070e-01 9.389845e-01 9.424620e-01 9.459660e-01 9.494700e-01 9.529995e-01 9.565290e-01 9.600845e-01 9.636400e-01 9.672225e-01 9.708050e-01 9.744140e-01 9.780230e-01 9.816585e-01 9.852940e-01 9.889570e-01 9.926200e-01 9.963100e-01 1.000000e+00
1.400000e+00 1.464610e+00 1.659240e+00 1.890670e+00 2.167490e+00 2.500670e+00 2.904300e+00 3.396640e+00 4.001450e+00 4.750000e+00 5.767150e+00 7.070720e+00 8.758190e+00 1.096570e+01 1.388560e+01 1.779290e+01 2.308550e+01 3.034710e+01 4.044480e+01 5.468640e+01 7.507240e+01 1.047120e+02 1.485170e+02 2.143800e+02 3.152120e+02 4.725370e+02 7.229460e+02 1.129950e+03 1.806160e+03 2.955930e+03 4.958860e+03 8.538140e+03 1.510790e+04 2.751070e+04 5.162750e+04 1.000000e+05
-5 -4 -3 -2 -1 1 2 3 4 5 21
  0.00000000e+00  3.02928205e-02  6.80818048e-01  9.01893920e-01  8.91196760e-01  8.93263526e-01  9.04765862e-01  6.80183090e-01  3.02928206e-02  0.00000000e+00  7.29687523e+00
  0.00000000e+00  6.14236888e-02  7.10076143e-01  9.30588031e-01  9.19756111e-01  9.21853599e-01  9.33511775e-01  7.09438138e-01  6.14236888e-02  0.00000000e+00  7.95706732e+00
  0.00000000e+00  1.60296342e-01  8.00959415e-01  1.01999644e+00  1.00881319e+00  1.01099473e+00  1.02305940e+00  8.00313364e-01  1.60296342e-01  0.00000000e+00  1.00732182e+01
  0.00000000e+00  2.76549571e-01  9.11135745e-01  1.12878092e+00  1.11726292e+00  1.11953001e+00  1.13198724e+00  9.10481843e-01  2.76549571e-01  0.00000000e+00  1.27702858e+01
  0.00000000e+00  4.13288389e-01  1.04190442e+00  1.25821294e+00  1.24637085e+00  1.24872329e+00  1.26156127e+00  1.04124285e+00  4.13288389e-01  0.00000000e+00  1.61195236e+01
  0.00000000e+00  5.71896866e-01  1.19477088e+00  1.40977765e+00  1.39761647e+00  1.40005477e+00  1.41326928e+00  1.19410187e+00  5.71896866e-01  0.00000000e+00  2.01894890e+01
  0.00000000e+00  7.53887834e-01  1.37122312e+00  1.58498923e+00  1.57250285e+00  1.57502780e+00  1.58862528e+00  1.37054674e+00  7.53887834e-01  0.00000000e+00  2.50458446e+01
  0.00000000e+00  9.61247148e-01  1.57321527e+00  1.78575804e+00  1.77299398e+00  1.77560438e+00  1.78953908e+00  1.57253169e+00  9.61247148e-01  0.00000000e+00  3.07696138e+01
  0.00000000e+00  1.19699989e+00  1.80382762e+00  2.01520177e+00  2.00212515e+00  2.00482268e+00  2.01912915e+00  1.80313700e+00  1.19699989e+00  0.00000000e+00  3.74846836e+01
  6.50632790e-02  1.45103920e+00  2.05279701e+00  2.26301461e+00  2.24965315e+00  2.25243812e+00  2.26709034e+00  2.05209939e+00  1.45103920e+00  6.50632790e-02  4.49324969e+01
  3.90544593e-01  1.76005602e+00  2.35659690e+00  2.56561795e+00  2.55196575e+00  2.55484631e+00  2.56985321e+00  2.35589198e+00  1.76005602e+00  3.90544594e-01  5.38115946e+01
  7.50837926e-01  2.10706951e+00  2.69848829e+00  2.90635800e+00  2.89240625e+00  2.89538341e+00  2.91075723e+00  2.69777609e+00  2.10706951e+00  7.50837926e-01  6.38575456e+01
  1.15196130e+00  2.49530531e+00  3.08171898e+00  3.28845020e+00  3.27420100e+00  3.27727575e+00  3.29301585e+00  3.08099947e+00  2.49530525e+00  1.15196130e+00  7.52479970e+01
  1.59684279e+00  2.92758813e+00  3.50909227e+00  3.71469676e+00  3.70015728e+00  3.70333273e+00  3.71943052e+00  3.50836565e+00  2.92758814e+00  1.59684279e+00  8.80485089e+01
  2.08819337e+00  3.40656365e+00  3.98324362e+00  4.18773813e+00  4.17292024e+00  4.17619668e+00  4.19264497e+00  3.98250984e+00  3.40656364e+00  2.08819337e+00  1.02329078e+02
  2.62952243e+00  3.93577421e+00  4.50772950e+00  4.71114071e+00  4.69604078e+00  4.69942143e+00  4.71622208e+00  4.50698861e+00  3.93577421e+00  2.62952243e+00  1.18184416e+02
  3.22340895e+00  4.51777561e+00  5.08508167e+00  5.28743330e+00  5.27204717e+00  5.27553396e+00  5.29270120e+00  5.08433374e+00  4.51777561e+00  3.22340895e+00  1.35672620e+02
  3.87330057e+00  5.15599095e+00  5.71874086e+00  5.92003248e+00  5.90437901e+00  5.90796835e+00  5.92548531e+00  5.71798590e+00  5.15599095e+00  3.87330057e+00  1.54878156e+02
  4.58248669e+00  5.85368717e+00  6.41194428e+00  6.61218848e+00  6.59627376e+00  6.59997465e+00  6.61782044e+00  6.41118234e+00  5.85368717e+00  4.58248669e+00  1.75868069e+02
  5.35413380e+00  6.61405649e+00  7.16789179e+00  7.36710158e+00  7.35093432e+00  7.35473767e+00  7.37292152e+00  7.16712293e+00  6.61405649e+00  5.35413380e+00  1.98709862e+02
  6.19172317e+00  7.44051835e+00  7.99001894e+00  8.18822661e+00  8.17179360e+00  8.17572037e+00  8.19424575e+00  7.98924303e+00  7.44051836e+00  6.19172317e+00  2.23464616e+02
  7.09843362e+00  8.33631099e+00  8.88153315e+00  9.07872031e+00  9.06206422e+00  9.06610758e+00  9.08493777e+00  8.88075036e+00  8.33631096e+00  7.09843359e+00  2.50191725e+02
  8.07801450e+00  9.30510823e+00  9.84613031e+00  1.00422774e+01  1.00254207e+01  1.00295865e+01  1.00486899e+01  9.84534013e+00  9.30510822e+00  8.07801449e+00  2.78955238e+02
  9.13349692e+00  1.03499631e+01  1.08868465e+01  1.10820194e+01  1.10649573e+01  1.10692375e+01  1.10886465e+01  1.08860499e+01  1.03499631e+01  9.13349692e+00  3.09793177e+02
  1.02691253e+01  1.14751302e+01  1.20078654e+01  1.22020732e+01  1.21846330e+01  1.21890279e+01  1.22088966e+01  1.20070611e+01  1.14751302e+01  1.02691253e+01  3.42773932e+02
  1.14874897e+01  1.26833042e+01  1.32120006e+01  1.34052773e+01  1.33874824e+01  1.33920051e+01  1.34123191e+01  1.32111904e+01  1.26833042e+01  1.14874897e+01  3.77924575e+02
  1.27922437e+01  1.39778769e+01  1.45026797e+01  1.46950079e+01  1.46770506e+01  1.46816964e+01  1.47022654e+01  1.45018626e+01  1.39778769e+01  1.27922440e+01  4.15281381e+02
  1.41873681e+01  1.53629432e+01  1.58836713e+01  1.60752604e+01  1.60570604e+01  1.60618443e+01  1.60827372e+01  1.58828470e+01  1.53629432e+01  1.41873682e+01  4.54891774e+02
  1.56759748e+01  1.68417351e+01  1.73586082e+01  1.75489900e+01  1.75305490e+01  1.75354664e+01  1.75566934e+01  1.73577773e+01  1.68417351e+01  1.56759748e+01  4.96778659e+02
  1.72613816e+01  1.84172629e+01  1.89302109e+01  1.91198024e+01  1.91012726e+01  1.91063154e+01  1.91277490e+01  1.89293731e+01  1.84172629e+01  1.72613816e+01  5.40968455e+02
  1.89466321e+01  2.00926993e+01  2.06020577e+01  2.07906227e+01  2.07718027e+01  2.07769812e+01  2.07988057e+01  2.06012124e+01  2.00926993e+01  1.89466321e+01  5.87467610e+02
  2.07355670e+01  2.18722649e+01  2.23778089e+01  2.25654797e+01  2.25463742e+01  2.25516875e+01  2.25738945e+01  2.23769571e+01  2.18722649e+01  2.07355670e+01  6.36312290e+02
  2.26306500e+01  2.37579525e+01  2.42595972e+01  2.44465092e+01  2.44271894e+01  2.44326441e+01  2.44551706e+01  2.42587389e+01  2.37579525e+01  2.26306500e+01  6.87488830e+02
  2.46334354e+01  2.57517305e+01  2.62498069e+01  2.64357300e+01  2.64162956e+01  2.64219015e+01  2.64446383e+01  2.62489418e+01  2.57517308e+01  2.46334354e+01  7.40960824e+02
  2.67809093e+01  2.78889074e+01  2.83825651e+01  2.85671345e+01  2.85475376e+01  2.85532967e+01  2.85763045e+01  2.83816944e+01  2.78889075e+01  2.67809092e+01  7.97643889e+02
  2.91130936e+01  3.02066154e+01  3.06940728e+01  3.08766786e+01  3.08568097e+01  3.08627168e+01  3.08861174e+01  3.06931991e+01  3.02066154e+01  2.91130936e+01  8.58484806e+02
  0.00000000e+00  2.93602758e-02  6.49173588e-01  8.63768558e-01  8.51755442e-01  8.54007967e-01  8.66932651e-01  6.48509876e-01  2.93602758e-02  0.00000000e+00  6.50702986e+00
  0.00000000e+00  5.88712435e-02  6.76841058e-01  8.90889844e-01  8.78737704e-01  8.81026501e-01  8.94113852e-01  6.76174171e-01  5.88712435e-02  0.00000000e+00  7.14534485e+00
  0.00000000e+00  1.52477530e-01  7.62896507e-01  9.75529633e-01  9.62998304e-01  9.65382098e-01  9.78909561e-01  7.62221247e-01  1.52477530e-01  0.00000000e+00  9.18892349e+00
  0.00000000e+00  2.62677786e-01  8.67335612e-01  1.07863048e+00  1.06574243e+00  1.06822029e+00  1.08216986e+00  8.66652191e-01  2.62677786e-01  0.00000000e+00  1.17867053e+01
  0.00000000e+00  3.92296615e-01  9.91293580e-01  1.20130268e+00  1.18806982e+00  1.19064178e+00  1.20500000e+00  9.90602215e-01  3.92296615e-01  0.00000000e+00  1.50028235e+01
  0.00000000e+00  5.42562148e-01  1.13612837e+00  1.34485531e+00  1.33130781e+00  1.33397419e+00  1.34871268e+00  1.13542928e+00  5.42562148e-01  0.00000000e+00  1.88988749e+01
  0.00000000e+00  7.14821791e-01  1.30311882e+00  1.51067715e+00  1.49678834e+00  1.49955143e+00  1.51469508e+00  1.30241205e+00  7.14821791e-01  0.00000000e+00  2.35335953e+01
  0.00000000e+00  9.10865138e-01  1.49408408e+00  1.70045177e+00  1.68626009e+00  1.68911780e+00  1.70463073e+00  1.49336985e+00  9.10865138e-01  0.00000000e+00  2.89790742e+01
  0.00000000e+00  1.13343711e+00  1.71178046e+00  1.91702281e+00  1.90250341e+00  1.90545595e+00  1.92136345e+00  1.71105899e+00  1.13343711e+00  0.00000000e+00  3.53466564e+01
  6.16150160e-02  1.37317512e+00  1.94670119e+00  2.15083946e+00  2.13601705e+00  2.13906653e+00  2.15534517e+00  1.94597246e+00  1.37317512e+00  6.16150160e-02  4.23908498e+01
  3.68214315e-01  1.66435199e+00  2.23292340e+00  2.43589565e+00  2.42078818e+00  2.42394350e+00  2.44057886e+00  2.23218718e+00  1.66435199e+00  3.68214315e-01  5.07610395e+01
  7.07120324e-01  1.99075313e+00  2.55446381e+00  2.75631801e+00  2.74091287e+00  2.74417483e+00  2.76118311e+00  2.55372001e+00  1.99075313e+00  7.07120324e-01  6.02047351e+01
