PdfType: error
Format: lhagrid1
---
6.144210e-06 7.504560e-06 9.166090e-06 1.119550e-05 1.367420e-05 1.670170e-05 2.039950e-05 2.491600e-05 3.043250e-05 3.717030e-05 4.539990e-05 5.545160e-05 6.772870e-05 8.272410e-05 1.010390e-04 1.234100e-04 1.507330e-04 1.841060e-04 2.248670e-04 2.746540e-04 3.354630e-04 4.097350e-04 5.004510e-04 6.112530e-04 7.465860e-04 9.118820e-04 1.113780e-03 1.360370e-03 1.661560e-03 2.029430e-03 2.478750e-03 3.027550e-03 3.697860e-03 4.516580e-03 5.516560e-03 6.737950e-03 8.229750e-03 1.005180e-02 1.116455e-02 1.227730e-02 1.363645e-02 1.499560e-02 1.665560e-02 1.831560e-02 2.034320e-02 2.237080e-02 2.484725e-02 2.732370e-02 3.034850e-02 3.337330e-02 3.706775e-02 4.076220e-02 4.527465e-02 4.978710e-02 5.529860e-02 6.081010e-02 6.754185e-02 7.427360e-02 8.249580e-02 9.071800e-02 1.007605e-01 1.108030e-01 1.230690e-01 1.353350e-01 1.400000e-01 1.446650e-01 1.496515e-01 1.546380e-01 1.599685e-01 1.652990e-01 1.709965e-01 1.766940e-01 1.827850e-01 1.888760e-01 1.953865e-01 2.018970e-01 2.088560e-01 2.158150e-01 2.232540e-01 2.306930e-01 2.386450e-01 2.465970e-01 2.550970e-01 2.635970e-01 2.726830e-01 2.817690e-01 2.914815e-01 3.011940e-01 3.115760e-01 3.219580e-01 3.330560e-01 3.441540e-01 3.560165e-01 3.678790e-01 3.805600e-01 3.932410e-01 4.067955e-01 4.203500e-01 4.348395e-01 4.493290e-01 4.648170e-01 4.803050e-01 4.968610e-01 5.134170e-01 5.311145e-01 5.488120e-01 5.549780e-01 5.611440e-01 5.674485e-01 5.737530e-01 5.801995e-01 5.866460e-01 5.932375e-01 5.998290e-01 6.065680e-01 6.133070e-01 6.201980e-01 6.270890e-01 6.341345e-01 6.411800e-01 6.483840e-01 6.555880e-01 6.629540e-01 6.703200e-01 6.778515e-01 6.853830e-01 6.930835e-01 7.007840e-01 7.086575e-01 7.165310e-01 7.245815e-01 7.326320e-01 7.408635e-01 7.490950e-01 7.575115e-01 7.659280e-01 7.745335e-01 7.831390e-01 7.919380e-01 8.007370e-01 8.097340e-01 8.187310e-01 8.217745e-01 8.248180e-01 8.278840e-01 8.309500e-01 8.340390e-01 8.371280e-01 8.402400e-01 8.433520e-01 8.464875e-01 8.496230e-01 8.527815e-01 8.559400e-01 8.591215e-01 8.623030e-01 8.655090e-01 8.687150e-01 8.719440e-01 8.751730e-01 8.784265e-01 8.816800e-01 8.849575e-01 8.882350e-01 8.915370e-01 8.948390e-01 8.981655e-01 9.014920e-01 9.048435e-01 9.081950e-01 9.115710e-01 9.149470e-01 9.183485e-01 9.217500e-01 9.251765e-01 9.286030e-01 9.320550e-01 9.355070e-01 9.389845e-01 9.424620e-01 9.459660e-01 9.494700e-01 9.529995e-01 9.565290e-01 9.600845e-01 9.636400e-01 9.672225e-01 9.708050e-01 9.744140e-01 9.780230e-01 9.816585e-01 9.852940e-01 9.889570e-01 9.926200e-01 9.963100e-01 1.000000e+00
1.400000e+00 1.464610e+00 1.659240e+00 1.890670e+00 2.167490e+00 2.500670e+00 2.904300e+00 3.396640e+00 4.001450e+00 4.750000e+00 5.767150e+00 7.070720e+00 8.758190e+00 1.096570e+01 1.388560e+01 1.779290e+01 2.308550e+01 3.034710e+01 4.044480e+01 5.468640e+01 7.507240e+01 1.047120e+02 1.485170e+02 2.143800e+02 3.152120e+02 4.725370e+02 7.229460e+02 1.129950e+03 1.806160e+03 2.955930e+03 4.958860e+03 8.538140e+03 1.510790e+04 2.751070e+04 5.162750e+04 1.000000e+05
-5 -4 -3 -2 -1 1 2 3 4 5 21
  0.00000000e+00  5.96554095e-02  4.19069696e-01  9.11015587e-01  8.95981571e-01  9.13873469e-01  9.21187159e-01  6.73741615e-01  5.96554096e-02  0.00000000e+00  9.81247560e+00
  0.00000000e+00  9.24117848e-02  4.52308864e-01  9.41414981e-01  9.26248091e-01  9.44054359e-01  9.51602645e-01  7.04785763e-01  9.24117848e-02  0.00000000e+00  1.04597421e+01
  0.00000000e+00  1.97557992e-01  5.58824300e-01  1.03760398e+00  1.02194774e+00  1.03945491e+00  1.04756641e+00  8.02595743e-01  1.97557992e-01  0.00000000e+00  1.25192005e+01
  0.00000000e+00  3.19352500e-01  6.83570155e-01  1.15233553e+00  1.13631970e+00  1.15318963e+00  1.16215121e+00  9.18974459e-01  3.19352500e-01  0.00000000e+00  1.51510252e+01
  0.00000000e+00  4.60979458e-01  8.27553032e-01  1.28686486e+00  1.27066598e+00  1.28722965e+00  1.29682943e+00  1.05518324e+00  4.60979458e-01  0.00000000e+00  1.84327380e+01
  0.00000000e+00  6.23881561e-01  9.92642253e-01  1.44299564e+00  1.42654436e+00  1.44277514e+00  1.45300270e+00  1.21304335e+00  6.23881561e-01  0.00000000e+00  2.24306063e+01
  0.00000000e+00  8.09594428e-01  1.18041232e+00  1.62224532e+00  1.60533082e+00  1.62139530e+00  1.63212533e+00  1.39374429e+00  8.09594428e-01  0.00000000e+00  2.72117563e+01
  0.00000000e+00  1.02029359e+00  1.39297645e+00  1.82641094e+00  1.80945131e+00  1.82512748e+00  1.83646144e+00  1.59946336e+00  1.02029359e+00  0.00000000e+00  3.28561638e+01
  0.00000000e+00  1.25891007e+00  1.63305851e+00  2.05892710e+00  2.04156268e+00  2.05696605e+00  2.06887038e+00  1.83339242e+00  1.25891007e+00  0.00000000e+00  3.94904139e+01
  9.14984869e-02  1.51522787e+00  1.89093403e+00  2.30947207e+00  2.29181038e+00  2.30700573e+00  2.31935043e+00  2.08525213e+00  1.51522787e+00  9.14984869e-02  4.68547506e+01
  4.20032104e-01  1.82629324e+00  2.20351916e+00  2.61441253e+00  2.59644147e+00  2.61131130e+00  2.62435652e+00  2.39158118e+00  1.82629324e+00  4.20032105e-01  5.56398787e+01
  7.83007111e-01  2.17511371e+00  2.55350493e+00  2.95708294e+00  2.93884566e+00  2.95355071e+00  2.96709701e+00  2.73580584e+00  2.17511371e+00  7.83007111e-01  6.55885185e+01
  1.18639145e+00  2.56465890e+00  2.94424682e+00  3.34073279e+00  3.32230505e+00  3.33665321e+00  3.35082560e+00  3.12078002e+00  2.56465884e+00  1.18639145e+00  7.68809795e+01
  1.63302957e+00  2.99789024e+00  3.37868998e+00  3.76825593e+00  3.74951928e+00  3.76368509e+00  3.77830358e+00  3.54957556e+00  2.99789025e+00  1.63302957e+00  8.95729712e+01
  2.12585604e+00  3.47734674e+00  3.85932424e+00  4.24209392e+00  4.22306646e+00  4.23689128e+00  4.25211380e+00  4.02479477e+00  3.47734673e+00  2.12585604e+00  1.03759485e+02
  2.66834640e+00  4.00685603e+00  4.38968085e+00  4.76602563e+00  4.74655021e+00  4.76040779e+00  4.77626962e+00  4.54987565e+00  4.00685603e+00  2.66834640e+00  1.19514137e+02
  3.26280154e+00  4.58866764e+00  4.97235271e+00  5.34243786e+00  5.32266382e+00  5.33639719e+00  5.35274737e+00  5.12756062e+00  4.58866764e+00  3.26280154e+00  1.36896480e+02
  3.91301215e+00  5.22660925e+00  5.61078435e+00  5.97475418e+00  5.95481978e+00  5.96830592e+00  5.98512759e+00  5.76126959e+00  5.22660925e+00  3.91301215e+00  1.56000708e+02
  4.62226747e+00  5.92351002e+00  6.30847374e+00  6.66650399e+00  6.64633547e+00  6.65959585e+00  6.67682161e+00  6.45420568e+00  5.92351002e+00  4.62226747e+00  1.76893288e+02
