PdfType: error
Format: lhagrid1
---
6.144210e-06 7.504560e-06 9.166090e-06 1.119550e-05 1.367420e-05 1.670170e-05 2.039950e-05 2.491600e-05 3.043250e-05 3.717030e-05 4.539990e-05 5.545160e-05 6.772870e-05 8.272410e-05 1.010390e-04 1.234100e-04 1.507330e-04 1.841060e-04 2.248670e-04 2.746540e-04 3.354630e-04 4.097350e-04 5.004510e-04 6.112530e-04 7.465860e-04 9.118820e-04 1.113780e-03 1.360370e-03 1.661560e-03 2.029430e-03 2.478750e-03 3.027550e-03 3.697860e-03 4.516580e-03 5.516560e-03 6.737950e-03 8.229750e-03 1.005180e-02 1.116455e-02 1.227730e-02 1.363645e-02 1.499560e-02 1.665560e-02 1.831560e-02 2.034320e-02 2.237080e-02 2.484725e-02 2.732370e-02 3.034850e-02 3.337330e-02 3.706775e-02 4.076220e-02 4.527465e-02 4.978710e-02 5.529860e-02 6.081010e-02 6.754185e-02 7.427360e-02 8.249580e-02 9.071800e-02 1.007605e-01 1.108030e-01 1.230690e-01 1.353350e-01 1.400000e-01 1.446650e-01 1.496515e-01 1.546380e-01 1.599685e-01 1.652990e-01 1.709965e-01 1.766940e-01 1.827850e-01 1.888760e-01 1.953865e-01 2.018970e-01 2.088560e-01 2.158150e-01 2.232540e-01 2.306930e-01 2.386450e-01 2.465970e-01 2.550970e-01 2.635970e-01 2.726830e-01 2.817690e-01 2.914815e-01 3.011940e-01 3.115760e-01 3.219580e-01 3.330560e-01 3.441540e-01 3.560165e-01 3.678790e-01 3.805600e-01 3.932410e-01 4.067955e-01 4.203500e-01 4.348395e-01 4.493290e-01 4.648170e-01 4.803050e-01 4.968610e-01 5.134170e-01 5.311145e-01 5.488120e-01 5.549780e-01 5.611440e-01 5.674485e-01 5.737530e-01 5.801995e-01 5.866460e-01 5.932375e-01 5.998290e-01 6.065680e-01 6.133070e-01 6.201980e-01 6.270890e-01 6.341345e-01 6.411800e-01 6.483840e-01 6.555880e-01 6.629540e-01 6.703200e-01 6.778515e-01 6.853830e-01 6.930835e-01 7.007840e-01 7.086575e-01 7.165310e-01 7.245815e-01 7.326320e-01 7.408635e-01 7.490950e-01 7.575115e-01 7.659280e-01 7.745335e-01 7.831390e-01 7.919380e-01 8.007370e-01 8.097340e-01 8.187310e-01 8.217745e-01 8.248180e-01 8.278840e-01 8.309500e-01 8.340390e-01 8.371280e-01 8.402400e-01 8.433520e-01 8.464875e-01 8.496230e-01 8.527815e-01 8.559400e-01 8.591215e-01 8.623030e-01 8.655090e-01 8.687150e-01 8.719440e-01 8.751730e-01 8.784265e-01 8.816800e-01 8.849575e-01 8.882350e-01 8.915370e-01 8.948390e-01 8.981655e-01 9.014920e-01 9.048435e-01 9.081950e-01 9.115710e-01 9.149470e-01 9.183485e-01 9.217500e-01 9.251765e-01 9.286030e-01 9.320550e-01 9.355070e-01 9.389845e-01 9.424620e-01 9.459660e-01 9.494700e-01 9.529995e-01 9.565290e-01 9.600845e-01 9.636400e-01 9.672225e-01 9.708050e-01 9.744140e-01 9.780230e-01 9.816585e-01 9.852940e-01 9.889570e-01 9.926200e-01 9.963100e-01 1.000000e+00
1.400000e+00 1.464610e+00 1.659240e+00 1.890670e+00 2.167490e+00 2.500670e+00 2.904300e+00 3.396640e+00 4.001450e+00 4.750000e+00 5.767150e+00 7.070720e+00 8.758190e+00 1.096570e+01 1.388560e+01 1.779290e+01 2.308550e+01 3.034710e+01 4.044480e+01 5.468640e+01 7.507240e+01 1.047120e+02 1.485170e+02 2.143800e+02 3.152120e+02 4.725370e+02 7.229460e+02 1.129950e+03 1.806160e+03 2.955930e+03 4.958860e+03 8.538140e+03 1.510790e+04 2.751070e+04 5.162750e+04 1.000000e+05
-5 -4 -3 -2 -1 1 2 3 4 5 21
  0.00000000e+00  2.79760315e-02  6.22140918e-01  9.42891067e-01  1.06257223e+00  1.02579098e+00  9.32171289e-01  6.12163383e-01  2.79760316e-02  0.00000000e+00  1.86867593e+01
  0.00000000e+00  7.15438958e-02  6.63690556e-01  9.83796731e-01  1.10264572e+00  1.06622445e+00  9.73206835e-01  6.53801444e-01  7.15438958e-02  0.00000000e+00  1.94575425e+01
  0.00000000e+00  2.19877201e-01  8.03472138e-01  1.12182935e+00  1.23752409e+00  1.20255565e+00  1.11162928e+00  7.93974314e-01  2.19877201e-01  0.00000000e+00  2.20079849e+01
  0.00000000e+00  3.83250881e-01  9.60308295e-01  1.27687016e+00  1.38970133e+00  1.35586485e+00  1.26735244e+00  9.51223115e-01  3.83250881e-01  0.00000000e+00  2.51083297e+01
  0.00000000e+00  5.65033271e-01  1.13555160e+00  1.45037797e+00  1.56062587e+00  1.52797438e+00  1.44150085e+00  1.12679059e+00  5.65033271e-01  0.00000000e+00  2.88338539e+01
  0.00000000e+00  7.66759024e-01  1.33116060e+00  1.64413365e+00  1.75192355e+00  1.72032878e+00  1.63592556e+00  1.32272323e+00  7.66759024e-01  0.00000000e+00  3.32555263e+01
  0.00000000e+00  9.90146963e-01  1.54861888e+00  1.85992522e+00  1.96515369e+00  1.93487014e+00  1.85217571e+00  1.54037349e+00  9.90146963e-01  0.00000000e+00  3.84400777e+01
  0.00000000e+00  1.23725534e+00  1.79011088e+00  2.09978032e+00  2.20265963e+00  2.17322234e+00  2.09243792e+00  1.78209166e+00  1.23725534e+00  0.00000000e+00  4.44712851e+01
  0.00000000e+00  1.51134190e+00  2.05855695e+00  2.36661625e+00  2.46708717e+00  2.43890494e+00  2.35978936e+00  2.05092853e+00  1.51134190e+00  0.00000000e+00  5.14744874e+01
  5.26115091e-02  1.80218665e+00  2.34421475e+00  2.65071637e+00  2.74897683e+00  2.72167226e+00  2.64428678e+00  2.33680573e+00  1.80218665e+00  5.26115091e-02  5.91659144e+01
  4.22756516e-01  2.14865742e+00  2.68511274e+00  2.99004993e+00  3.08595565e+00  3.05973628e+00  2.98406297e+00  2.67787713e+00  2.14865742e+00  4.22756517e-01  6.82211232e+01
  8.27210700e-01  2.53266445e+00  3.06360854e+00  3.36693431e+00  3.46066060e+00  3.43546910e+00  3.36151997e+00  3.05679675e+00  2.53266445e+00  8.27210700e-01  7.84348124e+01
  1.27094905e+00  2.95646711e+00  3.48206883e+00  3.78408747e+00  3.87552980e+00  3.85120146e+00  3.77903040e+00  3.47558395e+00  2.95646705e+00  1.27094905e+00  8.99800369e+01
  1.75693194e+00  3.42319166e+00  3.94356530e+00  4.24388398e+00  4.33337244e+00  4.31001020e+00  4.23926564e+00  3.93720747e+00  3.42319167e+00  1.75693194e+00  1.02911703e+02
  2.28784456e+00  3.93497115e+00  4.45060051e+00  4.74931580e+00  4.83657471e+00  4.81408116e+00  4.74514043e+00  4.44436348e+00  3.93497114e+00  2.28784456e+00  1.17320084e+02
  2.86753605e+00  4.49593671e+00  5.00660961e+00  5.30391947e+00  5.38912930e+00  5.36750085e+00  5.30013660e+00  5.00053922e+00  4.49593671e+00  2.86753605e+00  1.33282715e+02
  3.49812869e+00  5.10858873e+00  5.61443186e+00  5.91002981e+00  5.99325814e+00  5.97263141e+00  5.90681108e+00  5.60851026e+00  5.10858873e+00  3.49812869e+00  1.50862679e+02
  4.18352106e+00  5.77625038e+00  6.27732419e+00  6.57146635e+00  6.65287591e+00  6.63287614e+00  6.56863811e+00  6.27151735e+00  5.77625038e+00  4.18352106e+00  1.70153089e+02
  4.92700646e+00  6.50225257e+00  6.99870027e+00  7.29124040e+00  7.37077717e+00  7.35171939e+00  7.28896194e+00  6.99309351e+00  6.50225257e+00  4.92700646e+00  1.91208939e+02
