PdfType: error
Format: lhagrid1
---
6.144210e-06 7.504560e-06 9.166090e-06 1.119550e-05 1.367420e-05 1.670170e-05 2.039950e-05 2.491600e-05 3.043250e-05 3.717030e-05 4.539990e-05 5.545160e-05 6.772870e-05 8.272410e-05 1.010390e-04 1.234100e-04 1.507330e-04 1.841060e-04 2.248670e-04 2.746540e-04 3.354630e-04 4.097350e-04 5.004510e-04 6.112530e-04 7.465860e-04 9.118820e-04 1.113780e-03 1.360370e-03 1.661560e-03 2.029430e-03 2.478750e-03 3.027550e-03 3.697860e-03 4.516580e-03 5.516560e-03 6.737950e-03 8.229750e-03 1.005180e-02 1.116455e-02 1.227730e-02 1.363645e-02 1.499560e-02 1.665560e-02 1.831560e-02 2.034320e-02 2.237080e-02 2.484725e-02 2.732370e-02 3.034850e-02 3.337330e-02 3.706775e-02 4.076220e-02 4.527465e-02 4.978710e-02 5.529860e-02 6.081010e-02 6.754185e-02 7.427360e-02 8.249580e-02 9.071800e-02 1.007605e-01 1.108030e-01 1.230690e-01 1.353350e-01 1.400000e-01 1.446650e-01 1.496515e-01 1.546380e-01 1.599685e-01 1.652990e-01 1.709965e-01 1.766940e-01 1.827850e-01 1.888760e-01 1.953865e-01 2.018970e-01 2.088560e-01 2.158150e-01 2.232540e-01 2.306930e-01 2.386450e-01 2.465970e-01 2.550970e-01 2.635970e-01 2.726830e-01 2.817690e-01 2.914815e-01 3.011940e-01 3.115760e-01 3.219580e-01 3.330560e-01 3.441540e-01 3.560165e-01 3.678790e-01 3.805600e-01 3.932410e-01 4.067955e-01 4.203500e-01 4.348395e-01 4.493290e-01 4.648170e-01 4.803050e-01 4.968610e-01 5.134170e-01 5.311145e-01 5.488120e-01 5.549780e-01 5.611440e-01 5.674485e-01 5.737530e-01 5.801995e-01 5.866460e-01 5.932375e-01 5.998290e-01 6.065680e-01 6.133070e-01 6.201980e-01 6.270890e-01 6.341345e-01 6.411800e-01 6.483840e-01 6.555880e-01 6.629540e-01 6.703200e-01 6.778515e-01 6.853830e-01 6.930835e-01 7.007840e-01 7.086575e-01 7.165310e-01 7.245815e-01 7.326320e-01 7.408635e-01 7.490950e-01 7.575115e-01 7.659280e-01 7.745335e-01 7.831390e-01 7.919380e-01 8.007370e-01 8.097340e-01 8.187310e-01 8.217745e-01 8.248180e-01 8.278840e-01 8.309500e-01 8.340390e-01 8.371280e-01 8.402400e-01 8.433520e-01 8.464875e-01 8.496230e-01 8.527815e-01 8.559400e-01 8.591215e-01 8.623030e-01 8.655090e-01 8.687150e-01 8.719440e-01 8.751730e-01 8.784265e-01 8.816800e-01 8.849575e-01 8.882350e-01 8.915370e-01 8.948390e-01 8.981655e-01 9.014920e-01 9.048435e-01 9.081950e-01 9.115710e-01 9.149470e-01 9.183485e-01 9.217500e-01 9.251765e-01 9.286030e-01 9.320550e-01 9.355070e-01 9.389845e-01 9.424620e-01 9.459660e-01 9.494700e-01 9.529995e-01 9.565290e-01 9.600845e-01 9.636400e-01 9.672225e-01 9.708050e-01 9.744140e-01 9.780230e-01 9.816585e-01 9.852940e-01 9.889570e-01 9.926200e-01 9.963100e-01 1.000000e+00
1.400000e+00 1.464610e+00 1.659240e+00 1.890670e+00 2.167490e+00 2.500670e+00 2.904300e+00 3.396640e+00 4.001450e+00 4.750000e+00 5.767150e+00 7.070720e+00 8.758190e+00 1.096570e+01 1.388560e+01 1.779290e+01 2.308550e+01 3.034710e+01 4.044480e+01 5.468640e+01 7.507240e+01 1.047120e+02 1.485170e+02 2.143800e+02 3.152120e+02 4.725370e+02 7.229460e+02 1.129950e+03 1.806160e+03 2.955930e+03 4.958860e+03 8.538140e+03 1.510790e+04 2.751070e+04 5.162750e+04 1.000000e+05
-5 -4 -3 -2 -1 1 2 3 4 5 21
  0.00000000e+00  4.28616495e-02  2.90319331e-01  9.47627347e-01  8.65877918e-01  1.02675979e+00  7.71524049e-01  6.42001822e-01  4.28616496e-02  0.00000000e+00  4.44021106e+00
  0.00000000e+00  7.19619768e-02  3.21022436e-01  9.73955141e-01  8.92717812e-01  1.05227162e+00  7.99360228e-01  6.69611625e-01  7.19619768e-02  0.00000000e+00  5.11382236e+00
  0.00000000e+00  1.62964037e-01  4.17794138e-01  1.05424315e+00  9.75118271e-01  1.12940583e+00  8.85414943e-01  7.54189212e-01  1.62964037e-01  0.00000000e+00  7.28747841e+00
  0.00000000e+00  2.72134870e-01  5.33996853e-01  1.15454898e+00  1.07755113e+00  1.22662363e+00  9.91665810e-01  8.58975290e-01  2.72134870e-01  0.00000000e+00  1.00476547e+01
  0.00000000e+00  4.02520318e-01  6.70585577e-01  1.27636360e+00  1.20138183e+00  1.34576761e+00  1.11876912e+00  9.84777908e-01  4.02520318e-01  0.00000000e+00  1.34651813e+01
  0.00000000e+00  5.55398480e-01  8.29349312e-01  1.42115992e+00  1.34798296e+00  1.48782059e+00  1.26867087e+00  1.13338090e+00  5.55398480e-01  0.00000000e+00  1.76051071e+01
  0.00000000e+00  7.32229247e-01  1.01179561e+00  1.59001443e+00  1.51857375e+00  1.65442133e+00  1.44236923e+00  1.30591250e+00  7.32229247e-01  0.00000000e+00  2.25341183e+01
  0.00000000e+00  9.34961669e-01  1.21971559e+00  1.78500194e+00  1.71537411e+00  1.84711665e+00  1.64212656e+00  1.50437110e+00  9.34961669e-01  0.00000000e+00  2.83295512e+01
  0.00000000e+00  1.16656996e+00  1.45606695e+00  2.00929219e+00  1.94094807e+00  2.06907954e+00  1.87085852e+00  1.73198138e+00  1.16656996e+00  0.00000000e+00  3.51183828e+01
  6.36529244e-02  1.41687282e+00  1.71084927e+00  2.25243657e+00  2.18563833e+00  2.31010725e+00  2.11826500e+00  1.97841073e+00  1.41687282e+00  6.36529244e-02  4.26451887e+01
  3.84667192e-01  1.72232390e+00  2.02069045e+00  2.55057607e+00  2.48523212e+00  2.60592651e+00  2.42063283e+00  2.27979549e+00  1.72232390e+00  3.84667193e-01  5.16129346e+01
  7.40829595e-01  2.06609486e+00  2.36863064e+00  2.88706868e+00  2.82327688e+00  2.94050851e+00  2.76144583e+00  2.61950874e+00  2.06609486e+00  7.40829595e-01  6.17492773e+01
  1.13822991e+00  2.45147603e+00  2.75807655e+00  3.26548492e+00  3.20301122e+00  3.31673000e+00  3.14402444e+00  3.00096408e+00  2.45147597e+00  1.13822991e+00  7.32276017e+01
  1.57972926e+00  2.88131966e+00  3.19177150e+00  3.68849052e+00  3.62718437e+00  3.73763454e+00  3.57071336e+00  3.42704411e+00  2.88131967e+00  1.57972926e+00  8.61085943e+01
  2.06811873e+00  3.35813901e+00  3.67219255e+00  4.15842123e+00  4.09846814e+00  4.20562752e+00  4.04454785e+00  3.89990917e+00  3.35813900e+00  2.06811873e+00  1.00486000e+02
  2.60680327e+00  3.88545122e+00  4.20289128e+00  4.67931425e+00  4.62056048e+00  4.72457975e+00  4.56915845e+00  4.42344589e+00  3.88545122e+00  2.60680327e+00  1.16413562e+02
  3.19823041e+00  4.46585246e+00  4.78664100e+00  5.25312352e+00  5.19541962e+00  5.29675647e+00  5.14670731e+00  5.00018954e+00  4.46585246e+00  3.19823041e+00  1.33995986e+02
  3.84611345e+00  5.10282011e+00  5.42650987e+00  5.88358243e+00  5.82720106e+00  5.92546368e+00  5.78075681e+00  5.63335340e+00  5.10282011e+00  3.84611345e+00  1.53273429e+02
  4.55342333e+00  5.79946749e+00  6.12597586e+00  6.57396382e+00  6.51867427e+00  6.61421345e+00  6.47447186e+00  6.32644077e+00  5.79946749e+00  4.55342333e+00  1.74351048e+02
