0.1 0.0002394617 0.0003133363 0.000310542 0.0002878218
0.12 0.0002394617 0.0003106638 0.0003104818 0.000291067
0.14 0.0002394617 0.0003085552 0.0003103056 0.0002932965
0.16 0.0002394617 0.0003068301 0.0003100768 0.000294907
0.18 0.0002394617 0.0003053806 0.0003098256 0.0002961135
0.2 0.0002394617 0.0003041373 0.0003095671 0.0002967242
0.22 0.0002394617 0.0003030535 0.0003093093 0.0002971137
0.25 0.0002394617 0.0003016572 0.0003089327 0.0002976447
0.28 0.0002394616 0.000300471 0.0003085732 0.0002981055
0.3 0.0002394616 0.0002997713 0.0003083442 0.0002983753
0.32 0.0002394615 0.0002991316 0.0003081238 0.0002986179
0.34 0.0002394615 0.0002985432 0.0003079117 0.0002988358
0.36 0.0002394615 0.0002979994 0.0003077076 0.0002990316
0.38 0.0002394615 0.0002974943 0.0003075112 0.0002992075
0.4 0.0002394615 0.0002970233 0.0003073221 0.0002993656
0.5 0.0002394614 0.0002950625 0.0003064731 0.0002999497
0.6 0.0002394615 0.0002935593 0.0003057544 0.0003002981
0.7 0.0002394615 0.0002923518 0.0003051347 0.0003005042
0.8 0.0002394615 0.0002913495 0.0003045913 0.0003006203
0.9 0.0002394614 0.0002904971 0.0003041086 0.0003006773
1 0.0002394614 0.0002897585 0.0003036749 0.0003006942
1.2 0.0002394614 0.0002886736 0.0003031491 0.0003007763
1.4 0.0002394613 0.0002877728 0.000302663 0.0003007791
1.6 0.0002394613 0.0002870192 0.0003022372 0.0003007462
1.8 0.0002394613 0.000286374 0.0003018587 0.0003006916
2 0.0002394613 0.0002858117 0.0003015185 0.0003006234
2.4 0.0002394612 0.0002848702 0.0003009273 0.0003004659
3 0.0002394612 0.0002837695 0.0003002014 0.0003002114
4 0.0002394612 0.0002824277 0.0002992664 0.0002997973
5 0.0002394611 0.0002814423 0.0002985447 0.0002994199
6 0.0002394611 0.0002806705 0.0002979584 0.000299081
7 0.0002394611 0.00028004 0.0002974659 0.0002987759
8 0.0002394611 0.0002795094 0.0002970421 0.0002984996
9 0.000239461 0.000279053 0.0002966704 0.0002982477
10 0.000239461 0.0002786535 0.0002963398 0.0002980165
